2018-06-21 14:15:24,696 - INFO         - __main__             - uv_vs_clouds.py          - 14   - ************      Program Started      ************

2018-06-21 14:15:24,696 - INFO         - csv                  - csv.py                   - 13   - create_csv_file function was called with parameters: C:\myDirectory\uvApplication\UV_Application\csv_files, results__2018-06-21__UTC11-15-24.csv
2018-06-21 14:15:24,705 - INFO         - csv                  - csv.py                   - 24   - csv file was created successfully
2018-06-21 14:15:24,710 - INFO         - json_parser          - json_parser.py           - 16   - Loaded coordinates data from file: {'coordinates': [{'lat': 32.1592, 'lon': 34.8071, 'Main Place': 'israel', 'Place': 'Herzliya', 'Display Place': 'Herzliya', 'BBC code': ''}, {'lat': 14.7167, 'lon': 17.4677, 'Main Place': 'senegal', 'Place': 'dakar', 'Display Place': 'Dakar', 'BBC code': ''}, {'lat': 9.6412, 'lon': 13.5784, 'Main Place': 'guinea', 'Place': 'conakry', 'Display Place': 'Conakry', 'BBC code': ''}, {'lat': -1.2921, 'lon': 36.8219, 'Main Place': 'kenya', 'Place': 'nairobi', 'Display Place': 'Nairobi', 'BBC code': ''}, {'lat': 35.6971, 'lon': -0.6308, 'Main Place': 'algeria', 'Place': 'oran', 'Display Place': 'Oran', 'BBC code': ''}, {'lat': 39.4699, 'lon': -0.3763, 'Main Place': 'spain', 'Place': 'valencia', 'Display Place': 'Valencia', 'BBC code': '2509954'}, {'lat': 44.8378, 'lon': -0.5792, 'Main Place': 'france', 'Place': 'bordeaux', 'Display Place': 'Bordeaux', 'BBC code': '3031582'}, {'lat': 48.8566, 'lon': 2.3522, 'Main Place': 'france', 'Place': 'paris', 'Display Place': 'Paris', 'BBC code': '2988507'}, {'lat': 51.8074, 'lon': -0.1278, 'Main Place': 'uk', 'Place': 'london', 'Display Place': 'London', 'BBC code': '2643743'}, {'lat': 33.8869, 'lon': 9.5375, 'Main Place': 'tunisia', 'Place': 'tunis', 'Display Place': 'Tunis', 'BBC code': '2464470'}, {'lat': 41.9029, 'lon': 12.4534, 'Main Place': 'vatican-city-state', 'Place': 'vatican-city', 'Display Place': 'Vatican', 'BBC code': '3169070'}, {'lat': 45.4408, 'lon': 12.3155, 'Main Place': 'italy', 'Place': 'venice', 'Display Place': 'Venice', 'BBC code': '3164603'}, {'lat': 45.4642, 'lon': 9.1901, 'Main Place': 'italy', 'Place': 'milan', 'Display Place': 'Milan', 'BBC code': '3173435'}, {'lat': 53.5511, 'lon': 9.9937, 'Main Place': 'germany', 'Place': 'hamburg', 'Display Place': 'Hamburg', 'BBC code': ''}, {'lat': 41.3275, 'lon': 19.8187, 'Main Place': 'albania', 'Place': 'tirana', 'Display Place': 'Tirana', 'BBC code': ''}, {'lat': 44.7866, 'lon': 20.4489, 'Main Place': 'serbia', 'Place': 'belgrade', 'Display Place': 'Belgrade', 'BBC code': ''}, {'lat': 47.4979, 'lon': 19.0402, 'Main Place': 'hungary', 'Place': 'budapest', 'Display Place': 'Budapest', 'BBC code': ''}, {'lat': 52.2297, 'lon': 21.0122, 'Main Place': 'poland', 'Place': 'warsaw', 'Display Place': 'Warsaw', 'BBC code': ''}, {'lat': 31.2001, 'lon': 29.9187, 'Main Place': 'egypt', 'Place': 'alexandria', 'Display Place': 'Alexandria', 'BBC code': ''}, {'lat': 41.0082, 'lon': 28.9784, 'Main Place': 'turkey', 'Place': 'istanbul', 'Display Place': 'Istanbul', 'BBC code': ''}, {'lat': 46.4825, 'lon': 30.7233, 'Main Place': 'ukraine', 'Place': 'odesa', 'Display Place': 'Odesa', 'BBC code': ''}, {'lat': 50.4501, 'lon': 30.5234, 'Main Place': 'ukraine', 'Place': 'kyiv', 'Display Place': 'Kiev', 'BBC code': ''}, {'lat': 59.9343, 'lon': 30.3351, 'Main Place': 'russia', 'Place': 'saint-peterburg', 'Display Place': 'St.Peterburg', 'BBC code': ''}]}
2018-06-21 14:15:24,711 - INFO         - __main__             - uv_vs_clouds.py          - 34   - ** New loop cycle started for latitude: 32.1592 and longitude: 34.8071 **

2018-06-21 14:15:24,711 - INFO         - __main__             - uv_vs_clouds.py          - 37   - Location for given latitude and longitude: Herzliya
2018-06-21 14:15:24,711 - INFO         - data                 - data.py                  - 414  - function: "get_local_time" was called
2018-06-21 14:15:24,711 - INFO         - data                 - data.py                  - 417  - Fetched Unix (Epoch) Time UTC: 1529579724.7116117
2018-06-21 14:15:24,711 - INFO         - data                 - data.py                  - 427  - Sending http request: GET , https://maps.googleapis.com/maps/api/timezone/json?location=32.1592,34.8071&timestamp=1529579724.7116117&key=AIzaSyDRZy0h1Tl5Q1CCctsjysXDt7itqS9-UJQ
2018-06-21 14:15:25,488 - INFO         - data                 - data.py                  - 431  - Received google time reply: {'dstOffset': 3600, 'rawOffset': 7200, 'status': 'OK', 'timeZoneId': 'Asia/Jerusalem', 'timeZoneName': 'Israel Daylight Time'}
2018-06-21 14:15:25,489 - INFO         - data                 - data.py                  - 435  - Got local time Unix format: 1529590524.7116117
