Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), Precipitation (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-24 08:10:15, Herzliya, 32.1592, 34.8071, 85, 102, 136, 170, 271, 509, 1.9656, 295.2, 1, ['0', '%'], 758, 107, 504, 29.89
2018-06-24 06:10:19, Dakar, 14.7167, 17.4677, 782, 939, 1252, 1565, 2504, 4694, 0.213, 281.7, 36, ['0', '%'], 43, 83, 91, 9.68
2018-06-24 06:10:23, Conakry, 9.6412, 13.5784, 2152, 2582, 3443, 4303, 6885, 12910, 0.0775, 271.8, 15, ['50', '%'], 79, 42, 56, 4.24
2018-06-24 08:10:26, Nairobi, -1.2921, 36.8219, 140, 168, 224, 280, 448, 840, 1.191, 245.5, 55, ['27', '%'], 14, 159, 165, 21.1
2018-06-24 06:10:29, Oran, 35.6971, -0.6308, 3443, 4131, 5508, 6885, 11016, 20655, 0.0484, 303.7, 0, ['0', '%'], 130, 36, 58, 3.16
2018-06-24 07:10:33, Valencia, 39.4699, -0.3763, 1913, 2295, 3060, 3825, 6120, 11475, 0.0871, 325.6, 32, ['0', '%'], 199, 48, 81, 5.04
2018-06-24 07:10:36, Bordeaux, 44.8378, -0.5792, 1324, 1589, 2119, 2648, 4237, 7944, 0.1259, 325.7, 28, ['0', '%'], 80, 68, 81, 7.28
2018-06-24 07:10:39, Paris, 48.8566, 2.3522, 748, 898, 1197, 1497, 2395, 4490, 0.2227, 322.7, 58, ['0', '%'], 9, 68, 70, 10.79
2018-06-24 06:10:42, London, 51.8074, -0.1278, 748, 898, 1197, 1497, 2395, 4490, 0.2227, 328.8, 27, None, 110, 96, 119, 10.55
2018-06-24 06:10:46, Tunis, 33.8869, 9.5375, 782, 939, 1252, 1565, 2504, 4694, 0.213, 336.6, 1, ['0', '%'], 386, 68, 146, 10.1
2018-06-24 07:10:49, Vatican, 41.9029, 12.4534, 441, 530, 706, 883, 1412, 2648, 0.3776, 341.3, 8, ['0', '%'], 449, 98, 225, 15.0
2018-06-24 07:10:52, Venice, 45.4408, 12.3155, 391, 469, 626, 782, 1252, 2347, 0.426, 349.6, 25, ['0', '%'], 169, 141, 192, 16.0
2018-06-24 07:10:56, Milan, 45.4642, 9.1901, 492, 590, 787, 984, 1574, 2951, 0.3389, 328.7, 63, ['0', '%'], 6, 80, 82, 13.93
2018-06-24 07:11:00, Hamburg, 53.5511, 9.9937, 359, 430, 574, 717, 1148, 2152, 0.4648, 358.8, 91, ['77', '%'], 0, 22, 22, 16.94
2018-06-24 07:11:05, Tirana, 41.3275, 19.8187, 205, 246, 328, 410, 656, 1229, 0.8133, 321.3, 25, ['0', '%'], 204, 178, 254, 20.18
2018-06-24 07:11:08, Belgrade, 44.7866, 20.4489, 196, 235, 313, 391, 626, 1174, 0.8521, 338, 5, ['0', '%'], 724, 80, 362, 21.42
2018-06-24 07:11:11, Budapest, 47.4979, 19.0402, 213, 255, 340, 425, 680, 1275, 0.7843, 369, 6, ['0', '%'], 585, 108, 331, 21.05
2018-06-24 07:11:14, Warsaw, 52.2297, 21.0122, 185, 222, 296, 370, 592, 1111, 0.9005, 390.5, 86, ['85', '%'], 49, 53, 53, 23.17
2018-06-24 07:11:18, Alexandria, 31.2001, 29.9187, 116, 140, 186, 233, 372, 698, 1.433, 293.8, 1, ['0', '%'], 700, 103, 426, 25.84
2018-06-24 08:11:21, Istanbul, 41.0082, 28.9784, 121, 145, 194, 242, 388, 727, 1.3749, 329.5, 95, ['0', '%'], 287, 21, 21, 26.93
2018-06-24 08:11:25, Odesa, 46.4825, 30.7233, 100, 120, 160, 200, 320, 600, 1.6654, 321.6, 1, ['0', '%'], 789, 93, 494, 28.82
2018-06-24 08:11:28, Kiev, 50.4501, 30.5234, 97, 116, 155, 193, 309, 580, 1.7235, 311.7, 86, ['0', '%'], 592, 69, 69, 28.94
2018-06-24 08:11:31, St.Peterburg, 59.9343, 30.3351, 101, 122, 162, 203, 324, 608, 1.6461, 324.2, 86, ['0', '%'], 14, 66, 66, 28.83
