Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-12 12:02:27, Herzliya, 32.1592, 34.8071, 15, 18, 24, 30, 48, 91, 304.4, 7, 747, 243, 976, 77.7°
2018-06-12 10:02:31, Dakar, 14.7167, 17.4677, 17, 20, 27, 34, 54, 101, 275.7, 1, 915, 147, 984, 31.4°
2018-06-12 10:02:34, Conakry, 9.6412, 13.5784, 20, 24, 32, 39, 63, 118, 275.5, 70, 2, 269, 272, 33.1°
2018-06-12 12:02:37, Nairobi, -1.2921, 36.8219, 14, 17, 23, 28, 45, 85, 242.8, 34, 161, 525, 671, 64.5°
2018-06-12 10:02:40, Oran, 35.6971, -0.6308, 31, 37, 49, 62, 99, 185, 319.4, 1, 876, 138, 833, 49.3°
2018-06-12 11:02:44, Valencia, 39.4699, -0.3763, 34, 41, 54, 68, 109, 204, 335.9, 0, 911, 125, 841, 49.0°
2018-06-12 11:02:47, Bordeaux, 44.8378, -0.5792, 39, 46, 62, 77, 124, 232, 361.9, 60, 8, 317, 323, 47.7°
2018-06-12 11:02:50, Paris, 48.8566, 2.3522, 34, 41, 54, 68, 108, 203, 334, 63, 5, 292, 296, 48.3°
2018-06-12 10:02:53, London, 51.8074, -0.1278, 41, 49, 65, 81, 130, 243, 350.9, 52, 23, 361, 379, 45.8°
2018-06-12 10:02:57, Tunis, 33.8869, 9.5375, 22, 26, 35, 44, 71, 132, 302.5, 0, 901, 142, 927, 57.8°
2018-06-12 11:03:00, Vatican, 41.9029, 12.4534, 23, 28, 37, 46, 74, 139, 315.8, 7, 727, 218, 851, 57.6°
2018-06-12 11:03:03, Venice, 45.4408, 12.3155, 25, 30, 40, 50, 80, 150, 318, 29, 209, 456, 635, 55.9°
2018-06-12 11:03:06, Milan, 45.4642, 9.1901, 27, 32, 43, 54, 86, 162, 321.5, 40, 95, 447, 526, 54.0°
2018-06-12 11:03:09, Hamburg, 53.5511, 9.9937, 32, 38, 51, 64, 102, 191, 338.1, 62, 6, 308, 312, 50.2°
2018-06-12 11:03:12, Tirana, 41.3275, 19.8187, 21, 25, 34, 42, 68, 127, 325, 0, 909, 147, 969, 62.7°
2018-06-12 11:03:15, Belgrade, 44.7866, 20.4489, 22, 27, 36, 45, 72, 134, 327.6, 2, 902, 146, 948, 61.0°
2018-06-12 11:03:18, Budapest, 47.4979, 19.0402, 24, 29, 38, 48, 76, 143, 330.2, 8, 893, 144, 920, 58.5°
2018-06-12 11:03:21, Warsaw, 52.2297, 21.0122, 27, 33, 44, 55, 87, 164, 343.9, 40, 72, 470, 530, 56.0°
2018-06-12 11:03:25, Alexandria, 31.2001, 29.9187, 16, 19, 25, 32, 51, 95, 306.7, 6, 786, 220, 984, 75.1°
2018-06-12 12:03:28, Istanbul, 41.0082, 28.9784, 20, 24, 32, 40, 63, 119, 341.1, 1, 926, 149, 1015, 68.1°
2018-06-12 12:03:31, Odesa, 46.4825, 30.7233, 21, 26, 34, 43, 68, 128, 340.8, 4, 898, 151, 964, 64.3°
2018-06-12 12:03:34, Kiev, 50.4501, 30.5234, 24, 29, 39, 49, 78, 147, 352.4, 20, 406, 387, 743, 60.8°
2018-06-12 12:03:38, St.Peterburg, 59.9343, 30.3351, 31, 37, 49, 62, 99, 185, 340.9, 42, 65, 427, 478, 52.0°
