Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-07 11:39:36, Herzliya, 32.1592, 34.8071, 18, 22, 29, 36, 58, 109, 341.9, 0, 917, 158, 1042, 73.8°
2018-06-07 09:39:44, Dakar, 14.7167, 17.4677, 19, 23, 31, 39, 62, 116, 278, 0, 916, 138, 931, 26.4°
2018-06-07 09:39:50, Conakry, 9.6412, 13.5784, 23, 27, 37, 46, 73, 137, 273.8, 4, 799, 172, 822, 28.1°
2018-06-07 11:39:55, Nairobi, -1.2921, 36.8219, 15, 18, 24, 30, 47, 89, 242.9, 68, 2, 314, 317, 62.9°
2018-06-07 09:40:01, Oran, 35.6971, -0.6308, 39, 47, 63, 79, 126, 237, 329, 1, 890, 119, 765, 44.7°
2018-06-07 10:40:06, Valencia, 39.4699, -0.3763, 40, 48, 64, 80, 128, 240, 333.3, 1, 875, 124, 755, 44.7°
2018-06-07 10:40:13, Bordeaux, 44.8378, -0.5792, 42, 51, 67, 84, 135, 253, 335, 10, 649, 204, 664, 43.7°
2018-06-07 10:40:18, Paris, 48.8566, 2.3522, 41, 49, 66, 82, 131, 246, 340.5, 8, 689, 190, 686, 44.7°
2018-06-07 09:40:22, London, 51.8074, -0.1278, 45, 54, 72, 90, 143, 269, 338.4, 24, 316, 329, 547, 42.4°
2018-06-07 09:40:26, Tunis, 33.8869, 9.5375, 28, 33, 44, 55, 88, 165, 327.8, 11, 614, 255, 755, 53.4°
2018-06-07 10:40:29, Vatican, 41.9029, 12.4534, 29, 35, 47, 58, 93, 175, 344.7, 8, 712, 212, 792, 53.7°
2018-06-07 10:40:32, Venice, 45.4408, 12.3155, 31, 38, 50, 63, 100, 188, 355.5, 3, 809, 164, 813, 52.3°
2018-06-07 10:40:34, Milan, 45.4642, 9.1901, 32, 39, 52, 65, 104, 195, 344.6, 17, 487, 303, 685, 50.2°
2018-06-07 10:40:36, Hamburg, 53.5511, 9.9937, 34, 41, 55, 69, 110, 206, 327.8, 1, 880, 124, 783, 47.2°
2018-06-07 10:40:39, Tirana, 41.3275, 19.8187, 24, 29, 39, 49, 78, 146, 335.6, 4, 905, 142, 927, 59.0°
2018-06-07 10:40:42, Belgrade, 44.7866, 20.4489, 28, 33, 45, 56, 89, 167, 368.5, 2, 848, 161, 887, 57.6°
2018-06-07 10:40:45, Budapest, 47.4979, 19.0402, 28, 34, 45, 56, 90, 168, 351.4, 79, 267, 186, 187, 55.3°
2018-06-07 10:40:48, Warsaw, 52.2297, 21.0122, 28, 34, 45, 56, 90, 169, 333.1, 0, 903, 131, 867, 53.3°
2018-06-07 10:40:51, Alexandria, 31.2001, 29.9187, 18, 22, 29, 36, 58, 109, 328.3, 0, 926, 152, 1030, 70.7°
2018-06-07 11:40:54, Istanbul, 41.0082, 28.9784, 22, 26, 35, 44, 70, 131, 346.5, 10, 903, 151, 974, 64.9°
2018-06-07 11:40:57, Odesa, 46.4825, 30.7233, 23, 28, 37, 46, 74, 138, 342.1, 6, 911, 145, 952, 61.9°
2018-06-07 11:41:00, Kiev, 50.4501, 30.5234, 24, 29, 39, 49, 78, 146, 335.2, 20, 433, 369, 741, 58.6°
2018-06-07 11:41:03, St.Peterburg, 59.9343, 30.3351, 39, 47, 62, 78, 124, 233, 401.7, 35, 144, 424, 536, 50.5°
