Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-19 10:33:04, Herzliya, 32.1592, 34.8071, 20, 24, 31, 39, 63, 118, 8.4958, 293, 0, 899, 146, 950, 60.2
2018-06-19 08:33:07, Dakar, 14.7167, 17.4677, 36, 43, 57, 72, 115, 215, 4.6499, 279.1, 6, 851, 124, 730, 42.46
2018-06-19 08:33:09, Conakry, 9.6412, 13.5784, 45, 53, 71, 89, 143, 267, 3.7393, 268.8, 32, 147, 343, 437, 37.14
2018-06-19 10:33:11, Nairobi, -1.2921, 36.8219, 21, 26, 34, 43, 69, 129, 7.7596, 251.3, 64, 5, 319, 324, 51.53
2018-06-19 08:33:14, Oran, 35.6971, -0.6308, 79, 95, 126, 158, 253, 474, 2.1118, 296.3, 0, 822, 101, 565, 30.93
2018-06-19 09:33:16, Valencia, 39.4699, -0.3763, 74, 88, 118, 147, 235, 441, 2.2668, 296.3, 0, 840, 98, 574, 31.58
2018-06-19 09:33:19, Bordeaux, 44.8378, -0.5792, 74, 88, 118, 147, 235, 441, 2.2668, 296.3, 1, 825, 102, 570, 31.82
2018-06-19 09:33:21, Paris, 48.8566, 2.3522, 75, 90, 120, 150, 239, 449, 2.2281, 340.1, 59, 9, 237, 242, 33.83
2018-06-19 08:33:23, London, 51.8074, -0.1278, 82, 98, 131, 164, 262, 492, 2.0343, 347.2, 23, 321, 259, 443, 32.14
2018-06-19 08:33:26, Tunis, 33.8869, 9.5375, 49, 59, 79, 98, 157, 295, 3.3906, 321.6, 0, 836, 118, 678, 39.08
2018-06-19 09:33:28, Vatican, 41.9029, 12.4534, 46, 56, 74, 93, 149, 279, 3.5843, 334.7, 1, 860, 119, 719, 41.36
2018-06-19 09:33:30, Venice, 45.4408, 12.3155, 51, 61, 81, 102, 163, 305, 3.2743, 346.6, 16, 476, 262, 590, 40.91
2018-06-19 09:33:33, Milan, 45.4642, 9.1901, 58, 70, 93, 116, 185, 348, 2.8772, 353.8, 12, 579, 211, 595, 38.73
2018-06-19 09:33:34, Hamburg, 53.5511, 9.9937, 56, 67, 89, 112, 179, 335, 2.9837, 342.3, 51, 22, 305, 319, 38.04
2018-06-19 09:33:36, Tirana, 41.3275, 19.8187, 37, 45, 60, 75, 119, 224, 4.4659, 338.2, 8, 874, 128, 795, 46.93
2018-06-19 09:33:38, Belgrade, 44.7866, 20.4489, 32, 38, 51, 64, 102, 192, 5.2215, 296.3, 44, 49, 402, 439, 46.69
2018-06-19 09:33:40, Budapest, 47.4979, 19.0402, 33, 40, 53, 67, 107, 200, 4.9987, 296.3, 28, 215, 383, 541, 45.07
2018-06-19 09:33:43, Warsaw, 52.2297, 21.0122, 41, 49, 66, 82, 131, 246, 4.0687, 339.8, 5, 865, 124, 756, 44.8
2018-06-19 09:33:45, Alexandria, 31.2001, 29.9187, 22, 27, 36, 44, 71, 133, 7.498, 296.3, 1, 850, 156, 888, 56.31
2018-06-19 10:33:47, Istanbul, 41.0082, 28.9784, 26, 32, 42, 53, 85, 159, 6.2968, 316.2, 4, 794, 175, 834, 53.74
2018-06-19 10:33:49, Odesa, 46.4825, 30.7233, 27, 32, 43, 54, 87, 162, 6.1612, 313.2, 0, 894, 133, 869, 52.91
2018-06-19 10:33:51, Kiev, 50.4501, 30.5234, 32, 38, 50, 63, 101, 189, 5.2893, 335.5, 5, 752, 183, 783, 50.93
2018-06-19 10:33:53, St.Peterburg, 59.9343, 30.3351, 40, 48, 64, 80, 129, 241, 4.1462, 347.7, 23, 339, 338, 586, 45.47
