Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-07 14:00:14, Herzliya, 32.1592, 34.8071, 19, 23, 31, 39, 62, 117, 341.9, 1, 883, 161, 971, 69.8°
2018-06-07 12:00:18, Dakar, 14.7167, 17.4677, 13, 16, 21, 26, 42, 79, 278, 0, 939, 156, 1075, 58.7°
2018-06-07 12:00:21, Conakry, 9.6412, 13.5784, 13, 16, 21, 27, 43, 80, 273.8, 3, 868, 183, 1025, 59.8°
2018-06-07 14:00:24, Nairobi, -1.2921, 36.8219, 17, 20, 27, 34, 54, 101, 242.9, 62, 6, 338, 343, 57.7°
2018-06-07 12:00:28, Oran, 35.6971, -0.6308, 18, 22, 29, 36, 58, 108, 329, 5, 820, 205, 991, 71.5°
2018-06-07 13:00:31, Valencia, 39.4699, -0.3763, 19, 23, 31, 38, 61, 115, 333.3, 18, 494, 378, 844, 69.0°
2018-06-07 13:00:34, Bordeaux, 44.8378, -0.5792, 21, 25, 33, 42, 67, 126, 335, 15, 593, 291, 832, 64.7°
2018-06-07 13:00:37, Paris, 48.8566, 2.3522, 22, 27, 36, 45, 71, 134, 340.5, 2, 860, 165, 931, 62.2°
2018-06-07 12:00:40, London, 51.8074, -0.1278, 25, 29, 39, 49, 78, 147, 338.4, 57, 12, 391, 402, 59.1°
2018-06-07 12:00:44, Tunis, 33.8869, 9.5375, 17, 20, 26, 33, 53, 99, 327.8, 1, 919, 160, 1056, 75.5°
2018-06-07 13:00:46, Vatican, 41.9029, 12.4534, 19, 23, 31, 39, 62, 116, 344.7, 22, 362, 446, 786, 70.8°
2018-06-07 13:00:50, Venice, 45.4408, 12.3155, 21, 25, 34, 42, 68, 127, 355.5, 9, 687, 257, 888, 67.3°
2018-06-07 13:00:53, Milan, 45.4642, 9.1901, 21, 25, 33, 42, 66, 125, 344.6, 23, 912, 150, 987, 66.9°
2018-06-07 13:00:57, Hamburg, 53.5511, 9.9937, 24, 28, 38, 47, 75, 141, 327.8, 1, 916, 136, 919, 59.0°
2018-06-07 13:01:00, Tirana, 41.3275, 19.8187, 19, 22, 30, 37, 60, 112, 335.6, 1, 906, 158, 1003, 70.9°
2018-06-07 13:01:02, Belgrade, 44.7866, 20.4489, 22, 26, 35, 44, 71, 132, 368.5, 15, 903, 151, 976, 67.4°
2018-06-07 13:01:06, Budapest, 47.4979, 19.0402, 22, 27, 35, 44, 71, 133, 351.4, 49, 27, 461, 486, 65.0°
2018-06-07 13:01:09, Warsaw, 52.2297, 21.0122, 23, 27, 37, 46, 73, 137, 333.1, 0, 925, 136, 922, 60.1°
2018-06-07 13:01:12, Alexandria, 31.2001, 29.9187, 17, 21, 28, 35, 56, 104, 328.3, 0, 925, 152, 1025, 73.8°
2018-06-07 14:01:15, Istanbul, 41.0082, 28.9784, 20, 24, 32, 40, 64, 121, 346.5, 1, 883, 160, 961, 68.0°
2018-06-07 14:01:18, Odesa, 46.4825, 30.7233, 22, 27, 36, 45, 72, 135, 342.1, 22, 358, 409, 720, 62.9°
2018-06-07 14:01:21, Kiev, 50.4501, 30.5234, 24, 28, 38, 47, 76, 142, 335.2, 16, 533, 314, 763, 59.6°
2018-06-07 14:01:24, St.Peterburg, 59.9343, 30.3351, 37, 45, 60, 75, 120, 224, 401.7, 46, 42, 406, 439, 51.2°
