Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-20 14:16:07, Herzliya, 32.1592, 34.8071, 17, 21, 28, 35, 56, 105, 9.5313, 303.2, 0, 896, 154, 980, 67.65
2018-06-20 12:16:11, Dakar, 14.7167, 17.4677, 13, 16, 21, 27, 42, 80, 12.5631, 277.3, 15, 517, 374, 880, 79.61
2018-06-20 12:16:13, Conakry, 9.6412, 13.5784, 15, 18, 24, 30, 47, 89, 11.236, 296.3, 13, 593, 325, 897, 76.06
2018-06-20 14:16:15, Nairobi, -1.2921, 36.8219, 23, 27, 37, 46, 73, 137, 7.2744, 296.3, 8, 787, 187, 831, 55.07
2018-06-20 12:16:18, Oran, 35.6971, -0.6308, 16, 20, 26, 33, 53, 99, 10.1512, 312.5, 2, 885, 169, 1019, 73.89
2018-06-20 13:16:19, Valencia, 39.4699, -0.3763, 16, 19, 25, 32, 51, 95, 10.5096, 296.3, 0, 925, 149, 1024, 71.1
2018-06-20 13:16:22, Bordeaux, 44.8378, -0.5792, 17, 21, 28, 35, 55, 104, 9.6184, 296.3, 2, 913, 146, 983, 66.46
2018-06-20 13:16:23, Paris, 48.8566, 2.3522, 21, 25, 33, 41, 66, 123, 8.1171, 323.5, 4, 902, 146, 955, 63.59
2018-06-20 12:16:26, London, 51.8074, -0.1278, 23, 27, 36, 45, 72, 136, 7.3615, 330, 24, 331, 422, 708, 60.27
2018-06-20 12:16:28, Tunis, 33.8869, 9.5375, 18, 21, 28, 35, 56, 105, 9.5119, 348.3, 1, 909, 161, 1051, 79.42
2018-06-20 13:16:30, Vatican, 41.9029, 12.4534, 18, 22, 29, 37, 59, 110, 9.076, 334.4, 10, 661, 276, 901, 71.51
2018-06-20 13:16:33, Venice, 45.4408, 12.3155, 19, 23, 30, 38, 61, 113, 8.8145, 323.1, 1, 899, 153, 982, 67.98
2018-06-20 13:16:35, Milan, 45.4642, 9.1901, 19, 22, 30, 37, 60, 112, 8.9501, 319.6, 1, 890, 157, 979, 67.9
2018-06-20 13:16:36, Hamburg, 53.5511, 9.9937, 21, 25, 33, 42, 67, 125, 7.9815, 302.4, 17, 501, 329, 761, 59.87
2018-06-20 13:16:39, Tirana, 41.3275, 19.8187, 19, 22, 30, 37, 59, 111, 8.9985, 332.8, 23, 346, 446, 772, 70.75
2018-06-20 13:16:41, Belgrade, 44.7866, 20.4489, 19, 23, 31, 39, 62, 116, 8.5917, 330.8, 2, 860, 170, 958, 67.39
2018-06-20 13:16:43, Budapest, 47.4979, 19.0402, 20, 24, 32, 40, 64, 120, 8.3495, 327.4, 4, 823, 184, 926, 65.16
2018-06-20 13:16:46, Warsaw, 52.2297, 21.0122, 20, 24, 32, 40, 64, 119, 8.3883, 296.3, 15, 526, 319, 772, 60.26
2018-06-20 13:16:48, Alexandria, 31.2001, 29.9187, 16, 19, 25, 32, 51, 95, 10.5096, 296.3, 1, 901, 157, 1011, 71.77
2018-06-20 14:16:50, Istanbul, 41.0082, 28.9784, 17, 20, 27, 34, 54, 102, 9.8025, 296.3, 11, 641, 277, 863, 67.02
2018-06-20 14:16:53, Odesa, 46.4825, 30.7233, 21, 25, 34, 42, 67, 126, 7.933, 323.1, 34, 140, 486, 608, 62.15
2018-06-20 14:16:55, Kiev, 50.4501, 30.5234, 22, 26, 35, 44, 71, 132, 7.5553, 316, 32, 157, 474, 608, 59.12
2018-06-20 14:16:58, St.Peterburg, 59.9343, 30.3351, 29, 35, 47, 59, 94, 176, 5.6665, 326.9, 1, 883, 130, 813, 51.14
