Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-21 11:38:26, Herzliya, 32.1592, 34.8071, 16, 19, 25, 31, 50, 94, 10.6925, 299.3, 1, 907, 158, 1032, 73.31
2018-06-21 09:38:29, Dakar, 14.7167, 17.4677, 20, 24, 31, 39, 63, 118, 8.4842, 274.2, 13, 576, 285, 778, 57.29
2018-06-21 09:40:24, Conakry, 9.6412, 13.5784, 23, 28, 37, 46, 74, 138, 7.2252, 274.8, 16, 501, 301, 703, 52.2
2018-06-21 11:40:26, Nairobi, -1.2921, 36.8219, 16, 19, 25, 32, 50, 95, 10.5666, 250.8, 41, 82, 510, 584, 61.94
2018-06-21 09:40:28, Oran, 35.6971, -0.6308, 38, 46, 61, 77, 123, 230, 4.3487, 320.5, 39, 86, 396, 459, 44.45
2018-06-21 10:40:30, Valencia, 39.4699, -0.3763, 38, 45, 60, 75, 121, 226, 4.4165, 316.8, 0, 894, 115, 758, 44.46
2018-06-21 10:40:32, Bordeaux, 44.8378, -0.5792, 39, 47, 63, 79, 126, 236, 4.2421, 314.7, 14, 554, 237, 630, 43.62
2018-06-21 10:40:34, Paris, 48.8566, 2.3522, 39, 47, 62, 78, 124, 233, 4.2905, 324.8, 23, 346, 323, 576, 44.67
2018-06-21 09:40:37, London, 51.8074, -0.1278, 43, 52, 69, 86, 138, 259, 3.8547, 327.9, 4, 809, 137, 698, 42.32
2018-06-21 09:40:39, Tunis, 33.8869, 9.5375, 31, 37, 50, 62, 100, 187, 5.3559, 352.3, 1, 867, 138, 844, 52.93
2018-06-21 10:40:42, Vatican, 41.9029, 12.4534, 29, 35, 46, 58, 92, 173, 5.7724, 340.7, 8, 882, 135, 856, 53.54
2018-06-21 10:40:44, Venice, 45.4408, 12.3155, 28, 34, 45, 56, 90, 169, 5.9274, 323.1, 3, 874, 135, 837, 52.22
2018-06-21 10:40:46, Milan, 45.4642, 9.1901, 31, 37, 50, 62, 99, 186, 5.385, 330.9, 3, 875, 131, 816, 50.17
2018-06-21 10:40:48, Hamburg, 53.5511, 9.9937, 31, 38, 50, 63, 100, 188, 5.3172, 302.4, 52, 20, 356, 372, 47.33
2018-06-21 10:40:50, Tirana, 41.3275, 19.8187, 25, 29, 39, 49, 78, 147, 6.799, 337.3, 4, 795, 185, 876, 58.89
2018-06-21 10:40:51, Belgrade, 44.7866, 20.4489, 24, 29, 39, 48, 77, 145, 6.9056, 325.1, 8, 884, 143, 900, 57.65
2018-06-21 10:40:53, Budapest, 47.4979, 19.0402, 25, 30, 39, 49, 79, 148, 6.7796, 314.1, 6, 882, 138, 877, 55.38
2018-06-21 10:40:55, Warsaw, 52.2297, 21.0122, 26, 31, 42, 52, 83, 156, 6.4019, 312.6, 23, 881, 135, 851, 53.55
2018-06-21 10:40:57, Alexandria, 31.2001, 29.9187, 17, 20, 27, 33, 54, 100, 9.9661, 305, 1, 854, 175, 985, 70.33
2018-06-21 11:40:59, Istanbul, 41.0082, 28.9784, 21, 25, 34, 42, 67, 126, 7.9128, 336.8, 16, 507, 347, 812, 64.95
2018-06-21 11:41:00, Odesa, 46.4825, 30.7233, 20, 24, 32, 40, 64, 120, 8.339, 310.2, 10, 661, 255, 844, 62.09
2018-06-21 11:41:02, Kiev, 50.4501, 30.5234, 22, 26, 35, 43, 70, 130, 7.6707, 305.5, 1, 901, 138, 914, 58.92
2018-06-21 11:41:05, St.Peterburg, 59.9343, 30.3351, 33, 40, 53, 67, 107, 200, 5.0073, 351.7, 37, 110, 429, 515, 50.93
