Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-19 13:15:51, Herzliya, 32.1592, 34.8071, 14, 17, 23, 29, 46, 86, 11.6249, 293, 0, 911, 161, 1050, 78.58
2018-06-19 11:15:54, Dakar, 14.7167, 17.4677, 14, 16, 22, 27, 44, 82, 12.2061, 279.1, 9, 905, 161, 1043, 77.84
2018-06-19 11:15:56, Conakry, 9.6412, 13.5784, 14, 17, 22, 28, 45, 84, 11.867, 268.8, 58, 12, 411, 422, 71.52
2018-06-19 13:15:58, Nairobi, -1.2921, 36.8219, 15, 18, 24, 30, 48, 91, 11.0242, 251.3, 68, 2, 308, 310, 63.31
2018-06-19 11:16:02, Oran, 35.6971, -0.6308, 18, 22, 30, 37, 59, 111, 9.019, 296.3, 0, 922, 141, 970, 63.57
2018-06-19 12:16:06, Valencia, 39.4699, -0.3763, 19, 23, 30, 38, 60, 113, 8.8155, 296.3, 0, 922, 138, 956, 62.24
2018-06-19 12:16:08, Bordeaux, 44.8378, -0.5792, 20, 24, 33, 41, 65, 122, 8.1761, 296.3, 1, 889, 145, 913, 59.32
2018-06-19 12:16:10, Paris, 48.8566, 2.3522, 25, 30, 40, 50, 79, 149, 6.7327, 340.1, 56, 13, 383, 395, 58.28
2018-06-19 11:16:12, London, 51.8074, -0.1278, 28, 33, 44, 55, 89, 166, 6.0159, 347.2, 34, 147, 461, 583, 55.09
2018-06-19 11:16:14, Tunis, 33.8869, 9.5375, 18, 21, 28, 35, 56, 105, 9.5227, 321.6, 0, 908, 154, 1017, 71.93
2018-06-19 12:16:16, Vatican, 41.9029, 12.4534, 19, 23, 31, 39, 62, 116, 8.6218, 334.7, 1, 883, 160, 980, 68.18
2018-06-19 12:16:18, Venice, 45.4408, 12.3155, 21, 26, 34, 43, 68, 128, 7.7983, 346.6, 2, 902, 149, 966, 65.2
2018-06-19 12:16:20, Milan, 45.4642, 9.1901, 23, 27, 37, 46, 73, 137, 7.2946, 353.8, 0, 900, 146, 958, 63.93
2018-06-19 12:16:22, Hamburg, 53.5511, 9.9937, 26, 31, 41, 51, 82, 154, 6.5002, 342.3, 60, 7, 346, 353, 57.44
2018-06-19 12:16:25, Tirana, 41.3275, 19.8187, 19, 22, 30, 37, 60, 112, 8.9415, 338.2, 11, 661, 278, 904, 71.28
2018-06-19 12:16:27, Belgrade, 44.7866, 20.4489, 17, 20, 27, 33, 53, 100, 9.9877, 296.3, 32, 166, 512, 666, 68.1
2018-06-19 12:16:29, Budapest, 47.4979, 19.0402, 18, 21, 28, 35, 57, 106, 9.4258, 296.3, 20, 411, 394, 766, 65.23
2018-06-19 12:16:31, Warsaw, 52.2297, 21.0122, 23, 28, 37, 47, 75, 140, 7.1299, 339.8, 12, 627, 269, 817, 60.91
2018-06-19 12:16:33, Alexandria, 31.2001, 29.9187, 14, 17, 23, 28, 45, 85, 11.7702, 296.3, 15, 519, 376, 888, 81.59
2018-06-19 13:16:35, Istanbul, 41.0082, 28.9784, 17, 20, 27, 34, 54, 102, 9.8521, 316.2, 9, 683, 266, 914, 72.27
2018-06-19 13:16:37, Odesa, 46.4825, 30.7233, 19, 22, 30, 37, 59, 111, 8.9899, 313.2, 0, 913, 147, 981, 66.67
2018-06-19 13:16:39, Kiev, 50.4501, 30.5234, 22, 26, 35, 44, 70, 132, 7.5949, 335.5, 49, 31, 447, 475, 62.77
2018-06-19 13:16:40, St.Peterburg, 59.9343, 30.3351, 30, 35, 47, 59, 95, 177, 5.6381, 347.7, 50, 25, 398, 418, 53.38
