Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-18 11:46:54, Herzliya, 32.1592, 34.8071, 15, 18, 24, 30, 48, 90, 11.1031, 293, 1, 881, 170, 1020, 74.95
2018-06-18 09:46:57, Dakar, 14.7167, 17.4677, 19, 23, 30, 38, 61, 114, 8.7779, 279.1, 6, 888, 143, 905, 59.35
2018-06-18 09:46:59, Conakry, 9.6412, 13.5784, 22, 26, 35, 43, 69, 130, 7.6831, 268.8, 3, 821, 156, 820, 53.81
2018-06-18 11:47:01, Nairobi, -1.2921, 36.8219, 15, 19, 25, 31, 49, 93, 10.7834, 251.3, 72, 1, 277, 279, 62.76
2018-06-18 09:47:03, Oran, 35.6971, -0.6308, 37, 44, 59, 74, 118, 221, 4.5246, 322.3, 1, 865, 125, 752, 45.9
2018-06-18 10:47:05, Valencia, 39.4699, -0.3763, 37, 45, 60, 74, 119, 223, 4.4761, 325, 0, 891, 116, 759, 45.83
2018-06-18 10:47:07, Bordeaux, 44.8378, -0.5792, 42, 51, 67, 84, 135, 253, 3.9529, 348.4, 58, 11, 302, 310, 44.85
2018-06-18 10:47:10, Paris, 48.8566, 2.3522, 39, 47, 63, 79, 126, 236, 4.2436, 340.1, 48, 31, 361, 383, 45.77
2018-06-18 09:47:12, London, 51.8074, -0.1278, 44, 53, 71, 88, 141, 265, 3.7786, 347.2, 18, 473, 267, 597, 43.35
2018-06-18 09:47:14, Tunis, 33.8869, 9.5375, 26, 31, 42, 52, 83, 156, 6.3945, 321.6, 0, 883, 134, 854, 54.4
2018-06-18 10:47:17, Vatican, 41.9029, 12.4534, 27, 33, 44, 55, 88, 164, 6.0941, 334.7, 4, 882, 135, 861, 54.78
2018-06-18 10:47:19, Venice, 45.4408, 12.3155, 29, 35, 47, 59, 94, 177, 5.6581, 346.6, 72, 1, 231, 232, 53.35
2018-06-18 10:47:21, Milan, 45.4642, 9.1901, 32, 39, 52, 65, 103, 194, 5.1543, 353.8, 3, 882, 130, 820, 51.33
2018-06-18 10:47:24, Hamburg, 53.5511, 9.9937, 35, 42, 56, 70, 112, 209, 4.7765, 342.3, 42, 62, 406, 454, 48.23
2018-06-18 10:47:27, Tirana, 41.3275, 19.8187, 23, 28, 37, 47, 75, 140, 7.1502, 338.2, 9, 894, 143, 920, 60.08
2018-06-18 10:47:29, Belgrade, 44.7866, 20.4489, 24, 29, 39, 49, 78, 146, 6.8498, 335.2, 13, 870, 149, 896, 58.7
2018-06-18 10:47:32, Budapest, 47.4979, 19.0402, 27, 32, 43, 54, 86, 161, 6.2007, 347, 22, 362, 384, 685, 56.37
2018-06-18 10:47:35, Warsaw, 52.2297, 21.0122, 28, 33, 45, 56, 89, 167, 5.9876, 339.8, 10, 668, 226, 770, 54.35
2018-06-18 10:47:37, Alexandria, 31.2001, 29.9187, 15, 18, 25, 31, 49, 92, 10.8706, 288.4, 1, 903, 156, 1011, 71.78
2018-06-18 11:47:40, Istanbul, 41.0082, 28.9784, 19, 23, 31, 38, 61, 115, 8.7101, 316.2, 23, 323, 445, 740, 65.98
2018-06-18 11:47:41, Odesa, 46.4825, 30.7233, 20, 24, 32, 40, 65, 121, 8.245, 313.2, 8, 895, 147, 945, 62.86
2018-06-18 11:47:44, Kiev, 50.4501, 30.5234, 24, 28, 38, 47, 76, 142, 7.0436, 335.5, 9, 691, 233, 827, 59.56
2018-06-18 11:47:45, St.Peterburg, 59.9343, 30.3351, 32, 38, 51, 63, 101, 190, 5.2609, 347.7, 1, 855, 138, 807, 51.33
