Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), Precipitation (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-22 10:01:43, Herzliya, 32.1592, 34.8071, 25, 30, 40, 50, 79, 149, 6.7306, 299.3, 0, ['0', '%'], 886, 138, 881, 53.47
2018-06-22 08:01:47, Dakar, 14.7167, 17.4677, 53, 64, 85, 106, 169, 318, 3.1474, 280, 19, ['0', '%'], 380, 265, 502, 35.12
2018-06-22 08:01:51, Conakry, 9.6412, 13.5784, 78, 93, 125, 156, 249, 467, 2.1402, 274.8, 29, ['0', '%'], 180, 279, 377, 29.82
2018-06-22 10:01:54, Nairobi, -1.2921, 36.8219, 28, 34, 45, 56, 90, 168, 5.9365, 256.2, 28, ['0', '%'], 934, 112, 810, 45.3
2018-06-22 08:01:58, Oran, 35.6971, -0.6308, 142, 171, 228, 284, 455, 853, 1.1718, 326.5, 15, ['0', '%'], 435, 182, 383, 24.55
2018-06-22 09:02:01, Valencia, 39.4699, -0.3763, 128, 154, 205, 257, 411, 771, 1.2977, 321.7, 0, ['0', '%'], 799, 89, 472, 25.49
2018-06-22 09:02:04, Bordeaux, 44.8378, -0.5792, 117, 140, 187, 234, 375, 702, 1.4236, 320, 1, ['0', '%'], 807, 88, 482, 26.2
2018-06-22 09:02:07, Paris, 48.8566, 2.3522, 101, 121, 162, 202, 324, 607, 1.6463, 324.8, 4, ['0', '%'], 813, 94, 519, 28.6
2018-06-22 08:02:11, London, 51.8074, -0.1278, 111, 133, 178, 222, 355, 666, 1.5011, 327.9, 0, None, 813, 91, 497, 27.23
2018-06-22 08:02:14, Tunis, 33.8869, 9.5375, 83, 100, 133, 166, 266, 499, 2.0046, 352.3, 1, ['0', '%'], 786, 112, 570, 32.51
2018-06-22 09:02:17, Vatican, 41.9029, 12.4534, 66, 79, 105, 131, 210, 394, 2.5373, 338.5, 14, ['0', '%'], 516, 218, 539, 35.45
2018-06-22 09:02:21, Venice, 45.4408, 12.3155, 63, 75, 100, 126, 201, 377, 2.6535, 325.3, 89, ['96', '%'], 24, 68, 68, 35.36
2018-06-22 09:02:24, Milan, 45.4642, 9.1901, 70, 84, 112, 140, 225, 421, 2.3726, 321.9, 20, ['86', '%'], 822, 105, 590, 33.17
2018-06-22 09:02:28, Hamburg, 53.5511, 9.9937, 93, 111, 148, 185, 296, 555, 1.8013, 415, 24, ['96', '%'], 268, 285, 443, 33.39
2018-06-22 09:02:31, Tirana, 41.3275, 19.8187, 45, 54, 73, 91, 145, 272, 3.6703, 327.9, 4, ['65', '%'], 793, 141, 690, 41.02
2018-06-22 09:02:35, Belgrade, 44.7866, 20.4489, 44, 52, 70, 87, 139, 261, 3.8253, 316.7, 46, ['94', '%'], 41, 350, 378, 41.16
2018-06-22 09:02:38, Budapest, 47.4979, 19.0402, 48, 58, 78, 97, 155, 291, 3.4379, 317.7, 81, ['0', '%'], 1, 126, 126, 39.84
2018-06-22 09:02:42, Warsaw, 52.2297, 21.0122, 47, 56, 75, 94, 150, 282, 3.5444, 323.1, 5, ['0', '%'], 757, 150, 665, 40.19
2018-06-22 09:02:46, Alexandria, 31.2001, 29.9187, 29, 35, 47, 59, 94, 176, 5.6847, 305, 1, ['0', '%'], 864, 136, 822, 49.55
2018-06-22 10:02:50, Istanbul, 41.0082, 28.9784, 36, 43, 57, 71, 114, 213, 4.6872, 336.8, 50, ['0', '%'], 24, 381, 399, 47.95
2018-06-22 10:02:53, Odesa, 46.4825, 30.7233, 32, 39, 52, 65, 104, 194, 5.152, 310.2, 3, ['0', '%'], 804, 154, 774, 47.87
2018-06-22 10:02:56, Kiev, 50.4501, 30.5234, 33, 40, 53, 66, 106, 199, 5.0358, 305.5, 12, ['0', '%'], 579, 242, 679, 46.42
2018-06-22 10:02:59, St.Peterburg, 59.9343, 30.3351, 47, 56, 75, 94, 150, 281, 3.5541, 351.7, 52, ['96', '%'], 19, 320, 333, 42.22
