Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-11 16:08:25, Herzliya, 32.1592, 34.8071, 36, 43, 57, 71, 114, 214, 290.8, 2, 789, 136, 658, 43.5°
2018-06-11 14:08:29, Dakar, 14.7167, 17.4677, 20, 25, 33, 41, 66, 123, 277.6, 2, 895, 137, 865, 81.6°
2018-06-11 14:08:33, Conakry, 9.6412, 13.5784, 19, 23, 31, 39, 62, 117, 272.1, 54, 15, 388, 400, 76.0°
2018-06-11 16:08:36, Nairobi, -1.2921, 36.8219, 58, 70, 93, 116, 186, 349, 257.8, 33, 848, 92, 523, 32.1°
2018-06-11 14:08:39, Oran, 35.6971, -0.6308, 19, 23, 30, 38, 60, 113, 337.9, 2, 877, 171, 987, 70.9°
2018-06-11 15:08:42, Valencia, 39.4699, -0.3763, 18, 22, 29, 36, 58, 108, 315.3, 7, 767, 222, 922, 68.3°
2018-06-11 15:08:45, Bordeaux, 44.8378, -0.5792, 20, 24, 32, 41, 65, 122, 326.9, 63, 6, 347, 352, 64.3°
2018-06-11 15:08:48, Paris, 48.8566, 2.3522, 22, 27, 35, 44, 71, 133, 317.7, 68, 3, 278, 280, 59.9°
2018-06-11 14:08:51, London, 51.8074, -0.1278, 25, 30, 40, 51, 81, 152, 346.3, 0, 928, 131, 910, 58.7°
2018-06-11 14:08:55, Tunis, 33.8869, 9.5375, 19, 23, 31, 39, 62, 117, 315.2, 2, 909, 146, 952, 62.7°
2018-06-11 15:08:58, Vatican, 41.9029, 12.4534, 23, 27, 36, 45, 72, 135, 315.8, 4, 803, 177, 849, 58.9°
2018-06-11 15:09:01, Venice, 45.4408, 12.3155, 23, 28, 38, 47, 75, 141, 318, 1, 877, 142, 857, 57.2°
2018-06-11 15:09:04, Milan, 45.4642, 9.1901, 22, 26, 34, 43, 69, 129, 310, 29, 264, 406, 626, 59.0°
2018-06-11 15:09:07, Hamburg, 53.5511, 9.9937, 28, 34, 45, 57, 91, 170, 335, 16, 516, 294, 698, 53.2°
2018-06-11 15:09:10, Tirana, 41.3275, 19.8187, 27, 32, 43, 54, 86, 162, 330, 14, 546, 280, 710, 54.0°
2018-06-11 15:09:13, Belgrade, 44.7866, 20.4489, 30, 37, 49, 61, 97, 183, 346.9, 9, 663, 218, 727, 52.4°
2018-06-11 15:09:16, Budapest, 47.4979, 19.0402, 29, 34, 46, 57, 92, 172, 329.7, 18, 454, 313, 661, 52.1°
2018-06-11 15:09:19, Warsaw, 52.2297, 21.0122, 34, 41, 55, 69, 110, 206, 338.5, 17, 460, 293, 628, 48.7°
2018-06-11 15:09:22, Alexandria, 31.2001, 29.9187, 30, 36, 48, 59, 95, 178, 289.1, 2, 806, 146, 722, 47.4°
2018-06-11 16:09:25, Istanbul, 41.0082, 28.9784, 33, 39, 52, 65, 105, 196, 313.3, 1, 844, 131, 733, 47.4°
2018-06-11 16:09:29, Odesa, 46.4825, 30.7233, 40, 48, 64, 80, 128, 239, 345.6, 1, 810, 135, 688, 45.0°
2018-06-11 16:09:32, Kiev, 50.4501, 30.5234, 42, 51, 67, 84, 135, 253, 348.5, 13, 542, 235, 596, 44.0°
2018-06-11 16:09:34, St.Peterburg, 59.9343, 30.3351, 51, 61, 81, 102, 163, 305, 346.1, 34, 116, 345, 417, 40.5°
