Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), Precipitation (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-24 09:10:35, Herzliya, 32.1592, 34.8071, 38, 46, 61, 77, 123, 230, 4.3475, 295.2, 3, ['0', '%'], 785, 142, 691, 42.55
2018-06-24 07:10:39, Dakar, 14.7167, 17.4677, 133, 160, 213, 267, 427, 801, 1.2491, 281.7, 5, ['0', '%'], 575, 119, 362, 23.33
2018-06-24 07:10:43, Conakry, 9.6412, 13.5784, 242, 291, 388, 485, 776, 1455, 0.6875, 271.8, 50, ['75', '%'], 22, 135, 142, 18.0
2018-06-24 09:10:46, Nairobi, -1.2921, 36.8219, 48, 58, 77, 96, 154, 289, 3.4567, 245.5, 41, ['0', '%'], 67, 317, 356, 34.46
2018-06-24 07:10:49, Oran, 35.6971, -0.6308, 391, 469, 626, 782, 1252, 2347, 0.426, 303.7, 17, ['0', '%'], 286, 117, 198, 14.46
2018-06-24 08:10:53, Valencia, 39.4699, -0.3763, 366, 439, 586, 732, 1172, 2197, 0.4551, 325.6, 14, ['0', '%'], 372, 115, 225, 15.83
2018-06-24 08:10:57, Bordeaux, 44.8378, -0.5792, 292, 350, 467, 583, 934, 1750, 0.5713, 325.7, 39, ['0', '%'], 74, 151, 174, 17.25
2018-06-24 08:11:01, Paris, 48.8566, 2.3522, 207, 249, 332, 415, 664, 1244, 0.8037, 322.7, 40, ['0', '%'], 62, 176, 199, 20.21
2018-06-24 07:11:04, London, 51.8074, -0.1278, 233, 279, 372, 465, 744, 1396, 0.7165, 328.8, 16, None, 349, 145, 271, 19.35
2018-06-24 07:11:07, Tunis, 33.8869, 9.5375, 176, 211, 281, 351, 562, 1054, 0.9489, 336.6, 11, ['0', '%'], 429, 143, 315, 22.01
2018-06-24 08:11:10, Vatican, 41.9029, 12.4534, 137, 164, 219, 273, 437, 820, 1.22, 341.3, 9, ['0', '%'], 777, 88, 444, 25.9
2018-06-24 08:11:13, Venice, 45.4408, 12.3155, 128, 154, 206, 257, 411, 771, 1.2975, 349.6, 23, ['0', '%'], 267, 217, 340, 26.32
2018-06-24 08:11:17, Milan, 45.4642, 9.1901, 143, 172, 230, 287, 459, 861, 1.1619, 328.7, 36, ['0', '%'], 101, 217, 260, 24.16
2018-06-24 08:11:20, Hamburg, 53.5511, 9.9937, 143, 172, 230, 287, 459, 861, 1.1619, 358.8, 69, ['83', '%'], 2, 130, 131, 25.72
2018-06-24 08:11:23, Tirana, 41.3275, 19.8187, 80, 97, 129, 161, 257, 483, 2.0721, 321.3, 13, ['0', '%'], 544, 177, 473, 31.34
2018-06-24 08:11:27, Belgrade, 44.7866, 20.4489, 79, 95, 127, 159, 254, 476, 2.1011, 338, 6, ['0', '%'], 818, 98, 550, 32.02
2018-06-24 08:11:30, Budapest, 47.4979, 19.0402, 94, 112, 150, 187, 299, 561, 1.7816, 369, 7, ['0', '%'], 652, 143, 492, 31.15
2018-06-24 08:11:34, Warsaw, 52.2297, 21.0122, 93, 111, 148, 185, 296, 555, 1.801, 390.5, 82, ['89', '%'], 61, 95, 95, 32.37
2018-06-24 08:11:37, Alexandria, 31.2001, 29.9187, 47, 56, 75, 94, 150, 281, 3.5632, 293.8, 1, ['0', '%'], 816, 116, 642, 38.54
2018-06-24 09:11:41, Istanbul, 41.0082, 28.9784, 53, 64, 86, 107, 171, 321, 3.1178, 329.5, 81, ['29', '%'], 370, 122, 122, 38.27
2018-06-24 09:11:44, Odesa, 46.4825, 30.7233, 49, 59, 79, 98, 157, 295, 3.3889, 321.6, 1, ['0', '%'], 857, 109, 666, 39.18
2018-06-24 09:11:47, Kiev, 50.4501, 30.5234, 50, 60, 80, 100, 161, 301, 3.3212, 311.7, 66, ['0', '%'], 12, 214, 222, 38.5
2018-06-24 09:11:50, St.Peterburg, 59.9343, 30.3351, 59, 71, 94, 118, 189, 354, 2.8273, 324.2, 71, ['0', '%'], 2, 169, 171, 36.27
