Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-12 18:04:04, Herzliya, 32.1592, 34.8071, 218, 261, 348, 435, 696, 1305, 304.4, 1, 510, 87, 233, 19.5°
2018-06-12 16:04:07, Dakar, 14.7167, 17.4677, 78, 94, 125, 156, 250, 469, 275.7, 4, 736, 99, 433, 61.7°
2018-06-12 16:04:10, Conakry, 9.6412, 13.5784, 68, 81, 108, 135, 217, 406, 275.5, 11, 734, 107, 463, 56.2°
2018-06-12 18:04:13, Nairobi, -1.2921, 36.8219, 1228, 1473, 1964, 2455, 3928, 7365, 242.8, 12, 106, 23, 41, 6.1°
2018-06-12 16:04:17, Oran, 35.6971, -0.6308, 32, 39, 51, 64, 103, 193, 319.4, 2, 874, 123, 749, 48.9°
2018-06-12 17:04:20, Valencia, 39.4699, -0.3763, 34, 41, 54, 68, 109, 204, 335.9, 36, 138, 374, 471, 48.2°
2018-06-12 17:04:23, Bordeaux, 44.8378, -0.5792, 39, 46, 62, 77, 124, 232, 361.9, 37, 102, 382, 453, 47.2°
2018-06-12 17:04:26, Paris, 48.8566, 2.3522, 40, 48, 64, 80, 129, 241, 334, 45, 42, 344, 372, 44.2°
2018-06-12 16:04:29, London, 51.8074, -0.1278, 42, 51, 68, 85, 136, 255, 350.9, 26, 273, 341, 524, 44.9°
2018-06-12 16:04:32, Tunis, 33.8869, 9.5375, 44, 52, 70, 87, 139, 261, 302.5, 2, 835, 113, 623, 40.1°
2018-06-12 17:04:34, Vatican, 41.9029, 12.4534, 51, 61, 81, 102, 163, 305, 315.8, 8, 620, 171, 530, 38.3°
2018-06-12 17:04:38, Venice, 45.4408, 12.3155, 51, 62, 82, 103, 164, 308, 318, 24, 794, 115, 571, 38.1°
2018-06-12 17:04:41, Milan, 45.4642, 9.1901, 47, 56, 75, 93, 149, 280, 321.5, 16, 432, 247, 510, 40.3°
2018-06-12 17:04:44, Hamburg, 53.5511, 9.9937, 55, 66, 88, 110, 176, 330, 338.1, 63, 5, 213, 216, 38.3°
2018-06-12 17:04:47, Tirana, 41.3275, 19.8187, 76, 91, 122, 152, 243, 456, 325, 4, 749, 108, 482, 32.7°
2018-06-12 17:04:50, Belgrade, 44.7866, 20.4489, 76, 92, 122, 153, 244, 458, 327.6, 10, 752, 104, 474, 32.4°
2018-06-12 17:04:53, Budapest, 47.4979, 19.0402, 72, 87, 116, 144, 231, 433, 330.2, 3, 704, 120, 482, 33.4°
2018-06-12 17:04:55, Warsaw, 52.2297, 21.0122, 86, 104, 138, 173, 276, 518, 343.9, 9, 552, 159, 429, 31.9°
2018-06-12 17:04:59, Alexandria, 31.2001, 29.9187, 146, 175, 233, 291, 466, 874, 306.7, 1, 606, 96, 308, 23.1°
2018-06-12 18:05:02, Istanbul, 41.0082, 28.9784, 136, 164, 218, 273, 436, 818, 341.1, 5, 688, 93, 362, 25.8°
2018-06-12 18:05:05, Odesa, 46.4825, 30.7233, 135, 162, 217, 271, 433, 812, 340.8, 12, 669, 92, 347, 25.3°
2018-06-12 18:05:08, Kiev, 50.4501, 30.5234, 141, 169, 225, 282, 451, 845, 352.4, 10, 471, 140, 328, 25.9°
2018-06-12 18:05:11, St.Peterburg, 59.9343, 30.3351, 125, 149, 199, 249, 399, 747, 340.9, 25, 218, 201, 289, 26.6°
