Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-20 13:37:52, Herzliya, 32.1592, 34.8071, 15, 19, 25, 31, 49, 93, 10.7905, 303.2, 0, 902, 158, 1021, 75.04
2018-06-20 11:37:55, Dakar, 14.7167, 17.4677, 13, 16, 21, 26, 42, 79, 12.6696, 277.3, 6, 769, 231, 987, 80.66
2018-06-20 11:37:57, Conakry, 9.6412, 13.5784, 15, 18, 24, 30, 49, 91, 10.9648, 296.3, 29, 199, 531, 724, 74.48
2018-06-20 13:37:59, Nairobi, -1.2921, 36.8219, 20, 24, 32, 40, 64, 119, 8.3883, 296.3, 13, 666, 260, 832, 60.89
2018-06-20 11:38:01, Oran, 35.6971, -0.6308, 18, 22, 29, 36, 58, 109, 9.2019, 312.5, 3, 852, 178, 975, 67.62
2018-06-20 12:38:03, Valencia, 39.4699, -0.3763, 18, 21, 28, 35, 57, 106, 9.4247, 296.3, 0, 929, 143, 999, 65.83
2018-06-20 12:38:05, Bordeaux, 44.8378, -0.5792, 19, 23, 30, 38, 61, 113, 8.8145, 296.3, 2, 909, 143, 958, 62.31
2018-06-20 12:38:06, Paris, 48.8566, 2.3522, 22, 26, 35, 44, 71, 132, 7.5553, 323.5, 4, 906, 141, 939, 60.63
2018-06-20 11:38:09, London, 51.8074, -0.1278, 25, 29, 39, 49, 79, 147, 6.7804, 330, 33, 165, 471, 611, 57.33
2018-06-20 11:38:10, Tunis, 33.8869, 9.5375, 18, 22, 29, 37, 58, 110, 9.1244, 348.3, 1, 907, 159, 1040, 75.54
2018-06-20 12:38:13, Vatican, 41.9029, 12.4534, 19, 22, 30, 37, 60, 112, 8.9307, 334.4, 9, 900, 155, 1002, 70.22
2018-06-20 12:38:14, Venice, 45.4408, 12.3155, 19, 23, 31, 39, 62, 116, 8.6498, 323.1, 1, 899, 152, 977, 66.91
2018-06-20 12:38:16, Milan, 45.4642, 9.1901, 19, 23, 31, 39, 62, 116, 8.6014, 319.6, 2, 850, 172, 953, 66.0
2018-06-20 12:38:19, Hamburg, 53.5511, 9.9937, 21, 26, 34, 43, 69, 129, 7.7587, 302.4, 15, 554, 300, 774, 58.77
2018-06-20 12:38:21, Tirana, 41.3275, 19.8187, 18, 22, 29, 36, 57, 108, 9.2794, 332.8, 30, 229, 495, 712, 72.08
2018-06-20 12:38:24, Belgrade, 44.7866, 20.4489, 19, 23, 30, 38, 61, 114, 8.7467, 330.8, 1, 874, 165, 973, 68.64
2018-06-20 12:38:26, Budapest, 47.4979, 19.0402, 20, 24, 32, 40, 64, 120, 8.3495, 327.4, 9, 903, 148, 969, 65.89
2018-06-20 12:38:27, Warsaw, 52.2297, 21.0122, 19, 23, 31, 39, 62, 116, 8.6111, 296.3, 14, 588, 290, 803, 61.2
2018-06-20 12:38:30, Alexandria, 31.2001, 29.9187, 15, 17, 23, 29, 46, 87, 11.4782, 296.3, 1, 906, 161, 1043, 78.84
2018-06-20 13:38:31, Istanbul, 41.0082, 28.9784, 16, 19, 25, 32, 51, 95, 10.5096, 296.3, 2, 852, 177, 975, 71.16
2018-06-20 13:38:34, Odesa, 46.4825, 30.7233, 20, 24, 31, 39, 63, 118, 8.4755, 323.1, 21, 378, 411, 751, 65.63
2018-06-20 13:38:35, Kiev, 50.4501, 30.5234, 21, 25, 34, 42, 67, 126, 7.9524, 316, 33, 153, 488, 621, 61.96
2018-06-20 13:38:37, St.Peterburg, 59.9343, 30.3351, 28, 34, 45, 57, 91, 170, 5.8699, 326.9, 2, 891, 130, 835, 52.9
