Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), Precipitation (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-24 10:10:54, Herzliya, 32.1592, 34.8071, 23, 27, 37, 46, 73, 137, 7.3007, 295.2, 1, ['0', '%'], 846, 153, 863, 55.31
2018-06-24 08:10:59, Dakar, 14.7167, 17.4677, 47, 57, 75, 94, 151, 283, 3.5342, 281.7, 1, ['0', '%'], 804, 117, 614, 37.13
2018-06-24 08:11:03, Conakry, 9.6412, 13.5784, 66, 80, 106, 133, 213, 399, 2.5078, 271.8, 14, ['71', '%'], 473, 199, 456, 31.83
2018-06-24 10:11:06, Nairobi, -1.2921, 36.8219, 24, 29, 39, 49, 78, 146, 6.8263, 245.5, 26, ['0', '%'], 298, 371, 595, 47.06
2018-06-24 08:11:10, Oran, 35.6971, -0.6308, 111, 133, 178, 222, 355, 666, 1.5008, 303.7, 7, ['0', '%'], 637, 125, 420, 26.29
2018-06-24 09:11:14, Valencia, 39.4699, -0.3763, 110, 132, 177, 221, 353, 662, 1.5105, 325.6, 5, ['0', '%'], 684, 117, 443, 27.15
2018-06-24 09:11:18, Bordeaux, 44.8378, -0.5792, 110, 132, 177, 221, 353, 662, 1.5105, 325.7, 10, ['0', '%'], 572, 149, 427, 27.73
2018-06-24 09:11:22, Paris, 48.8566, 2.3522, 86, 104, 138, 173, 277, 519, 1.9268, 322.7, 21, ['0', '%'], 325, 233, 404, 30.04
2018-06-24 08:11:26, London, 51.8074, -0.1278, 102, 123, 164, 205, 328, 615, 1.6267, 328.8, 18, None, 401, 203, 404, 28.58
2018-06-24 08:11:31, Tunis, 33.8869, 9.5375, 69, 83, 111, 139, 222, 416, 2.4013, 336.6, 1, ['0', '%'], 763, 119, 562, 34.33
2018-06-24 09:11:35, Vatican, 41.9029, 12.4534, 59, 71, 94, 118, 189, 354, 2.8273, 341.3, 5, ['0', '%'], 848, 106, 633, 37.09
2018-06-24 09:11:39, Venice, 45.4408, 12.3155, 64, 77, 102, 128, 205, 384, 2.6046, 349.6, 39, ['0', '%'], 84, 330, 381, 36.9
2018-06-24 09:11:43, Milan, 45.4642, 9.1901, 68, 81, 108, 135, 216, 405, 2.4691, 328.7, 18, ['0', '%'], 426, 235, 486, 34.71
2018-06-24 09:11:47, Hamburg, 53.5511, 9.9937, 74, 89, 119, 148, 237, 445, 2.2464, 358.8, 52, ['90', '%'], 19, 263, 274, 34.68
2018-06-24 09:11:50, Tirana, 41.3275, 19.8187, 42, 51, 68, 85, 135, 254, 3.9408, 321.3, 15, ['0', '%'], 527, 247, 611, 42.67
2018-06-24 09:11:59, Belgrade, 44.7866, 20.4489, 45, 54, 72, 90, 144, 270, 3.7085, 338, 6, ['0', '%'], 875, 114, 720, 42.73
2018-06-24 09:12:03, Budapest, 47.4979, 19.0402, 52, 63, 83, 104, 167, 313, 3.1953, 369, 7, ['0', '%'], 715, 165, 647, 41.33
2018-06-24 09:12:07, Warsaw, 52.2297, 21.0122, 56, 67, 89, 111, 178, 333, 3.0016, 390.5, 78, ['92', '%'], 1, 149, 150, 41.5
2018-06-24 09:12:11, Alexandria, 31.2001, 29.9187, 26, 31, 41, 52, 83, 156, 6.4293, 293.8, 1, ['0', '%'], 853, 140, 818, 51.46
2018-06-24 10:12:14, Istanbul, 41.0082, 28.9784, 32, 38, 51, 64, 103, 192, 5.1996, 329.5, 68, ['58', '%'], 2, 250, 252, 49.6
2018-06-24 10:12:18, Odesa, 46.4825, 30.7233, 31, 37, 50, 62, 100, 187, 5.3545, 321.6, 2, ['0', '%'], 890, 124, 811, 49.32
2018-06-24 10:12:21, Kiev, 50.4501, 30.5234, 32, 39, 52, 65, 104, 195, 5.1318, 311.7, 29, ['0', '%'], 207, 398, 555, 47.72
2018-06-24 10:12:25, St.Peterburg, 59.9343, 30.3351, 41, 49, 65, 81, 130, 244, 4.0958, 324.2, 61, ['0', '%'], 7, 267, 272, 43.17
