Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-17 15:31:11, Herzliya, 32.1592, 34.8071, 27, 32, 43, 54, 86, 162, 303.9, 2, 858, 132, 770, 51.7°
2018-06-17 13:31:15, Dakar, 14.7167, 17.4677, 17, 20, 27, 33, 53, 100, 276.9, 5, 892, 147, 930, 77.3°
2018-06-17 13:31:18, Conakry, 9.6412, 13.5784, 16, 19, 25, 31, 50, 94, 268.4, 83, 708, 159, 159, 74.9°
2018-06-17 15:31:21, Nairobi, -1.2921, 36.8219, 34, 41, 55, 69, 110, 206, 247.5, 70, 2, 185, 186, 40.3°
2018-06-17 13:31:25, Oran, 35.6971, -0.6308, 16, 20, 26, 33, 53, 99, 322.3, 0, 918, 156, 1036, 76.3°
2018-06-17 14:31:28, Valencia, 39.4699, -0.3763, 17, 21, 28, 35, 56, 105, 325, 0, 926, 149, 1022, 72.8°
2018-06-17 14:31:31, Bordeaux, 44.8378, -0.5792, 21, 25, 33, 41, 66, 124, 348.4, 21, 400, 411, 776, 67.8°
2018-06-17 14:31:34, Paris, 48.8566, 2.3522, 22, 27, 36, 45, 72, 134, 347.1, 35, 152, 474, 607, 63.3°
2018-06-17 13:31:37, London, 51.8074, -0.1278, 26, 31, 42, 52, 83, 156, 378.2, 56, 12, 397, 408, 61.3°
2018-06-17 13:31:40, Tunis, 33.8869, 9.5375, 19, 23, 31, 38, 61, 115, 345.2, 1, 906, 152, 995, 69.6°
2018-06-17 14:31:45, Vatican, 41.9029, 12.4534, 21, 26, 34, 43, 69, 129, 347.8, 2, 849, 167, 914, 65.0°
2018-06-17 14:31:48, Venice, 45.4408, 12.3155, 23, 27, 36, 45, 73, 136, 344.4, 1, 857, 159, 900, 62.6°
2018-06-17 14:31:50, Milan, 45.4642, 9.1901, 21, 26, 34, 43, 68, 128, 339.2, 4, 909, 142, 939, 64.0°
2018-06-17 14:31:53, Hamburg, 53.5511, 9.9937, 25, 30, 40, 50, 80, 151, 336.3, 36, 119, 462, 560, 57.0°
2018-06-17 14:31:56, Tirana, 41.3275, 19.8187, 24, 28, 38, 47, 76, 142, 342.3, 54, 17, 395, 409, 60.8°
2018-06-17 14:31:59, Belgrade, 44.7866, 20.4489, 24, 29, 39, 49, 78, 146, 335.2, 8, 713, 212, 802, 58.6°
2018-06-17 14:32:02, Budapest, 47.4979, 19.0402, 26, 31, 42, 52, 84, 157, 347, 2, 822, 163, 837, 57.8°
2018-06-17 14:32:05, Warsaw, 52.2297, 21.0122, 29, 35, 47, 58, 93, 175, 343.9, 16, 515, 290, 690, 53.8°
2018-06-17 14:32:08, Alexandria, 31.2001, 29.9187, 22, 27, 35, 44, 71, 133, 288.4, 2, 876, 137, 831, 55.7°
2018-06-17 15:32:11, Istanbul, 41.0082, 28.9784, 27, 33, 44, 55, 88, 164, 334.9, 63, 5, 297, 302, 54.6°
2018-06-17 15:32:16, Odesa, 46.4825, 30.7233, 31, 38, 50, 63, 100, 188, 343, 46, 38, 384, 412, 51.4°
2018-06-17 15:32:19, Kiev, 50.4501, 30.5234, 35, 42, 56, 70, 112, 209, 354.1, 60, 13, 292, 301, 49.9°
2018-06-17 15:32:21, St.Peterburg, 59.9343, 30.3351, 41, 49, 65, 82, 130, 245, 338.5, 4, 752, 154, 663, 44.8°
