Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-18 08:20:07, Herzliya, 32.1592, 34.8071, 71, 85, 113, 141, 226, 423, 303.9, 2, 769, 105, 513, 32.4°
2018-06-18 06:20:11, Dakar, 14.7167, 17.4677, 478, 573, 765, 956, 1529, 2867, 276.9, 16, 430, 65, 151, -18.1°
2018-06-18 06:20:14, Conakry, 9.6412, 13.5784, 1434, 1720, 2294, 2867, 4587, 8601, 268.4, 26, 43, 43, 51, -17.5°
2018-06-18 08:20:17, Nairobi, -1.2921, 36.8219, 116, 139, 186, 232, 372, 697, 247.5, 73, 3, 100, 101, 23.8°
2018-06-18 06:20:22, Oran, 35.6971, -0.6308, 1911, 2294, 3058, 3823, 6116, 11468, 322.3, 5, 121, 38, 59, 5.4°
2018-06-18 07:20:26, Valencia, 39.4699, -0.3763, 1564, 1877, 2502, 3128, 5004, 9383, 325, 1, 211, 49, 85, 7.2°
2018-06-18 07:20:29, Bordeaux, 44.8378, -0.5792, 956, 1147, 1529, 1911, 3058, 5734, 348.4, 58, 8, 46, 47, 9.2°
2018-06-18 07:20:32, Paris, 48.8566, 2.3522, 593, 712, 949, 1186, 1898, 3559, 347.1, 66, 4, 56, 57, 12.6°
2018-06-18 06:20:36, London, 51.8074, -0.1278, 637, 765, 1019, 1274, 2039, 3823, 378.2, 11, 322, 79, 149, 12.2°
2018-06-18 06:20:38, Tunis, 33.8869, 9.5375, 593, 712, 949, 1186, 1898, 3559, 345.2, 0, 413, 67, 151, 13.9°
2018-06-18 07:20:41, Vatican, 41.9029, 12.4534, 344, 413, 550, 688, 1101, 2064, 347.8, 8, 442, 99, 226, 17.1°
2018-06-18 07:20:44, Venice, 45.4408, 12.3155, 307, 369, 491, 614, 983, 1843, 344.4, 55, 12, 112, 115, 18.0°
2018-06-18 07:20:48, Milan, 45.4642, 9.1901, 382, 459, 612, 765, 1223, 2294, 339.2, 2, 521, 79, 218, 15.9°
2018-06-18 07:20:51, Hamburg, 53.5511, 9.9937, 265, 318, 423, 529, 847, 1588, 336.3, 54, 14, 120, 125, 18.7°
2018-06-18 07:20:54, Tirana, 41.3275, 19.8187, 179, 215, 287, 358, 573, 1075, 342.3, 16, 358, 149, 283, 22.3°
2018-06-18 07:20:57, Belgrade, 44.7866, 20.4489, 159, 191, 255, 319, 510, 956, 335.2, 1, 680, 90, 353, 23.5°
2018-06-18 07:21:00, Budapest, 47.4979, 19.0402, 181, 217, 290, 362, 579, 1086, 347, 13, 406, 146, 300, 23.0°
2018-06-18 07:21:03, Warsaw, 52.2297, 21.0122, 150, 180, 239, 299, 479, 898, 343.9, 17, 345, 175, 319, 25.0°
2018-06-18 07:21:06, Alexandria, 31.2001, 29.9187, 89, 107, 143, 178, 285, 535, 288.4, 0, 711, 102, 430, 28.3°
2018-06-18 08:21:09, Istanbul, 41.0082, 28.9784, 105, 126, 168, 210, 336, 629, 334.9, 29, 175, 241, 325, 29.1°
2018-06-18 08:21:12, Odesa, 46.4825, 30.7233, 93, 112, 149, 186, 298, 558, 343, 35, 105, 262, 315, 30.8°
2018-06-18 08:21:14, Kiev, 50.4501, 30.5234, 96, 115, 154, 192, 308, 577, 354.1, 8, 603, 144, 450, 30.8°
2018-06-18 08:21:17, St.Peterburg, 59.9343, 30.3351, 92, 110, 146, 183, 293, 549, 338.5, 58, 20, 189, 199, 30.3°
