Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-14 12:48:18, Herzliya, 32.1592, 34.8071, 16, 19, 25, 31, 50, 94, 321.5, 1, 915, 162, 1061, 81.0°
2018-06-14 10:48:22, Dakar, 14.7167, 17.4677, 15, 17, 23, 29, 46, 87, 279.2, 4, 913, 155, 1024, 41.8°
2018-06-14 10:48:25, Conakry, 9.6412, 13.5784, 16, 19, 25, 31, 50, 94, 273.5, 51, 31, 448, 478, 43.4°
2018-06-14 12:48:27, Nairobi, -1.2921, 36.8219, 14, 17, 22, 28, 44, 83, 242.6, 46, 42, 505, 543, 65.2°
2018-06-14 10:48:31, Oran, 35.6971, -0.6308, 23, 28, 37, 46, 73, 138, 319.5, 1, 897, 142, 907, 58.5°
2018-06-14 11:48:34, Valencia, 39.4699, -0.3763, 26, 31, 41, 51, 82, 153, 341.3, 0, 927, 130, 909, 57.6°
2018-06-14 11:48:37, Bordeaux, 44.8378, -0.5792, 28, 33, 44, 56, 89, 167, 348.4, 42, 69, 450, 507, 55.3°
2018-06-14 11:48:39, Paris, 48.8566, 2.3522, 28, 33, 45, 56, 89, 167, 340.4, 33, 154, 452, 579, 54.9°
2018-06-14 10:48:42, London, 51.8074, -0.1278, 31, 38, 50, 63, 101, 189, 345.1, 62, 10, 314, 322, 52.1°
2018-06-14 10:48:45, Tunis, 33.8869, 9.5375, 18, 22, 29, 37, 59, 110, 310.8, 2, 905, 149, 978, 66.3°
2018-06-14 11:48:48, Vatican, 41.9029, 12.4534, 21, 25, 34, 42, 68, 127, 338.4, 19, 898, 148, 962, 64.8°
2018-06-14 11:48:51, Venice, 45.4408, 12.3155, 23, 28, 37, 46, 74, 139, 351.8, 20, 425, 377, 755, 62.3°
2018-06-14 11:48:54, Milan, 45.4642, 9.1901, 23, 28, 37, 47, 75, 140, 339.7, 1, 878, 151, 918, 60.7°
2018-06-14 11:48:59, Hamburg, 53.5511, 9.9937, 27, 32, 43, 54, 86, 161, 338.2, 13, 881, 140, 864, 55.2°
2018-06-14 11:49:02, Tirana, 41.3275, 19.8187, 19, 23, 31, 38, 61, 115, 331.6, 9, 905, 154, 999, 68.9°
2018-06-14 11:49:05, Belgrade, 44.7866, 20.4489, 20, 24, 32, 40, 63, 119, 330.1, 60, 8, 385, 393, 66.2°
2018-06-14 11:49:08, Budapest, 47.4979, 19.0402, 21, 25, 34, 42, 67, 126, 329.1, 78, 1, 199, 199, 63.4°
2018-06-14 11:49:11, Warsaw, 52.2297, 21.0122, 24, 28, 38, 47, 76, 142, 336.8, 49, 28, 439, 463, 59.7°
2018-06-14 11:49:14, Alexandria, 31.2001, 29.9187, 16, 19, 25, 31, 50, 93, 320, 0, 921, 160, 1066, 81.7°
2018-06-14 12:49:17, Istanbul, 41.0082, 28.9784, 20, 24, 32, 40, 63, 119, 355.4, 2, 923, 151, 1025, 72.0°
2018-06-14 12:49:21, Odesa, 46.4825, 30.7233, 20, 24, 32, 40, 64, 121, 335.6, 1, 905, 150, 979, 66.7°
2018-06-14 12:49:24, Kiev, 50.4501, 30.5234, 23, 27, 36, 45, 72, 136, 344.2, 27, 244, 468, 684, 62.8°
2018-06-14 12:49:27, St.Peterburg, 59.9343, 30.3351, 29, 35, 47, 59, 94, 177, 346.2, 6, 905, 128, 849, 53.3°
