Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-21 15:42:04, Herzliya, 32.1592, 34.8071, 29, 34, 46, 57, 91, 172, 5.8305, 299.3, 2, 850, 134, 769, 49.75
2018-06-21 13:42:08, Dakar, 14.7167, 17.4677, 17, 21, 28, 34, 55, 103, 9.6852, 274.2, 21, 882, 149, 925, 62.69
2018-06-21 13:42:15, Conakry, 9.6412, 13.5784, 17, 20, 27, 34, 54, 101, 9.908, 274.8, 34, 121, 503, 611, 63.59
2018-06-21 15:42:18, Nairobi, -1.2921, 36.8219, 39, 47, 62, 78, 124, 233, 4.3002, 250.8, 19, 449, 248, 522, 38.22
2018-06-21 13:42:30, Oran, 35.6971, -0.6308, 16, 20, 26, 33, 53, 99, 10.1017, 320.5, 5, 826, 198, 989, 75.27
2018-06-21 14:42:34, Valencia, 39.4699, -0.3763, 17, 21, 27, 34, 55, 103, 9.7046, 316.8, 0, 930, 148, 1024, 71.99
2018-06-21 14:42:38, Bordeaux, 44.8378, -0.5792, 18, 22, 29, 37, 58, 110, 9.1235, 314.7, 14, 578, 312, 840, 67.24
2018-06-21 14:42:43, Paris, 48.8566, 2.3522, 21, 25, 34, 42, 67, 127, 7.9031, 324.8, 10, 913, 140, 946, 62.74
2018-06-21 13:42:48, London, 51.8074, -0.1278, 22, 27, 36, 45, 72, 134, 7.4382, 327.9, 19, 469, 355, 761, 60.61
2018-06-21 13:42:51, Tunis, 33.8869, 9.5375, 20, 24, 32, 40, 65, 121, 8.2324, 352.3, 2, 902, 154, 993, 69.86
2018-06-21 14:42:56, Vatican, 41.9029, 12.4534, 22, 26, 35, 44, 70, 131, 7.6223, 340.7, 23, 893, 146, 933, 63.64
2018-06-21 14:43:00, Venice, 45.4408, 12.3155, 22, 26, 34, 43, 69, 129, 7.7482, 323.1, 6, 886, 146, 913, 61.42
2018-06-21 14:43:04, Milan, 45.4642, 9.1901, 22, 26, 35, 43, 69, 129, 7.7288, 330.9, 9, 890, 147, 932, 62.94
2018-06-21 14:43:10, Hamburg, 53.5511, 9.9937, 23, 27, 36, 46, 73, 137, 7.322, 302.4, 41, 65, 458, 511, 56.25
2018-06-21 14:43:13, Tirana, 41.3275, 19.8187, 24, 29, 38, 48, 76, 143, 6.9927, 337.3, 8, 713, 219, 824, 59.2
2018-06-21 14:43:17, Belgrade, 44.7866, 20.4489, 24, 29, 39, 48, 77, 145, 6.9056, 325.1, 45, 45, 438, 475, 57.15
2018-06-21 14:43:21, Budapest, 47.4979, 19.0402, 24, 29, 38, 48, 76, 143, 6.983, 314.1, 7, 735, 200, 803, 56.49
2018-06-21 14:43:24, Warsaw, 52.2297, 21.0122, 27, 32, 43, 54, 86, 162, 6.1792, 312.6, 8, 694, 206, 746, 52.62
2018-06-21 14:43:27, Alexandria, 31.2001, 29.9187, 25, 30, 41, 51, 81, 152, 6.5763, 305, 4, 865, 139, 826, 53.64
2018-06-21 15:43:30, Istanbul, 41.0082, 28.9784, 29, 35, 47, 59, 94, 177, 5.6562, 336.8, 6, 721, 195, 759, 52.83
2018-06-21 15:43:33, Odesa, 46.4825, 30.7233, 30, 36, 48, 60, 96, 179, 5.5787, 310.2, 8, 693, 196, 713, 49.9
2018-06-21 15:43:35, Kiev, 50.4501, 30.5234, 30, 37, 49, 61, 97, 183, 5.4721, 305.5, 5, 869, 126, 761, 48.47
2018-06-21 15:43:37, St.Peterburg, 59.9343, 30.3351, 45, 54, 72, 89, 143, 268, 3.7288, 351.7, 67, 3, 229, 231, 43.86
