Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-21 15:15:16, Herzliya, 32.1592, 34.8071, 23, 28, 37, 46, 74, 139, 7.1864, 299.3, 1, 870, 142, 851, 55.41
2018-06-21 13:15:20, Dakar, 14.7167, 17.4677, 15, 18, 24, 30, 49, 91, 10.9733, 274.2, 19, 892, 155, 982, 68.58
2018-06-21 13:15:23, Conakry, 9.6412, 13.5784, 15, 18, 24, 30, 49, 91, 10.9733, 274.8, 21, 384, 423, 781, 68.79
2018-06-21 15:15:27, Nairobi, -1.2921, 36.8219, 30, 36, 48, 60, 96, 180, 5.569, 250.8, 39, 88, 391, 452, 43.83
2018-06-21 13:15:30, Oran, 35.6971, -0.6308, 16, 19, 26, 32, 52, 97, 10.3341, 320.5, 5, 830, 199, 1005, 77.52
2018-06-21 14:15:34, Valencia, 39.4699, -0.3763, 17, 20, 27, 33, 53, 100, 9.9951, 316.8, 0, 932, 149, 1040, 73.78
2018-06-21 14:15:36, Bordeaux, 44.8378, -0.5792, 18, 22, 29, 36, 57, 108, 9.2978, 314.7, 6, 779, 209, 931, 68.48
2018-06-21 14:15:38, Paris, 48.8566, 2.3522, 20, 24, 32, 40, 65, 121, 8.2615, 324.8, 9, 915, 142, 963, 64.18
2018-06-21 13:15:42, London, 51.8074, -0.1278, 22, 26, 35, 44, 70, 131, 7.6319, 327.9, 15, 576, 304, 811, 61.52
2018-06-21 13:15:45, Tunis, 33.8869, 9.5375, 19, 23, 30, 38, 60, 113, 8.8813, 352.3, 1, 905, 157, 1027, 74.61
2018-06-21 14:15:48, Vatican, 41.9029, 12.4534, 20, 24, 32, 40, 64, 121, 8.2905, 340.7, 2, 853, 170, 950, 67.31
2018-06-21 14:15:52, Venice, 45.4408, 12.3155, 20, 24, 32, 40, 64, 120, 8.3002, 323.1, 5, 892, 149, 948, 64.57
2018-06-21 14:15:55, Milan, 45.4642, 9.1901, 20, 24, 32, 40, 65, 121, 8.2615, 330.9, 7, 895, 150, 962, 65.72
2018-06-21 14:15:59, Hamburg, 53.5511, 9.9937, 21, 26, 34, 43, 69, 129, 7.7579, 302.4, 15, 525, 312, 756, 58.23
2018-06-21 14:16:03, Tirana, 41.3275, 19.8187, 22, 26, 35, 43, 69, 130, 7.7094, 337.3, 19, 428, 380, 759, 63.59
2018-06-21 14:16:10, Belgrade, 44.7866, 20.4489, 22, 26, 35, 43, 69, 130, 7.6901, 325.1, 51, 28, 423, 448, 61.09
2018-06-21 14:16:15, Budapest, 47.4979, 19.0402, 22, 26, 35, 44, 70, 131, 7.6126, 314.1, 5, 787, 186, 861, 59.97
2018-06-21 14:16:17, Warsaw, 52.2297, 21.0122, 24, 29, 39, 49, 78, 146, 6.8281, 312.6, 10, 670, 228, 775, 55.66
2018-06-21 14:16:22, Alexandria, 31.2001, 29.9187, 21, 25, 34, 42, 68, 127, 7.8838, 305, 4, 880, 146, 900, 59.42
2018-06-21 15:16:25, Istanbul, 41.0082, 28.9784, 25, 30, 40, 50, 80, 151, 6.6344, 336.8, 9, 681, 229, 800, 57.65
2018-06-21 15:16:29, Odesa, 46.4825, 30.7233, 25, 30, 40, 50, 80, 150, 6.6634, 310.2, 21, 383, 357, 663, 54.15
2018-06-21 15:16:32, Kiev, 50.4501, 30.5234, 26, 31, 42, 52, 84, 157, 6.3535, 305.5, 3, 884, 131, 818, 52.24
2018-06-21 15:16:35, St.Peterburg, 59.9343, 30.3351, 39, 47, 62, 78, 125, 234, 4.2712, 351.7, 61, 7, 282, 287, 46.53
