Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-17 12:33:03, Herzliya, 32.1592, 34.8071, 15, 18, 23, 29, 47, 88, 303.9, 0, 915, 162, 1060, 81.0°
2018-06-17 10:33:11, Dakar, 14.7167, 17.4677, 15, 18, 24, 30, 48, 90, 276.9, 1, 876, 169, 1004, 38.2°
2018-06-17 10:33:14, Conakry, 9.6412, 13.5784, 16, 20, 26, 33, 52, 98, 268.4, 9, 694, 249, 885, 39.8°
2018-06-17 12:33:17, Nairobi, -1.2921, 36.8219, 14, 17, 23, 28, 45, 85, 247.5, 62, 5, 372, 377, 65.3°
2018-06-17 10:33:20, Oran, 35.6971, -0.6308, 25, 30, 41, 51, 81, 152, 322.3, 2, 865, 153, 890, 55.4°
2018-06-17 11:33:23, Valencia, 39.4699, -0.3763, 26, 32, 42, 53, 85, 159, 325, 0, 917, 132, 903, 54.7°
2018-06-17 11:33:26, Bordeaux, 44.8378, -0.5792, 31, 37, 49, 61, 98, 184, 348.4, 39, 86, 460, 530, 52.8°
2018-06-17 11:33:29, Paris, 48.8566, 2.3522, 31, 37, 49, 61, 98, 184, 347.1, 30, 205, 438, 605, 52.8°
2018-06-17 10:33:32, London, 51.8074, -0.1278, 38, 45, 60, 75, 121, 226, 378.2, 26, 277, 398, 616, 50.1°
2018-06-17 10:33:35, Tunis, 33.8869, 9.5375, 22, 27, 36, 44, 71, 133, 345.2, 0, 900, 150, 974, 63.5°
2018-06-17 11:33:40, Vatican, 41.9029, 12.4534, 23, 27, 37, 46, 73, 137, 347.8, 5, 899, 148, 962, 62.6°
2018-06-17 11:33:44, Venice, 45.4408, 12.3155, 24, 29, 38, 48, 76, 143, 344.4, 7, 899, 144, 939, 60.4°
2018-06-17 11:33:47, Milan, 45.4642, 9.1901, 25, 30, 39, 49, 79, 148, 339.2, 4, 901, 141, 928, 58.6°
2018-06-17 11:33:51, Hamburg, 53.5511, 9.9937, 28, 34, 45, 57, 91, 171, 336.3, 39, 78, 457, 521, 53.7°
2018-06-17 11:33:54, Tirana, 41.3275, 19.8187, 20, 24, 32, 40, 65, 121, 342.3, 17, 488, 369, 825, 67.1°
2018-06-17 11:33:57, Belgrade, 44.7866, 20.4489, 21, 25, 34, 42, 67, 126, 335.2, 13, 899, 151, 973, 64.8°
2018-06-17 11:34:00, Budapest, 47.4979, 19.0402, 23, 27, 37, 46, 73, 137, 347, 9, 901, 145, 950, 62.1°
2018-06-17 11:34:03, Warsaw, 52.2297, 21.0122, 25, 30, 40, 50, 80, 150, 343.9, 25, 288, 435, 683, 58.8°
2018-06-17 11:34:06, Alexandria, 31.2001, 29.9187, 14, 17, 22, 28, 44, 83, 288.4, 1, 915, 162, 1061, 80.1°
2018-06-17 12:34:09, Istanbul, 41.0082, 28.9784, 18, 22, 29, 37, 59, 110, 334.9, 75, 1, 253, 255, 71.2°
2018-06-17 12:34:12, Odesa, 46.4825, 30.7233, 21, 25, 33, 41, 66, 124, 343, 75, 1, 233, 234, 66.4°
2018-06-17 12:34:15, Kiev, 50.4501, 30.5234, 23, 28, 37, 47, 75, 141, 354.1, 50, 25, 442, 464, 62.5°
2018-06-17 12:34:18, St.Peterburg, 59.9343, 30.3351, 29, 34, 46, 57, 92, 172, 338.5, 40, 75, 441, 501, 53.2°
