Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-19 19:21:49, Herzliya, 32.1592, 34.8071, 2458, 2949, 3932, 4916, 7865, 14747, 0.0678, 293, 1, 168, 31, 60, 4.56
2018-06-19 17:21:52, Dakar, 14.7167, 17.4677, 492, 590, 786, 983, 1573, 2949, 0.3391, 279.1, 60, 6, 73, 75, 12.55
2018-06-19 17:21:54, Conakry, 9.6412, 13.5784, 351, 421, 562, 702, 1124, 2107, 0.4747, 268.8, 30, 92, 128, 154, 14.21
2018-06-19 19:21:56, Nairobi, -1.2921, 36.8219, None, None, None, None, None, None, 0, 251.3, 47, 0, 0, 0, -11.37
2018-06-19 17:21:58, Oran, 35.6971, -0.6308, 64, 77, 103, 128, 205, 385, 2.5962, 296.3, 3, 776, 115, 555, 33.64
2018-06-19 18:22:00, Valencia, 39.4699, -0.3763, 64, 77, 103, 128, 205, 385, 2.5962, 296.3, 6, 794, 110, 559, 33.78
2018-06-19 18:22:02, Bordeaux, 44.8378, -0.5792, 60, 72, 96, 120, 192, 361, 2.7706, 296.3, 11, 803, 109, 560, 34.11
2018-06-19 18:22:04, Paris, 48.8566, 2.3522, 80, 96, 128, 160, 256, 480, 2.0828, 340.1, 12, 793, 103, 523, 32.1
2018-06-19 17:22:05, London, 51.8074, -0.1278, 76, 92, 122, 153, 245, 459, 2.1797, 347.2, 19, 386, 236, 452, 33.57
2018-06-19 17:22:06, Tunis, 33.8869, 9.5375, 128, 154, 205, 257, 411, 770, 1.2981, 321.6, 2, 692, 105, 405, 25.08
2018-06-19 18:22:08, Vatican, 41.9029, 12.4534, 146, 175, 233, 292, 467, 875, 1.1431, 334.7, 10, 466, 149, 343, 24.4
2018-06-19 18:22:10, Venice, 45.4408, 12.3155, 139, 166, 222, 277, 444, 832, 1.2012, 346.6, 10, 708, 97, 397, 25.07
2018-06-19 18:22:11, Milan, 45.4642, 9.1901, 119, 143, 191, 239, 382, 717, 1.395, 353.8, 7, 561, 143, 402, 27.25
2018-06-19 18:22:13, Hamburg, 53.5511, 9.9937, 116, 139, 186, 232, 372, 697, 1.4337, 342.3, 21, 282, 214, 344, 27.4
2018-06-19 18:22:16, Tirana, 41.3275, 19.8187, 269, 323, 430, 538, 860, 1613, 0.62, 338.2, 67, 4, 92, 94, 18.88
2018-06-19 18:22:18, Belgrade, 44.7866, 20.4489, 212, 255, 340, 425, 680, 1274, 0.7847, 296.3, 56, 10, 123, 127, 19.3
2018-06-19 18:22:20, Budapest, 47.4979, 19.0402, 189, 227, 302, 378, 605, 1134, 0.8816, 296.3, 10, 445, 128, 289, 20.87
2018-06-19 18:22:23, Warsaw, 52.2297, 21.0122, 218, 261, 348, 436, 697, 1307, 0.7653, 339.8, 31, 111, 177, 216, 20.62
2018-06-19 18:22:25, Alexandria, 31.2001, 29.9187, 1229, 1475, 1966, 2458, 3932, 7373, 0.1356, 296.3, 1, 363, 49, 112, 7.86
2018-06-19 19:22:26, Istanbul, 41.0082, 28.9784, 538, 645, 860, 1075, 1720, 3226, 0.31, 316.2, 3, 409, 72, 161, 12.19
2018-06-19 19:22:29, Odesa, 46.4825, 30.7233, 538, 645, 860, 1075, 1720, 3226, 0.31, 313.2, 1, 485, 69, 180, 12.92
2018-06-19 19:22:30, Kiev, 50.4501, 30.5234, 430, 516, 688, 860, 1376, 2581, 0.3875, 335.5, 8, 385, 93, 188, 14.4
2018-06-19 19:22:31, St.Peterburg, 59.9343, 30.3351, 307, 369, 492, 614, 983, 1843, 0.5425, 347.7, 50, 19, 124, 129, 17.45
