Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
6/7/2018 16:16, Herzliya,32.1592,34.8071,48,57,76,95,152,285,341.9,4,763,146,646, 41.5°
6/7/2018 14:16, Dakar,14.7167,17.4677,22,26,35,44,70,131,278,1,905,135,868, 81.7°
6/7/2018 14:16, Conakry,9.6412,13.5784,21,25,33,41,66,124,273.8,19,411,366,707, 75.7°
6/7/2018 16:16, Nairobi,-1.2921,36.8219,63,75,100,125,201,376,242.9,61,6,200,203, 30.3°
6/7/2018 14:16, Oran,35.6971,-0.6308,19,22,30,37,60,112,329,1,913,156,1003, 69.2°
6/7/2018 15:16, Valencia,39.4699,-0.3763,20,24,32,40,64,120,333.3,5,819,197,944, 66.8°
6/7/2018 15:16, Bordeaux,44.8378,-0.5792,21,26,34,43,69,128,335,23,365,403,725, 63.1°
6/7/2018 15:16, Paris,48.8566,2.3522,25,30,40,49,79,148,340.5,1,885,146,895, 58.7°
6/7/2018 14:16, London,51.8074,-0.1278,25,30,40,50,81,151,338.4,31,185,466,621, 57.6°
6/7/2018 14:16, Tunis,33.8869,9.5375,21,26,34,43,68,128,327.8,0,907,146,944, 60.9°
6/7/2018 15:16, Vatican,41.9029,12.4534,26,31,41,52,82,155,344.7,49,29,423,447, 57.2°
6/7/2018 15:16, Venice,45.4408,12.3155,28,34,45,57,91,171,355.5,10,873,143,857, 55.6°
6/7/2018 15:16, Milan,45.4642,9.1901,26,31,41,52,82,155,344.6,25,881,145,881, 57.5°
6/7/2018 15:16, Hamburg,53.5511,9.9937,28,34,45,57,91,171,327.8,1,882,134,824, 52.0°
6/7/2018 15:16, Tirana,41.3275,19.8187,29,35,47,59,94,176,335.6,5,870,139,823, 52.3°
6/7/2018 15:17, Belgrade,44.7866,20.4489,35,42,56,70,112,211,368.5,16,485,299,670, 50.7°
6/7/2018 15:17, Budapest,47.4979,19.0402,33,40,53,66,106,199,351.4,15,854,139,791, 50.6°
6/7/2018 15:17, Warsaw,52.2297,21.0122,35,42,56,70,112,211,333.1,1,898,120,766, 47.3°
6/7/2018 15:17, Alexandria,31.2001,29.9187,38,45,60,75,120,225,328.3,2,872,125,745, 45.4°
6/7/2018 16:17, Istanbul,41.0082,28.9784,40,48,64,80,128,240,346.5,24,282,352,552, 45.6°
6/7/2018 16:17, Odesa,46.4825,30.7233,43,52,69,86,138,259,342.1,1,823,131,688, 43.3°
6/7/2018 16:17, Kiev,50.4501,30.5234,44,53,71,89,142,266,335.2,8,691,177,637, 42.5°
6/7/2018 16:17, St.Peterburg,59.9343,30.3351,63,76,101,126,202,379,401.7,45,41,324,349, 39.2°
