Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), Precipitation (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-23 17:09:08, Herzliya, 32.1592, 34.8071, 73, 88, 117, 146, 234, 439, 2.2756, 295.2, 5, ['0', '%'], 736, 107, 470, 31.49
2018-06-23 15:09:13, Dakar, 14.7167, 17.4677, 34, 41, 55, 69, 110, 207, 4.8417, 281.7, 13, ['0', '%'], 822, 124, 664, 43.01
2018-06-23 15:09:16, Conakry, 9.6412, 13.5784, 31, 38, 50, 63, 101, 189, 5.2968, 271.8, 1, ['33', '%'], 827, 128, 691, 44.73
2018-06-23 17:09:20, Nairobi, -1.2921, 36.8219, 179, 215, 287, 359, 574, 1076, 0.9296, 251.4, 57, ['45', '%'], 9, 115, 118, 19.13
2018-06-23 15:09:23, Oran, 35.6971, -0.6308, 22, 26, 35, 44, 70, 132, 7.6015, 321.7, 3, ['0', '%'], 825, 169, 871, 60.51
2018-06-23 16:09:26, Valencia, 39.4699, -0.3763, 22, 27, 36, 45, 71, 134, 7.4659, 319, 1, ['0', '%'], 899, 137, 890, 59.09
2018-06-23 16:09:29, Bordeaux, 44.8378, -0.5792, 25, 30, 40, 49, 79, 148, 6.7493, 323.2, 0, ['0', '%'], 912, 129, 875, 56.87
2018-06-23 16:09:33, Paris, 48.8566, 2.3522, 27, 32, 43, 54, 87, 162, 6.1587, 322.7, 2, ['0', '%'], 847, 143, 802, 53.09
2018-06-23 15:09:36, London, 51.8074, -0.1278, 28, 34, 45, 56, 90, 169, 5.9263, 323.8, 29, None, 229, 415, 593, 52.72
2018-06-23 15:09:38, Tunis, 33.8869, 9.5375, 29, 35, 47, 59, 94, 177, 5.6551, 336.6, 2, ['0', '%'], 868, 133, 806, 52.58
2018-06-23 16:09:42, Vatican, 41.9029, 12.4534, 30, 36, 47, 59, 95, 178, 5.6261, 308.2, 56, ['0', '%'], 14, 319, 328, 49.04
2018-06-23 16:09:47, Venice, 45.4408, 12.3155, 36, 43, 57, 72, 115, 215, 4.648, 350.6, 2, ['0', '%'], 826, 139, 733, 48.22
2018-06-23 16:09:50, Milan, 45.4642, 9.1901, 31, 37, 49, 61, 98, 184, 5.4227, 328.7, 5, ['0', '%'], 882, 124, 781, 50.29
2018-06-23 16:09:54, Hamburg, 53.5511, 9.9937, 44, 53, 71, 88, 141, 265, 3.7765, 390.7, 71, ['0', '%'], 1, 210, 212, 46.58
2018-06-23 16:09:57, Tirana, 41.3275, 19.8187, 41, 49, 66, 82, 132, 247, 4.0477, 327.9, 7, ['0', '%'], 669, 182, 628, 43.65
2018-06-23 16:10:01, Belgrade, 44.7866, 20.4489, 41, 50, 66, 83, 133, 249, 4.0186, 316.7, 40, ['0', '%'], 86, 345, 401, 42.73
2018-06-23 16:10:04, Budapest, 47.4979, 19.0402, 40, 48, 63, 79, 127, 238, 4.2026, 317.7, 41, ['0', '%'], 132, 307, 392, 43.18
2018-06-23 16:10:08, Warsaw, 52.2297, 21.0122, 51, 62, 82, 103, 164, 308, 3.2439, 349.6, 59, ['0', '%'], 9, 258, 264, 40.81
2018-06-23 16:10:11, Alexandria, 31.2001, 29.9187, 57, 68, 91, 113, 181, 340, 2.9438, 297.2, 5, ['0', '%'], 789, 110, 546, 35.24
2018-06-23 17:10:14, Istanbul, 41.0082, 28.9784, 60, 72, 96, 120, 192, 360, 2.7791, 329.9, 51, ['0', '%'], 19, 256, 267, 36.73
2018-06-23 17:10:17, Odesa, 46.4825, 30.7233, 62, 74, 99, 124, 198, 371, 2.692, 321.6, 17, ['0', '%'], 402, 225, 448, 35.38
2018-06-23 17:10:21, Kiev, 50.4501, 30.5234, 60, 72, 96, 120, 191, 359, 2.7888, 311.7, 76, ['83', '%'], 1, 127, 128, 35.24
2018-06-23 17:10:24, St.Peterburg, 59.9343, 30.3351, 71, 85, 113, 141, 226, 423, 2.3628, 322.1, 28, ['0', '%'], 189, 279, 380, 33.92
