Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-18 15:46:20, Herzliya, 32.1592, 34.8071, 29, 35, 46, 58, 93, 174, 5.7357, 293, 3, 859, 131, 770, 48.7
2018-06-18 13:46:23, Dakar, 14.7167, 17.4677, 18, 22, 29, 36, 58, 108, 9.2526, 279.1, 10, 895, 146, 932, 61.62
2018-06-18 13:46:26, Conakry, 9.6412, 13.5784, 17, 20, 27, 34, 54, 101, 9.9502, 268.8, 26, 276, 454, 699, 62.62
2018-06-18 15:46:27, Nairobi, -1.2921, 36.8219, 41, 50, 66, 83, 132, 248, 4.0401, 251.3, 77, 98, 143, 143, 37.2
2018-06-18 13:46:30, Oran, 35.6971, -0.6308, 17, 20, 27, 34, 54, 101, 9.9018, 322.3, 6, 797, 214, 978, 74.66
2018-06-18 14:46:32, Valencia, 39.4699, -0.3763, 18, 21, 28, 36, 57, 107, 9.3786, 325, 0, 929, 148, 1024, 71.49
2018-06-18 14:46:35, Bordeaux, 44.8378, -0.5792, 21, 25, 34, 42, 67, 126, 7.9059, 348.4, 46, 41, 496, 534, 66.87
2018-06-18 14:46:37, Paris, 48.8566, 2.3522, 22, 27, 36, 45, 71, 134, 7.4602, 340.1, 38, 96, 497, 581, 62.37
2018-06-18 13:46:39, London, 51.8074, -0.1278, 24, 29, 38, 48, 77, 144, 6.9274, 347.2, 0, 931, 133, 935, 60.33
2018-06-18 13:46:42, Tunis, 33.8869, 9.5375, 18, 22, 29, 36, 58, 109, 9.2042, 321.6, 1, 915, 150, 1001, 69.0
2018-06-18 14:46:44, Vatican, 41.9029, 12.4534, 22, 26, 35, 44, 70, 131, 7.6249, 334.7, 32, 175, 483, 638, 62.95
2018-06-18 14:46:47, Venice, 45.4408, 12.3155, 24, 29, 38, 48, 77, 144, 6.9564, 346.6, 5, 888, 145, 914, 60.81
2018-06-18 14:46:50, Milan, 45.4642, 9.1901, 23, 28, 37, 47, 75, 140, 7.1308, 353.8, 6, 903, 143, 935, 62.39
2018-06-18 14:46:52, Hamburg, 53.5511, 9.9937, 27, 33, 44, 54, 87, 163, 6.1232, 342.3, 68, 3, 265, 268, 55.84
2018-06-18 14:46:54, Tirana, 41.3275, 19.8187, 25, 29, 39, 49, 79, 147, 6.782, 338.2, 84, 239, 140, 140, 58.45
2018-06-18 14:46:57, Belgrade, 44.7866, 20.4489, 26, 31, 41, 52, 83, 155, 6.4623, 335.2, 36, 128, 445, 552, 56.46
2018-06-18 14:46:59, Budapest, 47.4979, 19.0402, 28, 33, 44, 55, 89, 166, 6.0166, 347, 60, 7, 337, 344, 55.86
2018-06-18 14:47:02, Warsaw, 52.2297, 21.0122, 30, 36, 48, 60, 95, 179, 5.6, 339.8, 91, 511, 70, 70, 52.07
2018-06-18 14:47:05, Alexandria, 31.2001, 29.9187, 24, 29, 39, 49, 78, 147, 6.8111, 288.4, 2, 877, 136, 831, 52.72
2018-06-18 15:47:07, Istanbul, 41.0082, 28.9784, 27, 33, 44, 55, 88, 164, 6.0941, 316.2, 17, 441, 321, 667, 52.03
2018-06-18 15:47:09, Odesa, 46.4825, 30.7233, 30, 36, 48, 60, 97, 181, 5.5225, 313.2, 3, 795, 156, 747, 49.19
2018-06-18 15:47:12, Kiev, 50.4501, 30.5234, 35, 43, 57, 71, 114, 213, 4.699, 335.5, 11, 849, 132, 753, 47.83
2018-06-18 15:47:14, St.Peterburg, 59.9343, 30.3351, 44, 53, 71, 88, 141, 265, 3.7786, 347.7, 14, 526, 241, 598, 43.38
