Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-18 12:46:48, Herzliya, 32.1592, 34.8071, 14, 17, 22, 28, 45, 84, 11.9267, 293, 1, 915, 161, 1060, 81.19
2018-06-18 10:46:54, Dakar, 14.7167, 17.4677, 15, 17, 23, 29, 46, 87, 11.4713, 279.1, 8, 910, 154, 1021, 72.42
2018-06-18 10:46:56, Conakry, 9.6412, 13.5784, 15, 18, 25, 31, 49, 92, 10.8512, 268.8, 2, 847, 172, 948, 66.39
2018-06-18 12:46:57, Nairobi, -1.2921, 36.8219, 14, 17, 23, 29, 46, 87, 11.5197, 251.3, 67, 2, 321, 323, 65.12
2018-06-18 10:47:00, Oran, 35.6971, -0.6308, 24, 29, 38, 48, 76, 143, 6.9855, 322.3, 2, 864, 154, 890, 57.95
2018-06-18 11:47:02, Valencia, 39.4699, -0.3763, 24, 29, 39, 48, 77, 145, 6.908, 325, 0, 921, 131, 904, 57.11
2018-06-18 11:47:04, Bordeaux, 44.8378, -0.5792, 29, 34, 46, 57, 92, 172, 5.8035, 348.4, 46, 45, 433, 469, 54.91
2018-06-18 11:47:06, Paris, 48.8566, 2.3522, 28, 34, 45, 56, 89, 168, 5.9682, 340.1, 34, 133, 453, 562, 54.6
2018-06-18 10:47:08, London, 51.8074, -0.1278, 32, 38, 51, 63, 101, 190, 5.2609, 347.2, 17, 490, 305, 691, 51.63
2018-06-18 10:47:10, Tunis, 33.8869, 9.5375, 19, 23, 31, 38, 61, 115, 8.7197, 321.6, 0, 907, 148, 979, 66.5
2018-06-18 11:47:11, Vatican, 41.9029, 12.4534, 21, 25, 33, 42, 67, 125, 7.9737, 334.7, 0, 896, 148, 959, 64.46
2018-06-18 11:47:14, Venice, 45.4408, 12.3155, 23, 27, 37, 46, 73, 137, 7.3052, 346.6, 48, 37, 453, 486, 62.01
2018-06-18 11:47:16, Milan, 45.4642, 9.1901, 25, 29, 39, 49, 79, 147, 6.7917, 353.8, 3, 895, 142, 924, 60.38
2018-06-18 11:47:19, Hamburg, 53.5511, 9.9937, 27, 33, 44, 54, 87, 163, 6.1232, 342.3, 46, 40, 431, 464, 55.0
2018-06-18 11:47:21, Tirana, 41.3275, 19.8187, 20, 24, 31, 39, 63, 118, 8.5066, 338.2, 3, 835, 183, 962, 68.7
2018-06-18 11:47:23, Belgrade, 44.7866, 20.4489, 20, 24, 32, 40, 64, 121, 8.2741, 335.2, 3, 839, 177, 944, 66.09
2018-06-18 11:47:25, Budapest, 47.4979, 19.0402, 22, 27, 36, 45, 72, 134, 7.4408, 347, 62, 6, 347, 352, 63.26
2018-06-18 11:47:27, Warsaw, 52.2297, 21.0122, 24, 29, 38, 48, 77, 144, 6.937, 339.8, 19, 893, 142, 910, 59.62
2018-06-18 11:47:30, Alexandria, 31.2001, 29.9187, 14, 16, 22, 27, 44, 82, 12.1786, 288.4, 1, 913, 162, 1060, 81.57
2018-06-18 12:47:32, Istanbul, 41.0082, 28.9784, 17, 21, 27, 34, 55, 103, 9.708, 316.2, 22, 352, 451, 784, 71.99
2018-06-18 12:47:34, Odesa, 46.4825, 30.7233, 19, 22, 30, 37, 59, 111, 8.991, 313.2, 9, 904, 150, 979, 66.81
2018-06-18 12:47:35, Kiev, 50.4501, 30.5234, 22, 26, 35, 44, 70, 132, 7.5959, 335.5, 16, 510, 336, 789, 62.85
2018-06-18 12:47:37, St.Peterburg, 59.9343, 30.3351, 30, 35, 47, 59, 95, 177, 5.6388, 347.7, 4, 792, 170, 804, 53.4
