Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-17 11:32:51, Herzliya, 32.1592, 34.8071, 16, 19, 26, 32, 51, 96, 303.9, 1, 909, 158, 1035, 72.5°
2018-06-17 09:32:55, Dakar, 14.7167, 17.4677, 20, 24, 33, 41, 65, 122, 276.9, 2, 893, 141, 907, 24.4°
2018-06-17 09:32:58, Conakry, 9.6412, 13.5784, 24, 29, 39, 48, 77, 145, 268.4, 10, 665, 224, 763, 26.0°
2018-06-17 11:33:02, Nairobi, -1.2921, 36.8219, 16, 19, 25, 31, 50, 93, 247.5, 74, 1, 249, 250, 61.3°
2018-06-17 09:33:05, Oran, 35.6971, -0.6308, 40, 48, 65, 81, 129, 242, 322.3, 2, 852, 130, 747, 43.2°
2018-06-17 10:33:07, Valencia, 39.4699, -0.3763, 41, 49, 65, 82, 131, 245, 325, 0, 888, 117, 758, 43.3°
2018-06-17 10:33:10, Bordeaux, 44.8378, -0.5792, 46, 56, 74, 93, 148, 278, 348.4, 38, 97, 388, 457, 42.5°
2018-06-17 10:33:12, Paris, 48.8566, 2.3522, 44, 53, 71, 88, 141, 265, 347.1, 41, 64, 390, 437, 43.7°
2018-06-17 09:33:15, London, 51.8074, -0.1278, 53, 64, 85, 107, 171, 320, 378.2, 38, 92, 383, 447, 41.5°
2018-06-17 09:33:18, Tunis, 33.8869, 9.5375, 31, 38, 50, 63, 101, 189, 345.2, 0, 876, 136, 850, 51.9°
2018-06-17 10:33:21, Vatican, 41.9029, 12.4534, 31, 37, 49, 61, 98, 184, 347.8, 4, 888, 134, 863, 52.5°
2018-06-17 10:33:25, Venice, 45.4408, 12.3155, 31, 38, 50, 63, 100, 188, 344.4, 6, 886, 133, 845, 51.2°
2018-06-17 10:33:28, Milan, 45.4642, 9.1901, 33, 40, 53, 66, 106, 199, 339.2, 1, 866, 137, 814, 49.1°
2018-06-17 10:33:31, Hamburg, 53.5511, 9.9937, 37, 44, 59, 74, 119, 222, 336.3, 23, 340, 350, 606, 46.5°
2018-06-17 10:33:34, Tirana, 41.3275, 19.8187, 26, 31, 41, 51, 82, 154, 342.3, 1, 873, 152, 911, 57.8°
2018-06-17 10:33:37, Belgrade, 44.7866, 20.4489, 26, 31, 41, 52, 83, 155, 335.2, 29, 221, 455, 646, 56.7°
2018-06-17 10:33:40, Budapest, 47.4979, 19.0402, 29, 34, 46, 57, 92, 172, 347, 1, 858, 149, 867, 54.5°
2018-06-17 10:33:42, Warsaw, 52.2297, 21.0122, 30, 36, 48, 60, 97, 181, 343.9, 8, 710, 210, 789, 52.8°
2018-06-17 10:33:45, Alexandria, 31.2001, 29.9187, 16, 19, 25, 32, 51, 95, 288.4, 0, 906, 155, 1013, 69.1°
2018-06-17 11:33:50, Istanbul, 41.0082, 28.9784, 21, 26, 34, 43, 68, 128, 334.9, 44, 48, 495, 539, 64.0°
2018-06-17 11:33:53, Odesa, 46.4825, 30.7233, 23, 28, 37, 46, 74, 139, 343, 71, 1, 273, 275, 61.4°
2018-06-17 11:33:56, Kiev, 50.4501, 30.5234, 26, 31, 42, 52, 83, 156, 354.1, 40, 76, 480, 546, 58.3°
2018-06-17 11:33:59, St.Peterburg, 59.9343, 30.3351, 32, 38, 51, 64, 102, 191, 338.5, 34, 129, 432, 534, 50.5°
