Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-18 09:46:58, Herzliya, 32.1592, 34.8071, 27, 32, 43, 54, 86, 161, 293, 3, 821, 150, 788, 50.7°
2018-06-18 07:47:02, Dakar, 14.7167, 17.4677, 69, 83, 110, 138, 220, 413, 279.1, 5, 680, 130, 490, 0.9°
2018-06-18 07:47:05, Conakry, 9.6412, 13.5784, 97, 116, 155, 193, 309, 580, 268.8, 23, 243, 211, 319, 2.1°
2018-06-18 09:47:07, Nairobi, -1.2921, 36.8219, 32, 38, 51, 63, 101, 190, 251.3, 77, 1, 163, 164, 42.6°
2018-06-18 07:47:11, Oran, 35.6971, -0.6308, 187, 224, 299, 374, 598, 1122, 322.3, 12, 713, 81, 353, 21.9°
2018-06-18 08:47:14, Valencia, 39.4699, -0.3763, 170, 204, 273, 341, 545, 1022, 325, 10, 541, 124, 336, 23.0°
2018-06-18 08:47:16, Bordeaux, 44.8378, -0.5792, 165, 198, 265, 331, 529, 992, 348.4, 52, 22, 175, 184, 23.9°
2018-06-18 08:47:19, Paris, 48.8566, 2.3522, 125, 150, 199, 249, 399, 748, 340.1, 55, 14, 184, 191, 26.4°
2018-06-18 07:47:22, London, 51.8074, -0.1278, 139, 166, 222, 277, 444, 832, 347.2, 22, 336, 172, 317, 25.1°
2018-06-18 07:47:26, Tunis, 33.8869, 9.5375, 93, 112, 149, 186, 298, 558, 321.6, 0, 753, 100, 472, 30.7°
2018-06-18 08:47:28, Vatican, 41.9029, 12.4534, 79, 94, 126, 157, 251, 471, 334.7, 2, 797, 103, 539, 33.0°
2018-06-18 08:47:31, Venice, 45.4408, 12.3155, 82, 98, 130, 163, 261, 489, 346.6, 51, 23, 251, 264, 33.0°
2018-06-18 08:47:33, Milan, 45.4642, 9.1901, 96, 115, 153, 191, 306, 573, 353.8, 4, 775, 101, 499, 30.8°
2018-06-18 08:47:36, Hamburg, 53.5511, 9.9937, 86, 103, 138, 172, 275, 516, 342.3, 48, 30, 251, 268, 31.4°
2018-06-18 08:47:39, Tirana, 41.3275, 19.8187, 55, 66, 88, 110, 176, 331, 338.2, 7, 685, 158, 585, 38.5°
2018-06-18 08:47:42, Belgrade, 44.7866, 20.4489, 55, 66, 87, 109, 175, 328, 335.2, 16, 834, 111, 633, 38.8°
2018-06-18 08:47:45, Budapest, 47.4979, 19.0402, 60, 72, 96, 120, 192, 360, 347, 16, 464, 232, 514, 37.6°
2018-06-18 08:47:47, Warsaw, 52.2297, 21.0122, 55, 66, 89, 111, 177, 332, 339.8, 5, 722, 144, 593, 38.2°
2018-06-18 08:47:50, Alexandria, 31.2001, 29.9187, 31, 37, 49, 62, 99, 185, 288.4, 1, 849, 126, 741, 46.7°
2018-06-18 09:47:53, Istanbul, 41.0082, 28.9784, 36, 43, 58, 72, 115, 216, 316.2, 23, 841, 127, 727, 45.4°
2018-06-18 09:47:55, Odesa, 46.4825, 30.7233, 36, 43, 57, 71, 114, 214, 313.2, 4, 774, 153, 706, 45.6°
2018-06-18 09:47:58, Kiev, 50.4501, 30.5234, 40, 48, 65, 81, 129, 242, 335.5, 21, 851, 122, 718, 44.4°
2018-06-18 09:48:01, St.Peterburg, 59.9343, 30.3351, 51, 61, 82, 102, 163, 306, 347.7, 19, 393, 274, 532, 40.7°
