Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-11 14:08:00, Herzliya, 32.1592, 34.8071, 16, 20, 26, 33, 52, 98, 290.8, 5, 901, 154, 980, 68.6°
2018-06-11 12:08:05, Dakar, 14.7167, 17.4677, 13, 16, 21, 26, 42, 79, 277.6, 0, 932, 157, 1068, 60.2°
2018-06-11 12:08:08, Conakry, 9.6412, 13.5784, 13, 16, 21, 27, 43, 80, 272.1, 86, 796, 138, 138, 61.2°
2018-06-11 14:08:11, Nairobi, -1.2921, 36.8219, 19, 22, 30, 37, 60, 112, 257.8, 43, 962, 121, 908, 56.3°
2018-06-11 12:08:14, Oran, 35.6971, -0.6308, 18, 22, 29, 37, 58, 110, 337.9, 0, 920, 158, 1040, 72.8°
2018-06-11 13:08:19, Valencia, 39.4699, -0.3763, 17, 21, 28, 35, 56, 104, 315.3, 9, 735, 244, 938, 70.2°
2018-06-11 13:08:22, Bordeaux, 44.8378, -0.5792, 20, 24, 32, 40, 64, 119, 326.9, 41, 82, 505, 580, 65.7°
2018-06-11 13:08:25, Paris, 48.8566, 2.3522, 21, 25, 33, 41, 66, 123, 317.7, 52, 23, 437, 457, 63.0°
2018-06-11 12:08:29, London, 51.8074, -0.1278, 25, 29, 39, 49, 79, 147, 346.3, 0, 933, 134, 941, 59.9°
2018-06-11 12:08:32, Tunis, 33.8869, 9.5375, 16, 19, 25, 31, 50, 94, 315.2, 3, 924, 158, 1061, 76.1°
2018-06-11 13:08:35, Vatican, 41.9029, 12.4534, 17, 20, 27, 34, 55, 102, 315.8, 8, 914, 153, 1014, 71.2°
2018-06-11 13:08:38, Venice, 45.4408, 12.3155, 19, 22, 30, 37, 59, 111, 318, 1, 861, 170, 961, 67.7°
2018-06-11 13:08:41, Milan, 45.4642, 9.1901, 18, 22, 29, 36, 57, 108, 310, 48, 33, 481, 511, 67.4°
2018-06-11 13:08:45, Hamburg, 53.5511, 9.9937, 24, 28, 38, 47, 76, 142, 335, 22, 385, 392, 721, 59.5°
2018-06-11 13:08:48, Tirana, 41.3275, 19.8187, 18, 22, 29, 37, 59, 110, 330, 4, 902, 158, 1001, 70.8°
2018-06-11 13:08:51, Belgrade, 44.7866, 20.4489, 21, 25, 33, 41, 66, 123, 346.9, 12, 621, 291, 859, 67.4°
2018-06-11 13:08:54, Budapest, 47.4979, 19.0402, 20, 24, 32, 40, 64, 120, 329.7, 10, 668, 261, 861, 65.1°
2018-06-11 13:08:58, Warsaw, 52.2297, 21.0122, 23, 28, 37, 47, 75, 140, 338.5, 36, 115, 480, 579, 60.2°
2018-06-11 13:09:01, Alexandria, 31.2001, 29.9187, 15, 18, 24, 30, 48, 91, 289.1, 3, 846, 186, 982, 72.6°
2018-06-11 14:09:05, Istanbul, 41.0082, 28.9784, 18, 22, 29, 36, 58, 109, 313.3, 12, 911, 149, 979, 67.4°
2018-06-11 14:09:08, Odesa, 46.4825, 30.7233, 23, 27, 36, 45, 73, 136, 345.6, 4, 894, 147, 928, 62.4°
2018-06-11 14:09:11, Kiev, 50.4501, 30.5234, 25, 30, 40, 50, 79, 149, 348.5, 3, 836, 167, 873, 59.3°
2018-06-11 14:09:14, St.Peterburg, 59.9343, 30.3351, 32, 38, 50, 63, 101, 189, 346.1, 37, 105, 426, 506, 51.1°
