Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-07 11:21:01, Herzliya, 32.1592, 34.8071, 19, 23, 31, 38, 61, 115, 341.9, 0, 911, 153, 1006, 70.3°
2018-06-07 09:21:05, Dakar, 14.7167, 17.4677, 22, 26, 35, 44, 70, 131, 278, 0, 905, 129, 852, 22.1°
2018-06-07 09:21:08, Conakry, 9.6412, 13.5784, 27, 32, 43, 53, 85, 160, 273.8, 9, 675, 202, 703, 23.8°
2018-06-07 11:21:10, Nairobi, -1.2921, 36.8219, 16, 19, 25, 31, 50, 93, 242.9, 68, 3, 302, 304, 60.5°
2018-06-07 09:21:13, Oran, 35.6971, -0.6308, 48, 58, 77, 96, 153, 288, 329, 1, 866, 110, 673, 40.9°
2018-06-07 10:21:15, Valencia, 39.4699, -0.3763, 49, 58, 78, 97, 156, 292, 333.3, 3, 801, 131, 652, 41.1°
2018-06-07 10:21:18, Bordeaux, 44.8378, -0.5792, 49, 59, 78, 98, 157, 293, 335, 6, 723, 156, 617, 40.4°
2018-06-07 10:21:21, Paris, 48.8566, 2.3522, 47, 57, 76, 95, 151, 284, 340.5, 2, 793, 134, 657, 41.7°
2018-06-07 09:21:24, London, 51.8074, -0.1278, 52, 62, 83, 104, 166, 312, 338.4, 37, 103, 344, 409, 39.5°
2018-06-07 09:21:27, Tunis, 33.8869, 9.5375, 32, 38, 51, 63, 102, 190, 327.8, 15, 509, 276, 657, 49.6°
2018-06-07 10:21:30, Vatican, 41.9029, 12.4534, 32, 39, 52, 65, 104, 195, 344.7, 17, 497, 290, 666, 50.3°
2018-06-07 10:21:34, Venice, 45.4408, 12.3155, 35, 42, 56, 70, 112, 210, 355.5, 17, 457, 299, 642, 49.2°
2018-06-07 10:21:37, Milan, 45.4642, 9.1901, 38, 46, 61, 76, 122, 228, 344.6, 10, 648, 210, 680, 47.1°
2018-06-07 10:21:40, Hamburg, 53.5511, 9.9937, 39, 47, 63, 78, 125, 235, 327.8, 1, 860, 120, 727, 44.7°
2018-06-07 10:21:43, Tirana, 41.3275, 19.8187, 27, 32, 42, 53, 85, 159, 335.6, 4, 898, 135, 872, 55.7°
2018-06-07 10:21:46, Belgrade, 44.7866, 20.4489, 31, 37, 49, 61, 98, 184, 368.5, 24, 308, 398, 648, 54.7°
2018-06-07 10:21:49, Budapest, 47.4979, 19.0402, 31, 37, 49, 62, 99, 186, 351.4, 53, 19, 375, 391, 52.6°
2018-06-07 10:21:52, Warsaw, 52.2297, 21.0122, 30, 36, 48, 60, 96, 181, 333.1, 0, 896, 126, 821, 51.1°
2018-06-07 10:21:55, Alexandria, 31.2001, 29.9187, 20, 23, 31, 39, 63, 117, 328.3, 0, 920, 146, 984, 66.8°
2018-06-07 11:21:58, Istanbul, 41.0082, 28.9784, 23, 28, 37, 47, 75, 140, 346.5, 1, 888, 150, 929, 62.0°
2018-06-07 11:22:01, Odesa, 46.4825, 30.7233, 24, 29, 39, 48, 77, 145, 342.1, 6, 905, 140, 917, 59.7°
2018-06-07 11:22:05, Kiev, 50.4501, 30.5234, 26, 31, 41, 51, 82, 154, 335.2, 23, 362, 390, 691, 56.7°
2018-06-07 11:22:08, St.Peterburg, 59.9343, 30.3351, 40, 48, 64, 81, 129, 242, 401.7, 41, 66, 415, 465, 49.2°
