Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-12 14:03:01, Herzliya, 32.1592, 34.8071, 17, 20, 27, 34, 54, 102, 304.4, 1, 859, 169, 958, 69.7°
2018-06-12 12:03:06, Dakar, 14.7167, 17.4677, 13, 16, 21, 26, 41, 78, 275.7, 0, 928, 158, 1065, 59.0°
2018-06-12 12:03:10, Conakry, 9.6412, 13.5784, 14, 16, 22, 27, 43, 81, 275.5, 41, 71, 542, 610, 60.1°
2018-06-12 14:03:13, Nairobi, -1.2921, 36.8219, 17, 20, 27, 34, 54, 101, 242.8, 17, 544, 306, 752, 57.1°
2018-06-12 12:03:16, Oran, 35.6971, -0.6308, 17, 21, 28, 35, 55, 104, 319.4, 0, 936, 151, 1048, 72.1°
2018-06-12 13:03:20, Valencia, 39.4699, -0.3763, 19, 23, 30, 38, 61, 114, 335.9, 2, 893, 165, 1008, 69.6°
2018-06-12 13:03:22, Bordeaux, 44.8378, -0.5792, 22, 27, 36, 45, 72, 135, 361.9, 63, 5, 357, 361, 65.2°
2018-06-12 13:03:25, Paris, 48.8566, 2.3522, 22, 26, 35, 44, 70, 131, 334, 68, 2, 302, 304, 62.7°
2018-06-12 12:03:28, London, 51.8074, -0.1278, 25, 30, 40, 50, 80, 149, 350.9, 69, 2, 282, 284, 59.6°
2018-06-12 12:03:31, Tunis, 33.8869, 9.5375, 15, 18, 24, 30, 48, 89, 302.5, 0, 923, 158, 1060, 76.0°
2018-06-12 13:03:34, Vatican, 41.9029, 12.4534, 17, 21, 27, 34, 55, 103, 315.8, 6, 779, 217, 951, 71.2°
2018-06-12 13:03:37, Venice, 45.4408, 12.3155, 19, 22, 30, 37, 59, 111, 318, 41, 63, 514, 572, 67.7°
2018-06-12 13:03:40, Milan, 45.4642, 9.1901, 19, 22, 30, 37, 60, 112, 321.5, 29, 223, 491, 697, 67.4°
2018-06-12 13:03:44, Hamburg, 53.5511, 9.9937, 24, 29, 38, 48, 76, 143, 338.1, 57, 11, 384, 394, 59.5°
2018-06-12 13:03:47, Tirana, 41.3275, 19.8187, 18, 21, 28, 36, 57, 107, 325, 1, 913, 153, 1006, 71.2°
2018-06-12 13:03:53, Belgrade, 44.7866, 20.4489, 19, 23, 31, 38, 61, 115, 327.6, 2, 907, 151, 979, 67.7°
2018-06-12 13:03:56, Budapest, 47.4979, 19.0402, 20, 24, 32, 40, 64, 121, 330.2, 7, 901, 149, 961, 65.3°
2018-06-12 13:03:59, Warsaw, 52.2297, 21.0122, 24, 28, 38, 47, 76, 142, 343.9, 9, 696, 235, 834, 60.4°
2018-06-12 13:04:03, Alexandria, 31.2001, 29.9187, 16, 19, 26, 32, 51, 96, 306.7, 4, 902, 158, 1008, 73.7°
2018-06-12 14:04:06, Istanbul, 41.0082, 28.9784, 20, 24, 32, 40, 63, 119, 341.1, 0, 922, 146, 986, 68.1°
2018-06-12 14:04:09, Odesa, 46.4825, 30.7233, 22, 26, 35, 44, 70, 131, 340.8, 5, 890, 148, 926, 63.0°
2018-06-12 14:04:12, Kiev, 50.4501, 30.5234, 25, 30, 40, 50, 80, 151, 352.4, 18, 453, 351, 736, 59.8°
2018-06-12 14:04:15, St.Peterburg, 59.9343, 30.3351, 31, 37, 49, 62, 99, 185, 340.9, 56, 16, 343, 356, 51.5°
