Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), Precipitation (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-23 12:07:22, Herzliya, 32.1592, 34.8071, 14, 17, 23, 29, 46, 87, 11.5233, 295.2, 0, ['0', '%'], 909, 161, 1051, 78.19
2018-06-23 10:07:27, Dakar, 14.7167, 17.4677, 17, 21, 28, 35, 56, 104, 9.606, 281.7, 2, ['0', '%'], 848, 168, 943, 63.68
2018-06-23 10:07:30, Conakry, 9.6412, 13.5784, 19, 23, 30, 38, 60, 113, 8.8506, 271.8, 55, ['96', '%'], 15, 396, 409, 58.03
2018-06-23 12:07:33, Nairobi, -1.2921, 36.8219, 15, 18, 24, 30, 47, 89, 11.2715, 251.4, 9, ['0', '%'], 785, 211, 916, 64.37
2018-06-23 10:07:37, Oran, 35.6971, -0.6308, 31, 37, 50, 62, 100, 187, 5.3549, 321.7, 1, ['0', '%'], 864, 138, 821, 49.86
2018-06-23 11:07:40, Valencia, 39.4699, -0.3763, 31, 37, 49, 62, 99, 185, 5.3937, 319, 0, ['0', '%'], 892, 127, 826, 49.57
2018-06-23 11:07:43, Bordeaux, 44.8378, -0.5792, 33, 39, 52, 65, 104, 196, 5.1128, 323.2, 0, ['0', '%'], 903, 120, 817, 48.23
2018-06-23 11:07:45, Paris, 48.8566, 2.3522, 32, 39, 52, 65, 104, 195, 5.1322, 322.7, 7, ['0', '%'], 885, 126, 812, 48.8
2018-06-23 10:07:49, London, 51.8074, -0.1278, 35, 42, 57, 71, 113, 212, 4.7061, 323.8, 0, None, 886, 122, 779, 46.19
2018-06-23 10:07:52, Tunis, 33.8869, 9.5375, 24, 29, 39, 49, 78, 146, 6.8268, 336.6, 0, ['0', '%'], 880, 145, 911, 58.43
2018-06-23 11:07:55, Vatican, 41.9029, 12.4534, 22, 26, 35, 44, 70, 132, 7.5724, 308.2, 14, ['0', '%'], 565, 296, 783, 58.15
2018-06-23 11:07:58, Venice, 45.4408, 12.3155, 27, 33, 44, 54, 87, 163, 6.1296, 350.6, 6, ['0', '%'], 895, 138, 899, 56.42
2018-06-23 11:08:02, Milan, 45.4642, 9.1901, 27, 32, 43, 54, 86, 161, 6.2264, 328.7, 1, ['0', '%'], 872, 144, 870, 54.49
2018-06-23 11:08:05, Hamburg, 53.5511, 9.9937, 38, 45, 60, 75, 121, 226, 4.4253, 390.7, 46, ['95', '%'], 41, 412, 445, 50.68
2018-06-23 11:08:08, Tirana, 41.3275, 19.8187, 21, 25, 33, 42, 67, 125, 7.9888, 327.9, 19, ['96', '%'], 435, 381, 774, 63.24
2018-06-23 11:08:11, Belgrade, 44.7866, 20.4489, 21, 25, 34, 42, 67, 126, 7.9501, 316.7, 4, ['0', '%'], 842, 171, 922, 61.5
2018-06-23 11:08:15, Budapest, 47.4979, 19.0402, 23, 27, 36, 46, 73, 137, 7.3207, 317.7, 9, ['0', '%'], 719, 223, 848, 58.97
2018-06-23 11:08:18, Warsaw, 52.2297, 21.0122, 27, 32, 43, 54, 87, 162, 6.1587, 349.6, 28, ['32', '%'], 249, 433, 642, 56.43
2018-06-23 11:08:22, Alexandria, 31.2001, 29.9187, 15, 18, 24, 30, 48, 90, 11.0585, 297.2, 0, ['0', '%'], 907, 159, 1041, 75.61
2018-06-23 12:08:26, Istanbul, 41.0082, 28.9784, 19, 23, 30, 38, 61, 114, 8.7829, 329.9, 27, ['30', '%'], 249, 492, 725, 68.59
2018-06-23 12:08:29, Odesa, 46.4825, 30.7233, 20, 24, 32, 40, 64, 120, 8.3568, 321.6, 11, ['84', '%'], 643, 270, 855, 64.74
2018-06-23 12:08:32, Kiev, 50.4501, 30.5234, 21, 25, 33, 41, 66, 123, 8.105, 311.7, 57, ['82', '%'], 12, 389, 400, 61.14
2018-06-23 12:08:35, St.Peterburg, 59.9343, 30.3351, 28, 34, 45, 56, 90, 168, 5.9553, 322.1, 17, ['0', '%'], 470, 315, 689, 52.35
