Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-14 11:48:08, Herzliya, 32.1592, 34.8071, 17, 20, 26, 33, 53, 99, 321.5, 1, 913, 158, 1038, 75.4°
2018-06-14 09:48:11, Dakar, 14.7167, 17.4677, 19, 23, 30, 38, 61, 114, 279.2, 4, 896, 141, 913, 28.0°
2018-06-14 09:48:14, Conakry, 9.6412, 13.5784, 21, 26, 34, 43, 69, 129, 273.5, 39, 84, 449, 516, 29.7°
2018-06-14 11:48:17, Nairobi, -1.2921, 36.8219, 14, 17, 23, 29, 46, 87, 242.6, 51, 23, 460, 481, 63.2°
2018-06-14 09:48:20, Oran, 35.6971, -0.6308, 35, 42, 56, 70, 112, 209, 319.5, 4, 797, 151, 729, 46.4°
2018-06-14 10:48:23, Valencia, 39.4699, -0.3763, 38, 45, 60, 75, 121, 226, 341.3, 0, 893, 117, 762, 46.3°
2018-06-14 10:48:26, Bordeaux, 44.8378, -0.5792, 40, 48, 65, 81, 129, 242, 348.4, 36, 120, 391, 476, 45.2°
2018-06-14 10:48:28, Paris, 48.8566, 2.3522, 38, 45, 60, 75, 120, 226, 340.4, 45, 45, 379, 412, 46.1°
2018-06-14 09:48:30, London, 51.8074, -0.1278, 44, 52, 70, 87, 140, 262, 345.1, 72, 2, 202, 203, 43.8°
2018-06-14 09:48:33, Tunis, 33.8869, 9.5375, 25, 30, 40, 50, 80, 150, 310.8, 2, 881, 136, 853, 54.9°
2018-06-14 10:48:37, Vatican, 41.9029, 12.4534, 27, 32, 43, 54, 86, 161, 338.4, 20, 886, 135, 863, 55.2°
2018-06-14 10:48:40, Venice, 45.4408, 12.3155, 30, 36, 48, 60, 96, 180, 351.8, 48, 35, 413, 442, 53.7°
2018-06-14 10:48:43, Milan, 45.4642, 9.1901, 31, 37, 49, 62, 99, 185, 339.7, 6, 757, 182, 775, 51.7°
2018-06-14 10:48:46, Hamburg, 53.5511, 9.9937, 34, 41, 55, 69, 110, 206, 338.2, 12, 860, 131, 779, 48.5°
2018-06-14 10:48:49, Tirana, 41.3275, 19.8187, 23, 27, 36, 45, 73, 136, 331.6, 8, 904, 141, 927, 60.4°
2018-06-14 10:48:52, Belgrade, 44.7866, 20.4489, 24, 29, 38, 48, 76, 143, 330.1, 72, 1, 252, 253, 59.0°
2018-06-14 10:48:54, Budapest, 47.4979, 19.0402, 25, 30, 40, 50, 81, 151, 329.1, 78, 1, 185, 185, 56.7°
2018-06-14 10:48:57, Warsaw, 52.2297, 21.0122, 28, 33, 44, 55, 88, 165, 336.8, 26, 275, 412, 635, 54.5°
2018-06-14 10:49:00, Alexandria, 31.2001, 29.9187, 17, 21, 27, 34, 55, 103, 320, 0, 914, 153, 1020, 72.3°
2018-06-14 11:49:02, Istanbul, 41.0082, 28.9784, 22, 26, 35, 43, 69, 129, 355.4, 2, 920, 145, 984, 66.3°
2018-06-14 11:49:05, Odesa, 46.4825, 30.7233, 22, 26, 35, 44, 70, 132, 335.6, 1, 897, 146, 947, 63.0°
2018-06-14 11:49:09, Kiev, 50.4501, 30.5234, 24, 29, 39, 49, 78, 147, 344.2, 17, 498, 332, 760, 59.7°
2018-06-14 11:49:14, St.Peterburg, 59.9343, 30.3351, 32, 38, 50, 63, 101, 189, 346.2, 6, 898, 126, 824, 51.4°
