Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), Precipitation (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-22 11:02:03, Herzliya, 32.1592, 34.8071, 18, 21, 28, 35, 56, 105, 9.5003, 299.3, 0, ['0', '%'], 901, 153, 996, 66.07
2018-06-22 09:02:08, Dakar, 14.7167, 17.4677, 27, 33, 44, 55, 88, 165, 6.0624, 280, 13, ['0', '%'], 569, 263, 711, 48.95
2018-06-22 09:02:11, Conakry, 9.6412, 13.5784, 33, 40, 53, 67, 107, 201, 4.9874, 274.8, 11, ['0', '%'], 618, 217, 669, 43.58
2018-06-22 11:02:15, Nairobi, -1.2921, 36.8219, 19, 22, 30, 37, 60, 112, 8.9386, 256.2, 1, ['0', '%'], 938, 132, 933, 56.51
2018-06-22 09:02:18, Oran, 35.6971, -0.6308, 59, 71, 95, 119, 190, 356, 2.8084, 326.5, 4, ['0', '%'], 759, 140, 630, 36.67
2018-06-22 10:02:22, Valencia, 39.4699, -0.3763, 55, 66, 88, 110, 176, 330, 3.0312, 321.7, 0, ['0', '%'], 867, 107, 668, 37.06
2018-06-22 10:02:38, Bordeaux, 44.8378, -0.5792, 58, 70, 93, 116, 186, 349, 2.8665, 320, 1, None, 873, 105, 663, 36.91
2018-06-22 10:02:54, Paris, 48.8566, 2.3522, 52, 63, 84, 105, 168, 315, 3.1764, 324.8, 5, ['0', '%'], 863, 110, 682, 38.58
2018-06-22 09:02:57, London, 51.8074, -0.1278, 60, 71, 95, 119, 191, 357, 2.7988, 327.9, 0, None, 867, 104, 654, 36.6
2018-06-22 09:03:00, Tunis, 33.8869, 9.5375, 41, 49, 65, 82, 131, 245, 4.0771, 352.3, 2, ['0', '%'], 845, 130, 762, 45.08
2018-06-22 10:03:03, Vatican, 41.9029, 12.4534, 37, 45, 60, 75, 119, 224, 4.4644, 338.5, 12, ['0', '%'], 608, 235, 698, 46.71
2018-06-22 10:03:06, Venice, 45.4408, 12.3155, 37, 45, 60, 75, 119, 224, 4.4741, 325.3, 58, ['96', '%'], 9, 315, 322, 45.91
2018-06-22 10:03:11, Milan, 45.4642, 9.1901, 40, 48, 64, 81, 129, 242, 4.1352, 321.9, 14, ['87', '%'], 871, 121, 752, 43.77
2018-06-22 10:03:14, Hamburg, 53.5511, 9.9937, 57, 68, 91, 113, 181, 340, 2.944, 415, 30, ['96', '%'], 188, 371, 504, 42.2
2018-06-22 10:03:18, Tirana, 41.3275, 19.8187, 28, 34, 46, 57, 91, 171, 5.8493, 327.9, 44, ['0', '%'], 50, 437, 478, 52.25
2018-06-22 10:03:21, Belgrade, 44.7866, 20.4489, 28, 34, 45, 57, 91, 170, 5.8784, 316.7, 85, ['96', '%'], 34, 124, 124, 51.62
2018-06-22 10:03:24, Budapest, 47.4979, 19.0402, 31, 37, 49, 61, 98, 184, 5.4329, 317.7, 66, ['0', '%'], 3, 284, 287, 49.73
2018-06-22 10:03:29, Warsaw, 52.2297, 21.0122, 33, 39, 52, 65, 104, 196, 5.1133, 323.1, 7, ['0', '%'], 749, 183, 763, 48.83
2018-06-22 10:03:32, Alexandria, 31.2001, 29.9187, 20, 24, 31, 39, 63, 118, 8.5028, 305, 1, ['0', '%'], 888, 151, 959, 62.5
2018-06-22 11:03:36, Istanbul, 41.0082, 28.9784, 24, 29, 39, 49, 78, 146, 6.8274, 336.8, 46, ['0', '%'], 39, 464, 499, 58.88
2018-06-22 11:03:38, Odesa, 46.4825, 30.7233, 23, 27, 37, 46, 73, 137, 7.3019, 310.2, 22, ['0', '%'], 880, 144, 904, 57.26
2018-06-22 11:03:42, Kiev, 50.4501, 30.5234, 25, 29, 39, 49, 78, 147, 6.7984, 305.5, 17, ['0', '%'], 882, 138, 873, 54.77
2018-06-22 11:03:44, St.Peterburg, 59.9343, 30.3351, 36, 43, 58, 72, 115, 216, 4.6291, 351.7, 24, ['96', '%'], 282, 375, 590, 48.16
