Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-18 14:46:30, Herzliya, 32.1592, 34.8071, 19, 23, 31, 38, 61, 115, 8.7197, 293, 1, 891, 147, 922, 61.3
2018-06-18 12:46:33, Dakar, 14.7167, 17.4677, 14, 17, 23, 28, 45, 85, 11.791, 279.1, 9, 911, 157, 1033, 74.42
2018-06-18 12:46:35, Conakry, 9.6412, 13.5784, 14, 16, 22, 27, 44, 82, 12.2173, 268.8, 30, 194, 529, 714, 73.34
2018-06-18 14:46:38, Nairobi, -1.2921, 36.8219, 23, 28, 37, 46, 74, 139, 7.1986, 251.3, 75, 1, 200, 201, 49.45
2018-06-18 12:46:40, Oran, 35.6971, -0.6308, 16, 19, 26, 32, 52, 97, 10.2602, 322.3, 2, 880, 176, 1031, 77.13
2018-06-18 13:46:42, Valencia, 39.4699, -0.3763, 17, 21, 28, 35, 55, 104, 9.6595, 325, 0, 933, 149, 1041, 73.56
2018-06-18 13:46:44, Bordeaux, 44.8378, -0.5792, 20, 24, 32, 41, 65, 122, 8.2062, 348.4, 46, 46, 491, 533, 68.28
2018-06-18 13:46:46, Paris, 48.8566, 2.3522, 21, 26, 34, 43, 68, 128, 7.7993, 340.1, 33, 153, 501, 639, 64.52
2018-06-18 12:46:48, London, 51.8074, -0.1278, 23, 28, 38, 47, 75, 141, 7.1017, 347.2, 26, 933, 134, 949, 61.44
2018-06-18 12:46:49, Tunis, 33.8869, 9.5375, 16, 19, 26, 32, 51, 96, 10.4056, 321.6, 1, 921, 157, 1055, 78.33
2018-06-18 13:46:52, Vatican, 41.9029, 12.4534, 19, 22, 30, 37, 60, 112, 8.9329, 334.7, 7, 734, 238, 923, 70.11
2018-06-18 13:46:54, Venice, 45.4408, 12.3155, 21, 25, 33, 42, 67, 126, 7.964, 346.6, 17, 490, 358, 807, 66.87
2018-06-18 13:46:56, Milan, 45.4642, 9.1901, 21, 25, 34, 42, 67, 126, 7.9253, 353.8, 5, 906, 150, 983, 67.49
2018-06-18 13:46:58, Hamburg, 53.5511, 9.9937, 24, 29, 39, 49, 78, 146, 6.8692, 342.3, 65, 7, 309, 316, 59.48
2018-06-18 13:47:00, Tirana, 41.3275, 19.8187, 20, 24, 32, 40, 64, 120, 8.3516, 338.2, 42, 85, 487, 565, 67.55
2018-06-18 13:47:02, Belgrade, 44.7866, 20.4489, 21, 25, 34, 42, 67, 126, 7.9447, 335.2, 43, 58, 493, 545, 64.6
2018-06-18 13:47:04, Budapest, 47.4979, 19.0402, 23, 27, 37, 46, 73, 137, 7.2761, 347, 63, 6, 340, 345, 62.95
2018-06-18 13:47:07, Warsaw, 52.2297, 21.0122, 25, 30, 39, 49, 79, 148, 6.753, 339.8, 75, 1, 226, 227, 58.26
2018-06-18 13:47:09, Alexandria, 31.2001, 29.9187, 17, 21, 27, 34, 55, 103, 9.7467, 288.4, 1, 897, 152, 967, 65.43
2018-06-18 14:47:11, Istanbul, 41.0082, 28.9784, 20, 25, 33, 41, 65, 123, 8.1481, 316.2, 5, 772, 199, 879, 62.42
2018-06-18 14:47:13, Odesa, 46.4825, 30.7233, 22, 27, 36, 45, 72, 135, 7.4312, 313.2, 11, 879, 145, 883, 58.26
2018-06-18 14:47:15, Kiev, 50.4501, 30.5234, 27, 32, 43, 53, 85, 160, 6.2685, 335.5, 9, 873, 142, 856, 55.82
2018-06-18 14:47:16, St.Peterburg, 59.9343, 30.3351, 35, 43, 57, 71, 114, 213, 4.699, 347.7, 17, 477, 291, 647, 48.97
