Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-21 14:15:24, Herzliya, 32.1592, 34.8071, 17, 21, 28, 34, 55, 103, 9.6852, 299.3, 0, 891, 155, 977, 67.85
2018-06-21 12:15:27, Dakar, 14.7167, 17.4677, 13, 16, 21, 26, 42, 79, 12.7264, 274.2, 12, 901, 163, 1046, 79.72
2018-06-21 12:15:29, Conakry, 9.6412, 13.5784, 13, 16, 22, 27, 43, 81, 12.3486, 274.8, 6, 772, 225, 970, 76.08
2018-06-21 14:15:31, Nairobi, -1.2921, 36.8219, 19, 22, 30, 37, 60, 112, 8.9201, 250.8, 48, 35, 440, 470, 55.23
2018-06-21 12:15:33, Oran, 35.6971, -0.6308, 17, 20, 27, 34, 54, 102, 9.8402, 320.5, 3, 858, 182, 1005, 73.75
2018-06-21 13:15:35, Valencia, 39.4699, -0.3763, 17, 21, 28, 35, 56, 105, 9.5496, 316.8, 0, 931, 147, 1028, 71.0
2018-06-21 13:15:37, Bordeaux, 44.8378, -0.5792, 19, 22, 30, 37, 60, 112, 8.9491, 314.7, 3, 839, 178, 946, 66.39
2018-06-21 13:15:39, Paris, 48.8566, 2.3522, 21, 25, 33, 41, 66, 124, 8.0872, 324.8, 2, 872, 160, 941, 63.54
2018-06-21 12:15:41, London, 51.8074, -0.1278, 22, 27, 36, 45, 72, 134, 7.4382, 327.9, 21, 421, 380, 746, 60.22
2018-06-21 12:15:44, Tunis, 33.8869, 9.5375, 18, 21, 28, 36, 57, 107, 9.385, 352.3, 1, 908, 161, 1049, 79.39
2018-06-21 13:15:46, Vatican, 41.9029, 12.4534, 19, 23, 30, 38, 60, 113, 8.8813, 340.7, 12, 618, 300, 883, 71.53
2018-06-21 13:15:48, Venice, 45.4408, 12.3155, 19, 23, 30, 38, 61, 113, 8.8135, 323.1, 4, 898, 153, 981, 67.99
2018-06-21 13:15:50, Milan, 45.4642, 9.1901, 19, 23, 31, 39, 62, 116, 8.5908, 330.9, 4, 811, 193, 943, 67.89
2018-06-21 13:15:52, Hamburg, 53.5511, 9.9937, 21, 25, 33, 42, 67, 125, 7.9806, 302.4, 69, 2, 274, 276, 59.86
2018-06-21 13:15:54, Tirana, 41.3275, 19.8187, 19, 23, 30, 38, 60, 113, 8.8329, 337.3, 46, 41, 503, 542, 70.83
2018-06-21 13:15:55, Belgrade, 44.7866, 20.4489, 19, 23, 30, 38, 61, 114, 8.7554, 325.1, 52, 21, 446, 466, 67.46
2018-06-21 13:15:57, Budapest, 47.4979, 19.0402, 19, 23, 30, 38, 61, 114, 8.7651, 314.1, 7, 739, 221, 889, 65.21
2018-06-21 13:16:00, Warsaw, 52.2297, 21.0122, 21, 25, 34, 42, 68, 127, 7.8741, 312.6, 12, 610, 274, 799, 60.32
2018-06-21 13:16:02, Alexandria, 31.2001, 29.9187, 16, 20, 26, 33, 53, 99, 10.1307, 305, 1, 874, 168, 996, 71.97
2018-06-21 14:16:04, Istanbul, 41.0082, 28.9784, 20, 24, 32, 40, 63, 119, 8.4068, 336.8, 11, 656, 269, 869, 67.15
2018-06-21 14:16:09, Odesa, 46.4825, 30.7233, 20, 24, 32, 40, 64, 120, 8.339, 310.2, 22, 351, 412, 720, 62.27
2018-06-21 14:16:11, Kiev, 50.4501, 30.5234, 21, 25, 34, 42, 68, 127, 7.8838, 305.5, 2, 894, 140, 901, 59.21
2018-06-21 14:16:13, St.Peterburg, 59.9343, 30.3351, 32, 39, 51, 64, 103, 193, 5.1913, 351.7, 37, 108, 428, 512, 51.2
