Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-17 18:12:15, Herzliya, 32.1592, 34.8071, 242, 291, 388, 485, 775, 1454, 303.9, 4, 503, 93, 245, 18.1°
2018-06-17 16:12:21, Dakar, 14.7167, 17.4677, 85, 102, 136, 170, 272, 511, 276.9, 1, 710, 106, 429, 60.0°
2018-06-17 16:12:26, Conakry, 9.6412, 13.5784, 70, 85, 113, 141, 226, 423, 268.4, 60, 8, 183, 186, 54.5°
2018-06-17 18:12:31, Nairobi, -1.2921, 36.8219, 2150, 2580, 3440, 4300, 6880, 12900, 247.5, 45, 9, 25, 26, 4.5°
2018-06-17 16:12:36, Oran, 35.6971, -0.6308, 34, 41, 54, 68, 108, 203, 322.3, 2, 851, 130, 747, 47.5°
2018-06-17 17:12:46, Valencia, 39.4699, -0.3763, 36, 43, 57, 71, 114, 214, 325, 20, 384, 317, 591, 46.9°
2018-06-17 17:12:51, Bordeaux, 44.8378, -0.5792, 39, 46, 62, 77, 124, 232, 348.4, 22, 858, 123, 730, 46.1°
2018-06-17 17:12:57, Paris, 48.8566, 2.3522, 44, 53, 71, 88, 141, 265, 347.1, 10, 614, 203, 611, 43.2°
2018-06-17 16:13:03, London, 51.8074, -0.1278, 49, 58, 78, 97, 155, 292, 378.2, 52, 19, 321, 335, 43.9°
2018-06-17 16:13:09, Tunis, 33.8869, 9.5375, 53, 64, 85, 107, 171, 320, 345.2, 4, 816, 116, 623, 38.7°
2018-06-17 17:13:14, Vatican, 41.9029, 12.4534, 60, 72, 96, 120, 192, 360, 347.8, 17, 406, 242, 478, 37.0°
2018-06-17 17:13:20, Venice, 45.4408, 12.3155, 60, 71, 95, 119, 190, 357, 344.4, 8, 775, 119, 574, 36.9°
2018-06-17 17:13:27, Milan, 45.4642, 9.1901, 52, 63, 84, 105, 167, 314, 339.2, 1, 788, 124, 608, 39.1°
2018-06-17 17:13:32, Hamburg, 53.5511, 9.9937, 58, 69, 93, 116, 185, 347, 336.3, 54, 16, 262, 272, 37.4°
2018-06-17 17:13:40, Tirana, 41.3275, 19.8187, 86, 103, 138, 172, 275, 516, 342.3, 53, 16, 218, 226, 31.4°
2018-06-17 17:13:46, Belgrade, 44.7866, 20.4489, 84, 101, 135, 169, 270, 506, 335.2, 31, 747, 105, 477, 31.1°
2018-06-17 17:13:51, Budapest, 47.4979, 19.0402, 82, 98, 131, 164, 262, 491, 347, 23, 261, 250, 384, 32.2°
2018-06-17 17:13:58, Warsaw, 52.2297, 21.0122, 93, 112, 149, 186, 298, 558, 343.9, 34, 109, 261, 315, 30.9°
2018-06-17 17:14:05, Alexandria, 31.2001, 29.9187, 167, 200, 267, 334, 534, 1002, 288.4, 4, 657, 88, 318, 21.5°
2018-06-17 18:14:11, Istanbul, 41.0082, 28.9784, 146, 175, 233, 292, 466, 875, 334.9, 22, 221, 190, 279, 24.4°
2018-06-17 18:14:16, Odesa, 46.4825, 30.7233, 150, 179, 239, 299, 479, 897, 343, 71, 3, 99, 100, 24.1°
2018-06-17 18:14:21, Kiev, 50.4501, 30.5234, 155, 186, 248, 310, 496, 930, 354.1, 21, 253, 189, 290, 24.8°
2018-06-17 18:14:26, St.Peterburg, 59.9343, 30.3351, 135, 163, 217, 271, 433, 813, 338.5, 19, 309, 186, 316, 25.7°
