Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-19 18:21:59, Herzliya, 32.1592, 34.8071, 297, 356, 475, 593, 949, 1780, 0.5619, 293, 5, 520, 90, 247, 16.35
2018-06-19 16:22:02, Dakar, 14.7167, 17.4677, 101, 121, 162, 202, 324, 607, 1.6469, 279.1, 53, 17, 196, 204, 26.13
2018-06-19 16:22:04, Conakry, 9.6412, 13.5784, 89, 107, 143, 178, 285, 535, 1.8697, 268.8, 22, 275, 231, 365, 27.92
2018-06-19 18:22:07, Nairobi, -1.2921, 36.8219, 3441, 4129, 5505, 6882, 11011, 20645, 0.0484, 251.3, 38, 33, 26, 32, 2.35
2018-06-19 16:22:09, Oran, 35.6971, -0.6308, 33, 40, 53, 67, 107, 200, 4.9987, 296.3, 1, 855, 129, 749, 45.77
2018-06-19 17:22:11, Valencia, 39.4699, -0.3763, 33, 40, 53, 67, 107, 200, 4.9987, 296.3, 3, 864, 125, 745, 45.3
2018-06-19 17:22:13, Bordeaux, 44.8378, -0.5792, 35, 42, 56, 70, 112, 210, 4.7662, 296.3, 1, 827, 134, 719, 44.65
2018-06-19 17:22:15, Paris, 48.8566, 2.3522, 47, 57, 76, 95, 152, 284, 3.5165, 340.1, 2, 805, 132, 671, 41.86
2018-06-19 16:22:17, London, 51.8074, -0.1278, 46, 55, 74, 92, 148, 277, 3.6037, 347.2, 38, 97, 374, 441, 42.63
2018-06-19 16:22:20, Tunis, 33.8869, 9.5375, 55, 66, 88, 110, 176, 330, 3.0321, 321.6, 5, 812, 118, 622, 37.33
2018-06-19 17:22:22, Vatican, 41.9029, 12.4534, 65, 78, 103, 129, 207, 388, 2.5768, 334.7, 40, 83, 297, 346, 35.45
2018-06-19 17:22:24, Venice, 45.4408, 12.3155, 67, 81, 108, 134, 215, 403, 2.48, 346.6, 5, 796, 113, 580, 35.52
2018-06-19 17:22:27, Milan, 45.4642, 9.1901, 61, 73, 98, 122, 196, 367, 2.7222, 353.8, 4, 716, 147, 588, 37.7
2018-06-19 17:22:28, Hamburg, 53.5511, 9.9937, 63, 75, 100, 125, 200, 375, 2.664, 342.3, 24, 272, 285, 444, 36.24
2018-06-19 17:22:30, Tirana, 41.3275, 19.8187, 98, 118, 157, 197, 315, 590, 1.6953, 338.2, 40, 55, 258, 286, 29.89
2018-06-19 17:22:32, Belgrade, 44.7866, 20.4489, 85, 102, 136, 170, 273, 511, 1.9569, 296.3, 22, 270, 237, 372, 29.75
2018-06-19 17:22:34, Budapest, 47.4979, 19.0402, 79, 95, 126, 158, 253, 474, 2.1118, 296.3, 26, 221, 257, 369, 30.87
2018-06-19 17:22:36, Warsaw, 52.2297, 21.0122, 98, 118, 157, 197, 315, 590, 1.6953, 339.8, 62, 6, 180, 184, 29.7
2018-06-19 17:22:38, Alexandria, 31.2001, 29.9187, 212, 255, 340, 425, 680, 1274, 0.7847, 296.3, 5, 660, 86, 320, 19.92
2018-06-19 18:22:39, Istanbul, 41.0082, 28.9784, 151, 181, 241, 302, 483, 906, 1.1044, 316.2, 4, 566, 116, 343, 23.01
2018-06-19 18:22:41, Odesa, 46.4825, 30.7233, 164, 197, 262, 328, 524, 983, 1.0172, 313.2, 1, 660, 96, 355, 22.82
2018-06-19 18:22:44, Kiev, 50.4501, 30.5234, 159, 191, 255, 319, 510, 956, 1.0462, 335.5, 11, 453, 146, 328, 23.61
2018-06-19 18:22:46, St.Peterburg, 59.9343, 30.3351, 152, 183, 244, 305, 487, 914, 1.0947, 347.7, 63, 5, 142, 144, 24.8
