Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-19 17:22:10, Herzliya, 32.1592, 34.8071, 91, 109, 146, 182, 291, 546, 1.8309, 293, 6, 728, 109, 468, 28.6
2018-06-19 15:22:13, Dakar, 14.7167, 17.4677, 42, 50, 67, 84, 134, 251, 3.9912, 279.1, 2, 779, 137, 649, 39.83
2018-06-19 15:22:15, Conakry, 9.6412, 13.5784, 36, 43, 57, 72, 115, 216, 4.6403, 268.8, 27, 216, 355, 503, 41.59
2018-06-19 17:22:18, Nairobi, -1.2921, 36.8219, 292, 350, 467, 583, 933, 1750, 0.5716, 251.3, 49, 22, 131, 139, 16.0
2018-06-19 15:22:20, Oran, 35.6971, -0.6308, 22, 26, 34, 43, 69, 129, 7.7305, 296.3, 0, 900, 140, 907, 57.79
2018-06-19 16:22:23, Valencia, 39.4699, -0.3763, 22, 27, 36, 44, 71, 133, 7.498, 296.3, 0, 902, 137, 892, 56.58
2018-06-19 16:22:24, Bordeaux, 44.8378, -0.5792, 24, 28, 38, 47, 76, 142, 7.0427, 296.3, 2, 878, 141, 858, 54.7
2018-06-19 16:22:26, Paris, 48.8566, 2.3522, 31, 37, 50, 62, 99, 186, 5.3862, 340.1, 13, 580, 260, 711, 51.11
2018-06-19 15:22:29, London, 51.8074, -0.1278, 33, 39, 53, 66, 105, 197, 5.0762, 347.2, 35, 144, 429, 543, 50.99
2018-06-19 15:22:30, Tunis, 33.8869, 9.5375, 31, 37, 50, 62, 100, 187, 5.3571, 321.6, 3, 876, 132, 809, 49.73
2018-06-19 16:22:32, Vatican, 41.9029, 12.4534, 37, 44, 59, 74, 118, 221, 4.524, 334.7, 63, 6, 268, 273, 46.54
2018-06-19 16:22:34, Venice, 45.4408, 12.3155, 40, 48, 64, 80, 128, 241, 4.1559, 346.6, 2, 855, 128, 743, 45.91
2018-06-19 16:22:37, Milan, 45.4642, 9.1901, 36, 43, 58, 72, 116, 217, 4.6015, 353.8, 3, 856, 132, 768, 48.02
2018-06-19 16:22:39, Hamburg, 53.5511, 9.9937, 41, 50, 66, 83, 132, 248, 4.0299, 342.3, 42, 56, 379, 419, 44.75
2018-06-19 16:22:42, Tirana, 41.3275, 19.8187, 47, 57, 75, 94, 151, 283, 3.5359, 338.2, 56, 13, 288, 297, 41.1
2018-06-19 16:22:44, Belgrade, 44.7866, 20.4489, 42, 51, 68, 85, 136, 255, 3.9234, 296.3, 6, 693, 166, 616, 40.34
2018-06-19 16:22:47, Budapest, 47.4979, 19.0402, 42, 51, 68, 85, 136, 255, 3.9234, 296.3, 36, 95, 359, 421, 40.93
2018-06-19 16:22:48, Warsaw, 52.2297, 21.0122, 55, 66, 89, 111, 177, 332, 3.0128, 339.8, 74, 2, 166, 167, 38.79
2018-06-19 16:22:50, Alexandria, 31.2001, 29.9187, 69, 82, 110, 137, 219, 411, 2.4315, 296.3, 5, 782, 110, 542, 32.38
2018-06-19 17:22:51, Istanbul, 41.0082, 28.9784, 65, 78, 103, 129, 207, 388, 2.5768, 316.2, 18, 368, 245, 455, 34.19
2018-06-19 17:22:54, Odesa, 46.4825, 30.7233, 68, 82, 109, 137, 218, 410, 2.4412, 313.2, 4, 785, 110, 538, 33.06
2018-06-19 17:22:55, Kiev, 50.4501, 30.5234, 74, 88, 118, 147, 235, 441, 2.2668, 335.5, 27, 200, 282, 391, 33.1
2018-06-19 17:22:57, St.Peterburg, 59.9343, 30.3351, 82, 98, 131, 164, 262, 492, 2.0343, 347.7, 71, 2, 152, 153, 32.27
