Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-14 13:48:31, Herzliya, 32.1592, 34.8071, 17, 21, 28, 34, 55, 103, 321.5, 0, 909, 158, 1022, 72.6°
2018-06-14 11:48:35, Dakar, 14.7167, 17.4677, 13, 16, 21, 26, 42, 79, 279.2, 5, 919, 160, 1064, 55.6°
2018-06-14 11:48:38, Conakry, 9.6412, 13.5784, 14, 16, 22, 27, 43, 81, 273.5, 18, 448, 409, 842, 56.8°
2018-06-14 13:48:41, Nairobi, -1.2921, 36.8219, 16, 19, 26, 32, 51, 96, 242.6, 43, 57, 491, 541, 59.3°
2018-06-14 11:48:44, Oran, 35.6971, -0.6308, 18, 22, 29, 36, 57, 108, 319.5, 0, 928, 147, 1016, 69.7°
2018-06-14 12:48:47, Valencia, 39.4699, -0.3763, 20, 24, 32, 40, 64, 121, 341.3, 0, 935, 142, 1005, 67.6°
2018-06-14 12:48:51, Bordeaux, 44.8378, -0.5792, 22, 27, 36, 45, 72, 135, 348.4, 62, 9, 351, 359, 63.7°
2018-06-14 12:48:53, Paris, 48.8566, 2.3522, 23, 27, 37, 46, 73, 137, 340.4, 45, 50, 468, 512, 61.6°
2018-06-14 11:48:57, London, 51.8074, -0.1278, 25, 30, 40, 50, 81, 151, 345.1, 67, 4, 292, 295, 58.6°
2018-06-14 11:49:00, Tunis, 33.8869, 9.5375, 16, 19, 25, 31, 50, 93, 310.8, 2, 915, 158, 1047, 75.0°
2018-06-14 12:49:03, Vatican, 41.9029, 12.4534, 19, 23, 30, 38, 61, 113, 338.4, 11, 639, 291, 893, 70.8°
2018-06-14 12:49:06, Venice, 45.4408, 12.3155, 21, 25, 33, 42, 67, 125, 351.8, 10, 674, 263, 883, 67.4°
2018-06-14 12:49:09, Milan, 45.4642, 9.1901, 20, 25, 33, 41, 65, 123, 339.7, 17, 910, 149, 983, 66.7°
2018-06-14 12:49:12, Hamburg, 53.5511, 9.9937, 24, 29, 38, 48, 77, 143, 338.2, 17, 489, 337, 756, 59.2°
2018-06-14 12:49:15, Tirana, 41.3275, 19.8187, 18, 22, 29, 36, 58, 109, 331.6, 5, 812, 204, 973, 71.9°
2018-06-14 12:49:17, Belgrade, 44.7866, 20.4489, 19, 23, 30, 38, 61, 114, 330.1, 35, 129, 525, 645, 68.3°
2018-06-14 12:49:21, Budapest, 47.4979, 19.0402, 20, 24, 32, 40, 64, 121, 329.1, 84, 31, 146, 146, 65.8°
2018-06-14 12:49:24, Warsaw, 52.2297, 21.0122, 23, 28, 37, 46, 74, 139, 336.8, 42, 65, 482, 540, 60.9°
2018-06-14 12:49:27, Alexandria, 31.2001, 29.9187, 16, 20, 26, 33, 52, 98, 320, 0, 919, 158, 1050, 76.5°
2018-06-14 13:49:30, Istanbul, 41.0082, 28.9784, 20, 25, 33, 41, 65, 123, 355.4, 1, 905, 157, 1001, 69.9°
2018-06-14 13:49:33, Odesa, 46.4825, 30.7233, 21, 25, 34, 42, 67, 126, 335.6, 1, 902, 148, 959, 64.5°
2018-06-14 13:49:37, Kiev, 50.4501, 30.5234, 23, 28, 37, 46, 74, 139, 344.2, 20, 396, 390, 734, 61.0°
2018-06-14 13:49:40, St.Peterburg, 59.9343, 30.3351, 30, 37, 49, 61, 98, 183, 346.2, 6, 898, 129, 835, 52.3°
