Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-10 17:13:09, Herzliya, 32.1592, 34.8071, 83, 100, 133, 166, 266, 498, 290.8, 6, 743, 105, 461, 29.7°
2018-06-10 15:13:15, Dakar, 14.7167, 17.4677, 38, 46, 61, 76, 122, 229, 282.2, 3, 834, 122, 669, 72.6°
2018-06-10 15:13:19, Conakry, 9.6412, 13.5784, 34, 41, 54, 68, 109, 204, 278.4, 21, 832, 127, 692, 66.7°
2018-06-10 17:13:24, Nairobi, -1.2921, 36.8219, 229, 275, 366, 458, 733, 1374, 257.8, 31, 125, 150, 185, 17.5°
2018-06-10 15:13:28, Oran, 35.6971, -0.6308, 24, 28, 38, 47, 76, 142, 327.5, 1, 881, 148, 891, 58.8°
2018-06-10 16:13:33, Valencia, 39.4699, -0.3763, 23, 28, 37, 46, 74, 139, 315.3, 4, 813, 175, 849, 57.5°
2018-06-10 16:13:37, Bordeaux, 44.8378, -0.5792, 26, 31, 41, 51, 82, 154, 326.9, 39, 87, 452, 524, 55.4°
2018-06-10 16:13:41, Paris, 48.8566, 2.3522, 31, 37, 49, 62, 99, 185, 340.8, 34, 186, 384, 526, 51.7°
2018-06-10 15:13:46, London, 51.8074, -0.1278, 33, 40, 54, 67, 107, 201, 364.1, 15, 545, 280, 697, 51.6°
2018-06-10 15:13:50, Tunis, 33.8869, 9.5375, 29, 35, 47, 59, 94, 176, 315.2, 7, 874, 133, 806, 50.0°
2018-06-10 16:13:54, Vatican, 41.9029, 12.4534, 40, 48, 64, 80, 127, 239, 370.9, 1, 856, 130, 747, 47.4°
2018-06-10 16:13:58, Venice, 45.4408, 12.3155, 37, 45, 60, 75, 120, 225, 339.3, 6, 858, 126, 732, 46.6°
2018-06-10 16:14:03, Milan, 45.4642, 9.1901, 36, 43, 58, 72, 116, 217, 353.5, 12, 572, 248, 667, 48.7°
2018-06-10 16:14:07, Hamburg, 53.5511, 9.9937, 38, 45, 60, 76, 121, 227, 329.8, 22, 309, 336, 551, 45.2°
2018-06-10 16:14:11, Tirana, 41.3275, 19.8187, 46, 55, 73, 91, 146, 273, 343.9, 26, 246, 333, 495, 42.0°
2018-06-10 16:14:17, Belgrade, 44.7866, 20.4489, 45, 55, 73, 91, 145, 273, 328.3, 65, 6, 224, 228, 41.1°
2018-06-10 16:14:22, Budapest, 47.4979, 19.0402, 45, 54, 73, 91, 145, 272, 327.7, 37, 105, 347, 415, 41.6°
2018-06-10 16:14:27, Warsaw, 52.2297, 21.0122, 52, 62, 83, 104, 167, 312, 338.5, 9, 622, 183, 570, 39.4°
2018-06-10 16:14:31, Alexandria, 31.2001, 29.9187, 62, 75, 100, 124, 199, 373, 289.1, 5, 669, 144, 507, 33.4°
2018-06-10 17:14:36, Istanbul, 41.0082, 28.9784, 60, 72, 96, 120, 192, 360, 313.3, 21, 336, 250, 435, 35.0°
2018-06-10 17:14:40, Odesa, 46.4825, 30.7233, 76, 91, 122, 152, 243, 456, 346.1, 26, 208, 275, 390, 33.8°
2018-06-10 17:14:44, Kiev, 50.4501, 30.5234, 75, 90, 120, 150, 240, 450, 341.1, 34, 799, 105, 536, 33.7°
2018-06-10 17:14:48, St.Peterburg, 59.9343, 30.3351, 90, 109, 145, 181, 289, 543, 381.2, 16, 429, 210, 436, 32.6°
