Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-20 12:38:07, Herzliya, 32.1592, 34.8071, 15, 17, 23, 29, 47, 87, 11.4395, 303.2, 0, 914, 161, 1059, 81.21
2018-06-20 10:38:10, Dakar, 14.7167, 17.4677, 15, 18, 24, 30, 48, 89, 11.207, 277.3, 3, 830, 188, 979, 70.5
2018-06-20 10:38:12, Conakry, 9.6412, 13.5784, 18, 22, 29, 36, 58, 108, 9.2213, 296.3, 16, 504, 348, 810, 64.56
2018-06-20 12:38:14, Nairobi, -1.2921, 36.8219, 18, 21, 28, 35, 57, 106, 9.4247, 296.3, 23, 379, 429, 770, 65.26
2018-06-20 10:38:16, Oran, 35.6971, -0.6308, 24, 28, 38, 47, 76, 142, 7.0419, 312.5, 1, 887, 143, 899, 56.15
2018-06-20 11:38:17, Valencia, 39.4699, -0.3763, 23, 27, 37, 46, 73, 137, 7.2744, 296.3, 0, 919, 131, 902, 55.44
2018-06-20 11:38:20, Bordeaux, 44.8378, -0.5792, 24, 29, 39, 49, 78, 147, 6.8191, 296.3, 2, 894, 133, 869, 53.45
2018-06-20 11:38:21, Paris, 48.8566, 2.3522, 27, 33, 43, 54, 87, 163, 6.1411, 323.5, 3, 895, 132, 866, 53.37
2018-06-20 10:38:24, London, 51.8074, -0.1278, 31, 37, 50, 62, 99, 186, 5.3856, 330, 38, 97, 441, 517, 50.47
2018-06-20 10:38:26, Tunis, 33.8869, 9.5375, 22, 26, 35, 44, 70, 132, 7.5843, 348.3, 1, 889, 153, 967, 64.72
2018-06-20 11:38:28, Vatican, 41.9029, 12.4534, 21, 26, 34, 43, 68, 128, 7.7974, 334.4, 8, 892, 148, 955, 63.15
2018-06-20 11:38:30, Venice, 45.4408, 12.3155, 22, 26, 35, 44, 71, 132, 7.5553, 323.1, 1, 859, 158, 919, 60.86
2018-06-20 11:38:32, Milan, 45.4642, 9.1901, 22, 27, 36, 45, 71, 134, 7.4681, 319.6, 1, 873, 150, 912, 59.15
2018-06-20 11:38:34, Hamburg, 53.5511, 9.9937, 24, 29, 39, 48, 78, 145, 6.8772, 302.4, 29, 195, 443, 604, 54.13
2018-06-20 11:38:36, Tirana, 41.3275, 19.8187, 20, 23, 31, 39, 62, 117, 8.5336, 332.8, 18, 500, 353, 820, 67.64
2018-06-20 11:38:38, Belgrade, 44.7866, 20.4489, 20, 24, 32, 40, 65, 121, 8.2624, 330.8, 7, 886, 155, 966, 65.22
2018-06-20 11:38:40, Budapest, 47.4979, 19.0402, 21, 26, 34, 43, 68, 128, 7.8168, 327.4, 8, 901, 145, 948, 62.45
2018-06-20 11:38:42, Warsaw, 52.2297, 21.0122, 20, 24, 33, 41, 65, 122, 8.1752, 296.3, 9, 688, 234, 828, 59.05
2018-06-20 11:38:43, Alexandria, 31.2001, 29.9187, 14, 17, 23, 29, 46, 86, 11.6816, 296.3, 1, 910, 163, 1058, 80.63
2018-06-20 12:38:45, Istanbul, 41.0082, 28.9784, 16, 19, 25, 32, 51, 95, 10.5096, 296.3, 3, 822, 192, 973, 71.51
2018-06-20 12:38:47, Odesa, 46.4825, 30.7233, 19, 23, 31, 39, 62, 116, 8.6498, 323.1, 4, 792, 199, 925, 66.59
2018-06-20 12:38:49, Kiev, 50.4501, 30.5234, 20, 25, 33, 41, 65, 123, 8.1461, 316, 15, 527, 327, 795, 62.67
2018-06-20 12:38:50, St.Peterburg, 59.9343, 30.3351, 27, 33, 44, 55, 88, 165, 6.0733, 326.9, 3, 902, 128, 850, 53.3
