Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-11 15:06:20, Herzliya, 32.1592, 34.8071, 22, 26, 35, 43, 69, 130, 290.8, 5, 867, 143, 845, 56.6°
2018-06-11 13:06:23, Dakar, 14.7167, 17.4677, 15, 18, 24, 30, 48, 89, 277.6, 0, 923, 149, 1000, 72.9°
2018-06-11 13:06:26, Conakry, 9.6412, 13.5784, 15, 17, 23, 29, 46, 87, 272.1, 79, 1, 209, 210, 72.2°
2018-06-11 15:06:29, Nairobi, -1.2921, 36.8219, 28, 34, 45, 56, 90, 169, 257.8, 43, 929, 107, 746, 45.3°
2018-06-11 13:06:32, Oran, 35.6971, -0.6308, 17, 21, 27, 34, 55, 103, 337.9, 1, 917, 162, 1050, 77.4°
2018-06-11 14:06:35, Valencia, 39.4699, -0.3763, 17, 20, 27, 33, 53, 100, 315.3, 9, 718, 257, 940, 73.6°
2018-06-11 14:06:38, Bordeaux, 44.8378, -0.5792, 19, 22, 30, 37, 60, 112, 326.9, 56, 12, 423, 435, 68.2°
2018-06-11 14:06:41, Paris, 48.8566, 2.3522, 20, 24, 31, 39, 63, 118, 317.7, 85, 63, 145, 145, 64.0°
2018-06-11 13:06:44, London, 51.8074, -0.1278, 23, 28, 37, 47, 75, 140, 346.3, 0, 935, 135, 949, 61.6°
2018-06-11 13:06:47, Tunis, 33.8869, 9.5375, 16, 19, 26, 32, 52, 97, 315.2, 3, 919, 155, 1037, 72.8°
2018-06-11 14:06:50, Vatican, 41.9029, 12.4534, 18, 22, 29, 37, 59, 110, 315.8, 1, 897, 155, 971, 67.8°
2018-06-11 14:06:53, Venice, 45.4408, 12.3155, 20, 24, 31, 39, 63, 118, 318, 1, 888, 152, 940, 64.9°
2018-06-11 14:06:56, Milan, 45.4642, 9.1901, 19, 22, 30, 37, 60, 112, 310, 57, 34, 380, 411, 65.9°
2018-06-11 14:06:59, Hamburg, 53.5511, 9.9937, 24, 29, 39, 49, 78, 146, 335, 7, 743, 206, 830, 58.3°
2018-06-11 14:07:01, Tirana, 41.3275, 19.8187, 21, 25, 33, 41, 66, 123, 330, 15, 543, 322, 800, 64.3°
2018-06-11 14:07:05, Belgrade, 44.7866, 20.4489, 23, 28, 37, 47, 75, 140, 346.9, 19, 431, 369, 737, 61.7°
2018-06-11 14:07:08, Budapest, 47.4979, 19.0402, 23, 27, 36, 45, 72, 135, 329.7, 29, 208, 463, 640, 60.4°
2018-06-11 14:07:11, Warsaw, 52.2297, 21.0122, 26, 31, 42, 52, 83, 156, 338.5, 40, 78, 451, 515, 56.0°
2018-06-11 14:07:14, Alexandria, 31.2001, 29.9187, 19, 23, 31, 39, 62, 116, 289.1, 2, 891, 144, 903, 60.6°
2018-06-11 15:07:17, Istanbul, 41.0082, 28.9784, 22, 27, 36, 45, 72, 134, 313.3, 1, 875, 148, 873, 58.6°
2018-06-11 15:07:20, Odesa, 46.4825, 30.7233, 28, 34, 45, 57, 91, 170, 345.6, 5, 875, 138, 833, 54.9°
2018-06-11 15:07:23, Kiev, 50.4501, 30.5234, 31, 37, 49, 61, 98, 184, 348.5, 5, 791, 167, 779, 52.8°
2018-06-11 15:07:25, St.Peterburg, 59.9343, 30.3351, 38, 46, 61, 77, 123, 230, 346.1, 26, 249, 366, 543, 46.8°
