Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-14 16:49:17, Herzliya, 32.1592, 34.8071, 62, 74, 99, 124, 198, 371, 321.5, 4, 790, 115, 572, 35.1°
2018-06-14 14:49:21, Dakar, 14.7167, 17.4677, 29, 34, 46, 57, 91, 171, 279.2, 11, 854, 132, 766, 77.3°
2018-06-14 14:49:25, Conakry, 9.6412, 13.5784, 27, 32, 43, 53, 85, 160, 273.5, 16, 497, 287, 668, 71.1°
2018-06-14 16:49:27, Nairobi, -1.2921, 36.8219, 113, 136, 181, 226, 362, 679, 242.6, 15, 449, 156, 340, 23.1°
2018-06-14 14:49:31, Oran, 35.6971, -0.6308, 20, 24, 32, 40, 65, 121, 319.5, 0, 915, 145, 965, 63.8°
2018-06-14 15:49:34, Valencia, 39.4699, -0.3763, 22, 27, 36, 45, 72, 134, 341.3, 0, 922, 140, 952, 62.1°
2018-06-14 15:49:37, Bordeaux, 44.8378, -0.5792, 25, 30, 40, 50, 79, 149, 348.4, 33, 161, 477, 615, 59.4°
2018-06-14 15:49:40, Paris, 48.8566, 2.3522, 27, 32, 43, 54, 87, 162, 340.4, 28, 231, 433, 622, 55.3°
2018-06-14 14:49:44, London, 51.8074, -0.1278, 28, 34, 45, 57, 91, 170, 345.1, 6, 777, 187, 819, 54.9°
2018-06-14 14:49:47, Tunis, 33.8869, 9.5375, 23, 28, 38, 47, 75, 141, 310.8, 1, 856, 155, 869, 55.1°
2018-06-14 15:49:50, Vatican, 41.9029, 12.4534, 30, 36, 47, 59, 95, 178, 338.4, 92, 41, 62, 62, 52.1°
2018-06-14 15:49:53, Venice, 45.4408, 12.3155, 32, 38, 51, 64, 103, 192, 351.8, 13, 859, 138, 804, 51.0°
2018-06-14 15:49:57, Milan, 45.4642, 9.1901, 29, 34, 46, 57, 92, 172, 339.7, 3, 819, 160, 812, 53.0°
2018-06-14 15:50:00, Hamburg, 53.5511, 9.9937, 34, 41, 55, 69, 110, 206, 338.2, 17, 459, 302, 645, 48.7°
2018-06-14 15:50:04, Tirana, 41.3275, 19.8187, 36, 44, 58, 73, 117, 219, 331.6, 95, 426, 34, 34, 46.8°
2018-06-14 15:50:08, Belgrade, 44.7866, 20.4489, 38, 45, 61, 76, 121, 227, 330.1, 50, 23, 347, 363, 45.7°
2018-06-14 15:50:11, Budapest, 47.4979, 19.0402, 38, 45, 60, 76, 121, 227, 329.1, 77, 101, 172, 173, 45.9°
2018-06-14 15:50:15, Warsaw, 52.2297, 21.0122, 42, 51, 68, 85, 136, 255, 336.8, 63, 7, 254, 259, 43.3°
2018-06-14 15:50:18, Alexandria, 31.2001, 29.9187, 52, 62, 83, 104, 166, 311, 320, 2, 837, 116, 649, 38.9°
2018-06-14 16:50:21, Istanbul, 41.0082, 28.9784, 52, 63, 84, 105, 168, 314, 355.4, 1, 812, 124, 647, 40.0°
2018-06-14 16:50:25, Odesa, 46.4825, 30.7233, 55, 65, 87, 109, 175, 327, 335.6, 3, 823, 115, 622, 38.3°
2018-06-14 16:50:29, Kiev, 50.4501, 30.5234, 59, 71, 95, 119, 190, 357, 344.2, 53, 15, 275, 285, 37.9°
2018-06-14 16:50:32, St.Peterburg, 59.9343, 30.3351, 67, 81, 107, 134, 215, 403, 346.2, 1, 819, 110, 587, 35.9°
