Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-17 17:52:15, Herzliya, 32.1592, 34.8071, 159, 191, 255, 319, 510, 956, 303.9, 5, 628, 103, 354, 22.2°
2018-06-17 15:52:20, Dakar, 14.7167, 17.4677, 63, 76, 101, 126, 202, 379, 276.9, 9, 786, 113, 552, 64.5°
2018-06-17 15:52:24, Conakry, 9.6412, 13.5784, 54, 64, 86, 107, 171, 321, 268.4, 65, 4, 203, 206, 58.9°
2018-06-17 17:52:27, Nairobi, -1.2921, 36.8219, 717, 860, 1147, 1433, 2293, 4300, 247.5, 65, 4, 49, 50, 9.0°
2018-06-17 15:52:30, Oran, 35.6971, -0.6308, 29, 35, 46, 58, 93, 174, 322.3, 2, 876, 136, 831, 51.6°
2018-06-17 16:52:34, Valencia, 39.4699, -0.3763, 30, 36, 49, 61, 97, 182, 325, 21, 371, 356, 646, 50.8°
2018-06-17 16:52:38, Bordeaux, 44.8378, -0.5792, 34, 41, 55, 68, 109, 205, 348.4, 1, 851, 140, 792, 49.5°
2018-06-17 16:52:42, Paris, 48.8566, 2.3522, 38, 46, 62, 77, 123, 231, 347.1, 14, 526, 261, 643, 46.4°
2018-06-17 15:52:47, London, 51.8074, -0.1278, 42, 51, 68, 85, 136, 255, 378.2, 46, 39, 385, 413, 46.9°
2018-06-17 15:52:51, Tunis, 33.8869, 9.5375, 44, 53, 70, 88, 140, 263, 345.2, 2, 847, 125, 719, 42.7°
2018-06-17 16:52:55, Vatican, 41.9029, 12.4534, 51, 61, 82, 102, 163, 306, 347.8, 22, 322, 309, 522, 40.7°
2018-06-17 16:53:01, Venice, 45.4408, 12.3155, 51, 61, 81, 101, 162, 304, 344.4, 1, 788, 134, 652, 40.5°
2018-06-17 16:53:05, Milan, 45.4642, 9.1901, 45, 54, 72, 90, 144, 270, 339.2, 1, 821, 131, 690, 42.6°
2018-06-17 16:53:07, Hamburg, 53.5511, 9.9937, 49, 59, 79, 99, 158, 296, 336.3, 46, 44, 330, 358, 40.3°
2018-06-17 16:53:11, Tirana, 41.3275, 19.8187, 66, 80, 106, 133, 213, 398, 342.3, 46, 38, 288, 310, 35.2°
2018-06-17 16:53:14, Belgrade, 44.7866, 20.4489, 69, 83, 111, 138, 221, 414, 335.2, 2, 744, 128, 557, 34.8°
2018-06-17 16:53:17, Budapest, 47.4979, 19.0402, 67, 81, 108, 135, 216, 405, 347, 21, 309, 276, 459, 35.6°
2018-06-17 16:53:22, Warsaw, 52.2297, 21.0122, 71, 85, 113, 142, 227, 425, 343.9, 22, 298, 266, 435, 34.0°
2018-06-17 16:53:25, Alexandria, 31.2001, 29.9187, 114, 137, 182, 228, 365, 683, 288.4, 5, 734, 99, 432, 25.8°
2018-06-17 17:53:29, Istanbul, 41.0082, 28.9784, 105, 126, 168, 210, 336, 629, 334.9, 30, 139, 252, 319, 28.3°
2018-06-17 17:53:31, Odesa, 46.4825, 30.7233, 116, 139, 186, 232, 372, 697, 343, 78, 146, 94, 94, 27.6°
2018-06-17 17:53:34, Kiev, 50.4501, 30.5234, 111, 133, 178, 222, 355, 666, 354.1, 12, 481, 171, 398, 28.1°
2018-06-17 17:53:38, St.Peterburg, 59.9343, 30.3351, 106, 127, 170, 212, 340, 637, 338.5, 10, 521, 161, 409, 28.3°
