Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-18 13:46:39, Herzliya, 32.1592, 34.8071, 15, 18, 24, 30, 49, 91, 10.9578, 293, 1, 907, 157, 1021, 73.31
2018-06-18 11:46:47, Dakar, 14.7167, 17.4677, 13, 16, 21, 26, 42, 79, 12.6533, 279.1, 9, 917, 161, 1062, 81.24
2018-06-18 11:46:49, Conakry, 9.6412, 13.5784, 13, 16, 21, 27, 43, 80, 12.5371, 268.8, 12, 620, 309, 906, 75.39
2018-06-18 13:46:51, Nairobi, -1.2921, 36.8219, 17, 20, 27, 33, 53, 100, 9.9889, 251.3, 69, 2, 291, 293, 59.66
2018-06-18 11:46:53, Oran, 35.6971, -0.6308, 18, 22, 29, 36, 58, 109, 9.1751, 322.3, 1, 895, 160, 997, 69.25
2018-06-18 12:46:55, Valencia, 39.4699, -0.3763, 19, 23, 30, 38, 61, 114, 8.7585, 325, 0, 930, 143, 1000, 67.24
2018-06-18 12:46:57, Bordeaux, 44.8378, -0.5792, 22, 27, 36, 45, 72, 135, 7.4215, 348.4, 41, 77, 497, 566, 63.44
2018-06-18 12:46:58, Paris, 48.8566, 2.3522, 23, 27, 37, 46, 73, 137, 7.2858, 340.1, 55, 15, 406, 419, 61.48
2018-06-18 11:47:01, London, 51.8074, -0.1278, 25, 30, 41, 51, 81, 152, 6.5689, 347.2, 2, 880, 149, 896, 58.14
2018-06-18 11:47:03, Tunis, 33.8869, 9.5375, 16, 20, 26, 33, 52, 98, 10.1827, 321.6, 0, 918, 156, 1048, 76.83
2018-06-18 12:47:05, Vatican, 41.9029, 12.4534, 19, 22, 30, 37, 60, 112, 8.9329, 334.7, 5, 903, 155, 1005, 70.8
2018-06-18 12:47:07, Venice, 45.4408, 12.3155, 21, 25, 33, 41, 66, 123, 8.119, 346.6, 14, 572, 316, 843, 67.38
2018-06-18 12:47:10, Milan, 45.4642, 9.1901, 21, 26, 34, 43, 69, 129, 7.7703, 353.8, 4, 904, 150, 979, 66.65
2018-06-18 12:47:13, Hamburg, 53.5511, 9.9937, 24, 29, 39, 49, 78, 146, 6.8692, 342.3, 67, 3, 292, 295, 59.16
2018-06-18 12:47:14, Tirana, 41.3275, 19.8187, 18, 22, 29, 37, 59, 110, 9.0782, 338.2, 16, 533, 351, 857, 72.04
2018-06-18 12:47:16, Belgrade, 44.7866, 20.4489, 19, 23, 31, 39, 62, 116, 8.5938, 335.2, 26, 280, 475, 734, 68.56
2018-06-18 12:47:17, Budapest, 47.4979, 19.0402, 21, 26, 34, 43, 69, 129, 7.7703, 347, 47, 39, 481, 517, 65.9
2018-06-18 12:47:19, Warsaw, 52.2297, 21.0122, 23, 27, 37, 46, 73, 137, 7.3052, 339.8, 21, 366, 402, 722, 61.11
2018-06-18 12:47:20, Alexandria, 31.2001, 29.9187, 14, 17, 23, 28, 45, 85, 11.7523, 288.4, 1, 908, 161, 1045, 77.26
2018-06-18 13:47:22, Istanbul, 41.0082, 28.9784, 17, 21, 28, 35, 56, 105, 9.553, 316.2, 47, 32, 492, 522, 70.34
2018-06-18 13:47:25, Odesa, 46.4825, 30.7233, 19, 23, 31, 39, 62, 116, 8.6229, 313.2, 10, 903, 147, 960, 64.93
2018-06-18 13:47:26, Kiev, 50.4501, 30.5234, 22, 27, 36, 45, 72, 135, 7.4118, 335.5, 2, 845, 166, 901, 61.39
2018-06-18 13:47:28, St.Peterburg, 59.9343, 30.3351, 31, 37, 49, 61, 98, 184, 5.445, 347.7, 18, 457, 318, 679, 52.55
