Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-21 13:15:29, Herzliya, 32.1592, 34.8071, 15, 18, 24, 29, 47, 88, 11.3414, 299.3, 0, 906, 162, 1045, 78.71
2018-06-21 11:15:31, Dakar, 14.7167, 17.4677, 13, 16, 21, 27, 43, 80, 12.4746, 274.2, 2, 869, 177, 1024, 77.69
2018-06-21 11:15:33, Conakry, 9.6412, 13.5784, 14, 17, 23, 29, 46, 87, 11.5448, 274.8, 24, 300, 476, 758, 71.37
2018-06-21 13:15:36, Nairobi, -1.2921, 36.8219, 15, 18, 24, 30, 48, 90, 11.0702, 250.8, 26, 324, 448, 735, 63.37
2018-06-21 11:15:39, Oran, 35.6971, -0.6308, 20, 24, 33, 41, 65, 122, 8.2034, 320.5, 10, 695, 245, 870, 63.42
2018-06-21 12:15:41, Valencia, 39.4699, -0.3763, 20, 25, 33, 41, 65, 123, 8.1453, 316.8, 0, 925, 137, 957, 62.11
2018-06-21 12:15:45, Bordeaux, 44.8378, -0.5792, 22, 26, 35, 44, 70, 131, 7.6126, 314.7, 6, 890, 142, 912, 59.21
2018-06-21 12:15:48, Paris, 48.8566, 2.3522, 23, 28, 37, 47, 75, 140, 7.1283, 324.8, 1, 874, 148, 895, 58.2
2018-06-21 11:15:50, London, 51.8074, -0.1278, 26, 31, 41, 52, 83, 155, 6.4504, 327.9, 6, 793, 178, 831, 55.01
2018-06-21 11:15:52, Tunis, 33.8869, 9.5375, 20, 23, 31, 39, 63, 117, 8.5133, 352.3, 1, 899, 156, 1011, 71.79
2018-06-21 12:15:54, Vatican, 41.9029, 12.4534, 20, 24, 32, 40, 63, 119, 8.4358, 340.7, 6, 752, 221, 920, 68.1
2018-06-21 12:15:56, Venice, 45.4408, 12.3155, 20, 24, 31, 39, 63, 118, 8.4746, 323.1, 3, 894, 150, 961, 65.14
2018-06-21 12:15:59, Milan, 45.4642, 9.1901, 21, 25, 34, 42, 67, 127, 7.9031, 330.9, 3, 836, 173, 927, 63.85
2018-06-21 12:16:00, Hamburg, 53.5511, 9.9937, 22, 27, 35, 44, 71, 133, 7.5448, 302.4, 60, 8, 351, 358, 57.4
2018-06-21 12:16:03, Tirana, 41.3275, 19.8187, 19, 22, 30, 37, 59, 111, 8.9782, 337.3, 3, 841, 184, 980, 71.24
2018-06-21 12:16:05, Belgrade, 44.7866, 20.4489, 19, 22, 30, 37, 60, 112, 8.9104, 325.1, 4, 825, 186, 951, 68.08
2018-06-21 12:16:07, Budapest, 47.4979, 19.0402, 19, 23, 30, 38, 61, 114, 8.7651, 314.1, 11, 629, 280, 850, 65.21
2018-06-21 12:16:10, Warsaw, 52.2297, 21.0122, 21, 25, 34, 42, 68, 127, 7.8741, 312.6, 16, 507, 329, 772, 60.9
2018-06-21 12:16:12, Alexandria, 31.2001, 29.9187, 15, 18, 23, 29, 47, 88, 11.3511, 305, 1, 890, 170, 1047, 81.67
2018-06-21 13:16:15, Istanbul, 41.0082, 28.9784, 18, 22, 29, 36, 58, 109, 9.1428, 336.8, 10, 663, 277, 906, 72.31
2018-06-21 13:16:17, Odesa, 46.4825, 30.7233, 18, 22, 29, 37, 59, 110, 9.0944, 310.2, 19, 441, 384, 787, 66.71
2018-06-21 13:16:19, Kiev, 50.4501, 30.5234, 20, 24, 31, 39, 63, 118, 8.5036, 305.5, 1, 897, 145, 942, 62.81
2018-06-21 13:16:21, St.Peterburg, 59.9343, 30.3351, 30, 36, 48, 60, 96, 180, 5.5593, 351.7, 54, 17, 372, 385, 53.41
