Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-11 10:52:32, Herzliya, 32.1592, 34.8071, 18, 21, 28, 35, 56, 106, 290.8, 2, 864, 163, 936, 64.7°
2018-06-11 08:52:38, Dakar, 14.7167, 17.4677, 28, 34, 45, 57, 90, 170, 277.6, 11, 608, 225, 661, 15.6°
2018-06-11 08:52:43, Conakry, 9.6412, 13.5784, 35, 42, 56, 69, 111, 208, 272.1, 26, 239, 330, 485, 17.2°
2018-06-11 10:52:46, Nairobi, -1.2921, 36.8219, 19, 23, 31, 39, 62, 116, 257.8, 1, 970, 117, 901, 55.7°
2018-06-11 08:52:51, Oran, 35.6971, -0.6308, 65, 78, 105, 131, 209, 392, 337.9, 0, 833, 101, 573, 35.2°
2018-06-11 09:52:56, Valencia, 39.4699, -0.3763, 61, 73, 97, 121, 194, 363, 315.3, 0, 851, 98, 581, 35.7°
2018-06-11 09:52:59, Bordeaux, 44.8378, -0.5792, 63, 76, 101, 126, 201, 378, 326.9, 63, 6, 209, 213, 35.6°
2018-06-11 09:53:05, Paris, 48.8566, 2.3522, 54, 65, 86, 108, 173, 324, 317.7, 45, 44, 300, 326, 37.3°
2018-06-11 08:53:14, London, 51.8074, -0.1278, 67, 81, 107, 134, 215, 403, 346.3, 5, 739, 131, 550, 35.4°
2018-06-11 08:53:18, Tunis, 33.8869, 9.5375, 39, 47, 63, 79, 126, 236, 315.2, 3, 771, 142, 662, 44.1°
2018-06-11 09:53:23, Vatican, 41.9029, 12.4534, 36, 43, 57, 72, 115, 215, 315.8, 4, 858, 122, 720, 45.3°
2018-06-11 09:53:28, Venice, 45.4408, 12.3155, 38, 46, 61, 76, 121, 228, 318, 5, 847, 122, 704, 44.6°
2018-06-11 09:53:32, Milan, 45.4642, 9.1901, 41, 49, 65, 81, 130, 243, 310, 28, 222, 340, 487, 42.4°
2018-06-11 09:53:37, Hamburg, 53.5511, 9.9937, 49, 59, 78, 98, 157, 294, 335, 38, 87, 353, 409, 41.0°
2018-06-11 09:53:42, Tirana, 41.3275, 19.8187, 31, 37, 49, 62, 99, 185, 330, 5, 879, 128, 799, 50.9°
2018-06-11 09:53:46, Belgrade, 44.7866, 20.4489, 33, 39, 52, 65, 105, 196, 346.9, 5, 869, 129, 791, 50.3°
2018-06-11 09:53:51, Budapest, 47.4979, 19.0402, 33, 40, 53, 67, 107, 200, 329.7, 6, 871, 125, 767, 48.5°
2018-06-11 09:53:56, Warsaw, 52.2297, 21.0122, 36, 43, 57, 72, 115, 215, 338.5, 66, 4, 253, 256, 47.7°
2018-06-11 09:54:01, Alexandria, 31.2001, 29.9187, 19, 23, 31, 39, 62, 116, 289.1, 3, 841, 164, 886, 61.1°
2018-06-11 10:54:05, Istanbul, 41.0082, 28.9784, 23, 28, 37, 46, 74, 138, 313.3, 4, 801, 175, 844, 57.6°
2018-06-11 10:54:10, Odesa, 46.4825, 30.7233, 27, 33, 44, 55, 88, 165, 345.6, 3, 887, 136, 865, 56.1°
2018-06-11 10:54:13, Kiev, 50.4501, 30.5234, 30, 36, 47, 59, 95, 178, 348.5, 8, 896, 130, 845, 53.7°
2018-06-11 10:54:18, St.Peterburg, 59.9343, 30.3351, 37, 44, 59, 74, 118, 221, 346.1, 53, 18, 338, 351, 47.3°
