Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), Precipitation (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-23 11:07:00, Herzliya, 32.1592, 34.8071, 17, 20, 27, 34, 54, 102, 9.8384, 295.2, 0, ['0', '%'], 898, 153, 994, 67.03
2018-06-23 09:07:04, Dakar, 14.7167, 17.4677, 26, 31, 41, 51, 82, 153, 6.5169, 281.7, 1, ['0', '%'], 850, 140, 809, 50.03
2018-06-23 09:07:08, Conakry, 9.6412, 13.5784, 31, 38, 50, 63, 101, 189, 5.2968, 271.8, 38, ['96', '%'], 92, 396, 465, 44.65
2018-06-23 11:07:12, Nairobi, -1.2921, 36.8219, 18, 21, 28, 35, 57, 106, 9.4317, 251.4, 7, ['0', '%'], 808, 185, 874, 57.28
2018-06-23 09:07:15, Oran, 35.6971, -0.6308, 55, 66, 88, 110, 176, 330, 3.0309, 321.7, 2, ['0', '%'], 813, 121, 646, 37.62
2018-06-23 10:07:19, Valencia, 39.4699, -0.3763, 55, 66, 87, 109, 175, 328, 3.0503, 319, 1, ['0', '%'], 817, 121, 650, 37.97
2018-06-23 10:07:22, Bordeaux, 44.8378, -0.5792, 55, 66, 89, 111, 177, 332, 3.0115, 323.2, 0, ['0', '%'], 874, 104, 663, 37.7
2018-06-23 10:07:26, Paris, 48.8566, 2.3522, 49, 59, 79, 99, 158, 296, 3.3795, 322.7, 6, ['0', '%'], 855, 112, 678, 39.27
2018-06-23 09:07:29, London, 51.8074, -0.1278, 55, 66, 89, 111, 177, 332, 3.0115, 323.8, 7, None, 709, 156, 601, 37.25
2018-06-23 09:07:34, Tunis, 33.8869, 9.5375, 39, 47, 62, 78, 124, 233, 4.2994, 336.6, 0, ['0', '%'], 850, 128, 761, 45.98
2018-06-23 10:07:37, Vatican, 41.9029, 12.4534, 32, 39, 51, 64, 103, 193, 5.1903, 308.2, 26, ['0', '%'], 281, 374, 586, 47.5
2018-06-23 10:07:41, Venice, 45.4408, 12.3155, 39, 47, 62, 78, 125, 234, 4.2801, 350.6, 7, ['0', '%'], 879, 123, 782, 46.64
2018-06-23 10:07:45, Milan, 45.4642, 9.1901, 39, 47, 63, 79, 126, 237, 4.222, 328.7, 1, ['0', '%'], 861, 125, 749, 44.51
2018-06-23 10:07:48, Hamburg, 53.5511, 9.9937, 53, 63, 84, 106, 169, 317, 3.1568, 390.7, 45, ['96', '%'], 43, 364, 395, 42.8
2018-06-23 10:07:52, Tirana, 41.3275, 19.8187, 28, 33, 44, 55, 88, 165, 6.0425, 327.9, 52, ['96', '%'], 21, 393, 410, 53.03
2018-06-23 10:07:54, Belgrade, 44.7866, 20.4489, 27, 33, 44, 55, 88, 164, 6.0909, 316.7, 8, ['0', '%'], 885, 135, 855, 52.33
2018-06-23 10:07:58, Budapest, 47.4979, 19.0402, 30, 35, 47, 59, 94, 177, 5.6454, 317.7, 6, ['0', '%'], 746, 187, 777, 50.4
2018-06-23 10:08:01, Warsaw, 52.2297, 21.0122, 34, 41, 55, 69, 110, 206, 4.8514, 349.6, 25, ['0', '%'], 290, 384, 608, 49.4
2018-06-23 10:08:05, Alexandria, 31.2001, 29.9187, 19, 22, 30, 37, 59, 111, 8.9765, 297.2, 0, ['0', '%'], 895, 149, 962, 63.41
2018-06-23 11:08:09, Istanbul, 41.0082, 28.9784, 23, 28, 37, 46, 74, 139, 7.1948, 329.9, 38, ['0', '%'], 91, 491, 571, 59.61
2018-06-23 11:08:12, Odesa, 46.4825, 30.7233, 24, 29, 38, 48, 76, 143, 7.0011, 321.6, 8, ['94', '%'], 679, 233, 820, 57.86
2018-06-23 11:08:15, Kiev, 50.4501, 30.5234, 24, 29, 39, 49, 78, 146, 6.8559, 311.7, 65, ['96', '%'], 4, 302, 306, 55.29
2018-06-23 11:08:19, St.Peterburg, 59.9343, 30.3351, 32, 39, 52, 65, 104, 195, 5.1322, 322.1, 14, ['0', '%'], 550, 262, 680, 48.51
