Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-07 18:23:08, Herzliya, 32.1592, 34.8071, 365, 438, 584, 731, 1169, 2192, 320.9, 11, 314, 117, 207, 15.2°
2018-06-07 16:23:13, Dakar, 14.7167, 17.4677, 111, 133, 177, 222, 354, 665, 281.6, 3, 736, 100, 434, 57.2°
2018-06-07 16:23:17, Conakry, 9.6412, 13.5784, 90, 108, 145, 181, 289, 542, 272.7, 8, 568, 151, 428, 51.9°
2018-06-07 18:23:20, Nairobi, -1.2921, 36.8219, 5723, 6867, 9156, 11445, 18312, 34336, 248, 36, 18, 25, 28, 1.7°
2018-06-07 16:23:24, Oran, 35.6971, -0.6308, 39, 47, 63, 79, 126, 237, 329, 5, 867, 125, 744, 44.6°
2018-06-07 17:23:28, Valencia, 39.4699, -0.3763, 46, 56, 74, 93, 148, 278, 378.9, 12, 598, 228, 651, 44.1°
2018-06-07 17:23:31, Bordeaux, 44.8378, -0.5792, 44, 53, 71, 88, 142, 265, 349.4, 22, 368, 307, 562, 43.5°
2018-06-07 17:23:34, Paris, 48.8566, 2.3522, 51, 61, 82, 102, 164, 307, 348.9, 22, 334, 306, 525, 40.7°
2018-06-07 16:23:37, London, 51.8074, -0.1278, 49, 59, 78, 98, 157, 293, 350.8, 32, 166, 364, 475, 41.6°
2018-06-07 16:23:41, Tunis, 33.8869, 9.5375, 58, 69, 92, 116, 185, 347, 319.5, 2, 823, 115, 617, 35.9°
2018-06-07 17:23:45, Vatican, 41.9029, 12.4534, 66, 80, 106, 133, 212, 398, 324.9, 62, 6, 211, 214, 34.3°
2018-06-07 17:23:48, Venice, 45.4408, 12.3155, 71, 85, 114, 142, 227, 426, 344.3, 45, 35, 286, 306, 34.3°
2018-06-07 17:23:52, Milan, 45.4642, 9.1901, 63, 75, 100, 125, 201, 376, 343.4, 19, 393, 252, 489, 36.5°
2018-06-07 17:23:55, Hamburg, 53.5511, 9.9937, 66, 79, 105, 131, 210, 393, 338.4, 3, 824, 107, 584, 35.1°
2018-06-07 17:23:57, Tirana, 41.3275, 19.8187, 105, 126, 167, 209, 335, 628, 335.6, 1, 723, 113, 470, 28.7°
2018-06-07 17:24:01, Belgrade, 44.7866, 20.4489, 115, 138, 184, 230, 369, 691, 368.5, 53, 15, 209, 217, 28.6°
2018-06-07 17:24:04, Budapest, 47.4979, 19.0402, 102, 123, 164, 204, 327, 613, 351.4, 23, 767, 104, 488, 29.7°
2018-06-07 17:24:07, Warsaw, 52.2297, 21.0122, 106, 127, 170, 212, 339, 636, 339.2, 5, 788, 96, 475, 28.6°
2018-06-07 17:24:10, Alexandria, 31.2001, 29.9187, 264, 317, 423, 528, 845, 1585, 331.2, 4, 671, 83, 313, 18.7°
2018-06-07 18:24:13, Istanbul, 41.0082, 28.9784, 202, 242, 323, 404, 646, 1212, 352.6, 8, 647, 97, 346, 21.8°
2018-06-07 18:24:16, Odesa, 46.4825, 30.7233, 200, 240, 319, 399, 639, 1198, 346.8, 8, 686, 89, 345, 21.6°
2018-06-07 18:24:19, Kiev, 50.4501, 30.5234, 181, 217, 289, 361, 578, 1084, 346.3, 8, 546, 123, 335, 22.5°
2018-06-07 18:24:22, St.Peterburg, 59.9343, 30.3351, 185, 222, 295, 369, 591, 1108, 387.9, 56, 10, 163, 167, 23.7°
