Local Time, Location, Latitude, Longitude, S.T1, S.T2, S.T3, S.T4, S.T5, S.T6, UV Index, Ozone (Dobson), Cloud Coverage (%), Precipitation (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-23 15:08:28, Herzliya, 32.1592, 34.8071, 22, 27, 35, 44, 71, 133, 7.5337, 295.2, 1, ['0', '%'], 874, 140, 852, 56.93
2018-06-23 13:08:34, Dakar, 14.7167, 17.4677, 15, 18, 24, 30, 48, 91, 11.01, 281.7, 1, ['0', '%'], 880, 160, 979, 70.13
2018-06-23 13:08:37, Conakry, 9.6412, 13.5784, 14, 17, 23, 29, 46, 87, 11.5136, 271.8, 25, ['95', '%'], 288, 471, 738, 70.07
2018-06-23 15:08:41, Nairobi, -1.2921, 36.8219, 27, 33, 44, 55, 88, 164, 6.0812, 251.4, 27, ['0', '%'], 275, 351, 541, 45.3
2018-06-23 13:08:44, Oran, 35.6971, -0.6308, 16, 19, 26, 32, 52, 97, 10.2935, 321.7, 2, ['0', '%'], 880, 174, 1028, 77.71
2018-06-23 14:08:47, Valencia, 39.4699, -0.3763, 17, 20, 27, 34, 54, 101, 9.8771, 319, 0, ['0', '%'], 924, 151, 1034, 73.93
2018-06-23 14:08:50, Bordeaux, 44.8378, -0.5792, 19, 22, 30, 37, 59, 111, 8.9765, 323.2, 0, ['0', '%'], 933, 142, 1007, 68.57
2018-06-23 14:08:54, Paris, 48.8566, 2.3522, 20, 24, 32, 40, 64, 120, 8.3277, 322.7, 3, ['0', '%'], 849, 168, 930, 64.38
2018-06-23 13:08:57, London, 51.8074, -0.1278, 22, 26, 34, 43, 69, 129, 7.7467, 323.8, 6, None, 797, 191, 892, 61.6
2018-06-23 13:08:59, Tunis, 33.8869, 9.5375, 18, 21, 28, 35, 56, 105, 9.5188, 336.6, 1, ['0', '%'], 902, 158, 1025, 75.72
2018-06-23 14:09:03, Vatican, 41.9029, 12.4534, 18, 21, 28, 35, 56, 105, 9.5091, 308.2, 69, ['0', '%'], 2, 303, 306, 68.14
2018-06-23 14:09:05, Venice, 45.4408, 12.3155, 22, 26, 35, 43, 69, 130, 7.6886, 350.6, 5, ['0', '%'], 907, 145, 957, 65.26
2018-06-23 14:09:09, Milan, 45.4642, 9.1901, 20, 24, 31, 39, 63, 118, 8.4924, 328.7, 5, ['0', '%'], 804, 196, 925, 66.29
2018-06-23 14:09:12, Hamburg, 53.5511, 9.9937, 29, 35, 47, 58, 93, 175, 5.7132, 390.7, 66, ['62', '%'], 3, 292, 295, 58.63
2018-06-23 14:09:15, Tirana, 41.3275, 19.8187, 20, 24, 33, 41, 65, 122, 8.1728, 327.9, 17, ['95', '%'], 494, 345, 783, 64.67
2018-06-23 14:09:18, Belgrade, 44.7866, 20.4489, 20, 25, 33, 41, 65, 123, 8.1438, 316.7, 22, ['0', '%'], 387, 391, 727, 62.06
2018-06-23 14:09:21, Budapest, 47.4979, 19.0402, 22, 26, 35, 43, 69, 130, 7.7177, 317.7, 55, ['0', '%'], 18, 396, 412, 60.81
2018-06-23 14:09:25, Warsaw, 52.2297, 21.0122, 27, 32, 43, 54, 87, 162, 6.1587, 349.6, 38, ['63', '%'], 95, 459, 537, 56.39
2018-06-23 14:09:28, Alexandria, 31.2001, 29.9187, 20, 24, 32, 40, 64, 120, 8.3568, 297.2, 1, ['0', '%'], 885, 144, 906, 60.97
2018-06-23 15:09:31, Istanbul, 41.0082, 28.9784, 24, 29, 38, 48, 76, 143, 7.0011, 329.9, 48, ['59', '%'], 30, 429, 454, 58.91
2018-06-23 15:09:35, Odesa, 46.4825, 30.7233, 25, 30, 40, 51, 81, 152, 6.5944, 321.6, 64, ['69', '%'], 4, 290, 293, 55.24
2018-06-23 15:09:38, Kiev, 50.4501, 30.5234, 26, 31, 42, 52, 83, 156, 6.4201, 311.7, 73, ['55', '%'], 1, 218, 219, 53.2
2018-06-23 15:09:41, St.Peterburg, 59.9343, 30.3351, 34, 41, 54, 68, 108, 203, 4.9289, 322.1, 32, ['0', '%'], 167, 386, 507, 47.19
