Local Time, Location, Latitude, Longitude, st1, st2, st3, st4, st5, st6, Ozone (Dobson), Cloud Coverage (%), DNI (W/m^2), DHI (W/m^2), GHI (W/m^2), Sun Altitude (Degree)
2018-06-17 10:07:54, Herzliya, 32.1592, 34.8071, 24, 29, 39, 49, 78, 146, 303.9, 1, 865, 146, 876, 55.1°
2018-06-17 08:07:57, Dakar, 14.7167, 17.4677, 49, 59, 78, 98, 157, 294, 276.9, 9, 633, 177, 576, 5.3°
2018-06-17 08:08:00, Conakry, 9.6412, 13.5784, 66, 79, 105, 131, 210, 394, 268.4, 21, 306, 254, 421, 6.7°
2018-06-17 10:08:03, Nairobi, -1.2921, 36.8219, 26, 31, 41, 51, 82, 154, 247.5, 77, 1, 180, 180, 46.9°
2018-06-17 08:08:06, Oran, 35.6971, -0.6308, 128, 154, 205, 257, 411, 770, 322.3, 1, 764, 95, 458, 26.1°
2018-06-17 09:08:09, Valencia, 39.4699, -0.3763, 119, 143, 191, 239, 382, 717, 325, 0, 796, 91, 475, 27.0°
2018-06-17 09:08:11, Bordeaux, 44.8378, -0.5792, 118, 141, 188, 236, 377, 707, 348.4, 32, 147, 254, 326, 27.5°
2018-06-17 09:08:13, Paris, 48.8566, 2.3522, 101, 121, 162, 202, 324, 607, 347.1, 48, 31, 251, 267, 29.9°
2018-06-17 08:08:16, London, 51.8074, -0.1278, 119, 142, 190, 237, 380, 712, 378.2, 63, 6, 178, 182, 28.4°
2018-06-17 08:08:19, Tunis, 33.8869, 9.5375, 76, 91, 122, 152, 244, 457, 345.2, 0, 802, 110, 577, 34.9°
2018-06-17 09:08:22, Vatican, 41.9029, 12.4534, 63, 76, 102, 127, 203, 381, 347.8, 2, 835, 111, 633, 36.9°
2018-06-17 09:08:26, Venice, 45.4408, 12.3155, 63, 76, 101, 126, 202, 378, 344.4, 1, 807, 117, 619, 36.7°
2018-06-17 09:08:28, Milan, 45.4642, 9.1901, 70, 84, 112, 140, 224, 420, 339.2, 1, 808, 110, 588, 34.5°
2018-06-17 09:08:31, Hamburg, 53.5511, 9.9937, 69, 83, 111, 139, 222, 416, 336.3, 20, 366, 257, 471, 34.5°
2018-06-17 09:08:34, Tirana, 41.3275, 19.8187, 46, 55, 73, 91, 146, 273, 342.3, 8, 858, 119, 717, 42.4°
2018-06-17 09:08:37, Belgrade, 44.7866, 20.4489, 44, 53, 71, 89, 142, 267, 335.2, 47, 36, 354, 379, 42.5°
2018-06-17 09:08:40, Budapest, 47.4979, 19.0402, 51, 61, 82, 102, 163, 306, 347, 26, 256, 338, 512, 41.1°
2018-06-17 09:08:43, Warsaw, 52.2297, 21.0122, 48, 57, 77, 96, 153, 287, 343.9, 8, 678, 180, 641, 41.3°
2018-06-17 09:08:46, Alexandria, 31.2001, 29.9187, 25, 30, 41, 51, 81, 152, 288.4, 0, 871, 135, 830, 51.2°
2018-06-17 10:08:49, Istanbul, 41.0082, 28.9784, 33, 39, 52, 65, 104, 196, 334.9, 48, 32, 394, 419, 49.3°
2018-06-17 10:08:52, Odesa, 46.4825, 30.7233, 35, 42, 56, 70, 112, 210, 343, 53, 23, 361, 378, 49.1°
2018-06-17 10:08:54, Kiev, 50.4501, 30.5234, 38, 45, 60, 76, 121, 227, 354.1, 54, 15, 342, 354, 47.5°
2018-06-17 10:08:56, St.Peterburg, 59.9343, 30.3351, 45, 54, 72, 90, 144, 269, 338.5, 43, 53, 365, 402, 43.0°
